;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
659,-0.02541,0.200445
660,-0.0254,0.200445
661,-0.02539,0.200445
662,-0.02538,0.183741
663,-0.02537,0.183741
664,-0.02536,0.200445
665,-0.02535,0.200445
666,-0.02534,0.200445
667,-0.02533,0.200445
668,-0.02532,0.200445
669,-0.02531,0.200445
670,-0.0253,0.200445
671,-0.02529,0.200445
672,-0.02528,0.200445
673,-0.02527,0.200445
674,-0.02526,0.200445
675,-0.02525,0.200445
676,-0.02524,0.200445
677,-0.02523,0.200445
678,-0.02522,0.200445
679,-0.02521,0.200445
680,-0.0252,0.200445
681,-0.02519,0.200445
682,-0.02518,0.200445
683,-0.02517,0.200445
684,-0.02516,0.200445
685,-0.02515,0.200445
686,-0.02514,0.200445
687,-0.02513,0.200445
688,-0.02512,0.200445
689,-0.02511,0.200445
690,-0.0251,0.200445
691,-0.02509,0.200445
692,-0.02508,0.200445
693,-0.02507,0.200445
694,-0.02506,0.200445
695,-0.02505,0.200445
696,-0.02504,0.200445
697,-0.02503,0.200445
698,-0.02502,0.200445
699,-0.02501,0.200445
700,-0.025,0.200445
701,-0.02499,0.200445
702,-0.02498,0.200445
703,-0.02497,0.200445
704,-0.02496,0.200445
705,-0.02495,0.200445
706,-0.02494,0.200445
707,-0.02493,0.200445
708,-0.02492,0.200445
709,-0.02491,0.200445
710,-0.0249,0.200445
711,-0.02489,0.200445
712,-0.02488,0.200445
713,-0.02487,0.200445
714,-0.02486,0.200445
715,-0.02485,0.200445
716,-0.02484,0.200445
717,-0.02483,0.200445
718,-0.02482,0.200445
719,-0.02481,0.200445
720,-0.0248,0.200445
721,-0.02479,0.200445
722,-0.02478,0.200445
723,-0.02477,0.200445
724,-0.02476,0.200445
725,-0.02475,0.200445
726,-0.02474,0.200445
727,-0.02473,0.200445
728,-0.02472,0.200445
729,-0.02471,0.200445
730,-0.0247,0.183741
731,-0.02469,0.217148
732,-0.02468,0.217148
