time	V(in)	V(out)
7.833958119871507e-05	5.582275e+00	1.427375e+01
7.836002263794201e-05	5.584127e+00	1.427533e+01
7.839188585228121e-05	5.586933e+00	1.427580e+01
7.845561228095961e-05	5.592248e+00	1.427621e+01
7.855326853095961e-05	5.599625e+00	1.427678e+01
7.865092478095962e-05	5.606070e+00	1.427729e+01
7.874858103095962e-05	5.611577e+00	1.427772e+01
7.884623728095962e-05	5.616143e+00	1.427808e+01
7.894389353095962e-05	5.619765e+00	1.427837e+01
7.904154978095963e-05	5.622442e+00	1.427859e+01
7.913920603095963e-05	5.624171e+00	1.427874e+01
7.923686228095963e-05	5.624951e+00	1.427881e+01
7.933451853095964e-05	5.624782e+00	1.427881e+01
7.943217478095964e-05	5.623663e+00	1.427873e+01
7.952983103095964e-05	5.621597e+00	1.427859e+01
7.972514353095965e-05	5.614624e+00	1.427807e+01
8.001811228095965e-05	5.597104e+00	1.427676e+01
8.022737567381681e-05	5.579245e+00	1.427541e+01
8.043663906667396e-05	5.557354e+00	1.427375e+01
8.064590245953111e-05	5.531432e+00	1.427178e+01
8.085516585238824e-05	5.501479e+00	1.426950e+01
8.106442924524539e-05	5.467494e+00	1.426691e+01
8.127369263810255e-05	5.429478e+00	1.426401e+01
8.148295603095970e-05	5.387430e+00	1.426080e+01
8.190148281667400e-05	5.289281e+00	1.425329e+01
8.232000960238829e-05	5.181097e+00	1.424501e+01
8.273853638810259e-05	5.062877e+00	1.423595e+01
8.315706317381689e-05	4.934622e+00	1.422611e+01
8.357558995953119e-05	4.796332e+00	1.421550e+01
8.399411674524548e-05	4.648006e+00	1.420411e+01
8.441264353095978e-05	4.489645e+00	1.419195e+01
8.491487567381694e-05	4.290952e+00	1.417668e+01
8.541710781667410e-05	4.097326e+00	1.416179e+01
8.591933995953126e-05	3.908766e+00	1.414728e+01
8.642157210238840e-05	3.725274e+00	1.413316e+01
8.692380424524556e-05	3.546849e+00	1.411942e+01
8.742603638810272e-05	3.373491e+00	1.410606e+01
8.792826853095988e-05	3.205200e+00	1.409308e+01
8.815148281667418e-05	3.138147e+00	1.408791e+01
8.837469710238846e-05	3.074842e+00	1.408302e+01
8.859791138810276e-05	3.015286e+00	1.407842e+01
8.882112567381705e-05	2.959479e+00	1.407410e+01
8.904433995953135e-05	2.907420e+00	1.407008e+01
8.926755424524563e-05	2.859110e+00	1.406633e+01
8.949076853095993e-05	2.814549e+00	1.406288e+01
8.950297556220992e-05	2.812260e+00	1.406270e+01
8.952738962470992e-05	2.807721e+00	1.406235e+01
8.956645887078669e-05	2.800567e+00	1.406179e+01
8.959466671033013e-05	2.795485e+00	1.406140e+01
8.962564880698395e-05	2.789984e+00	1.406097e+01
8.963339433114741e-05	2.788622e+00	1.406087e+01
8.964888537947432e-05	2.785914e+00	1.406066e+01
8.965275814155605e-05	2.785241e+00	1.406035e+01
8.966050366571950e-05	2.783897e+00	1.405736e+01
8.966244004676037e-05	2.783562e+00	1.403566e+01
8.966631280884209e-05	2.782893e+00	1.381926e+01
8.966837093128704e-05	2.782538e+00	1.331880e+01
8.966985348627579e-05	2.782283e+00	1.219258e+01
8.967125029837890e-05	2.782042e+00	9.888273e+00
8.967269185987078e-05	2.781794e+00	6.280157e+00
8.967355066692366e-05	2.781646e+00	3.903911e+00
8.967416932345705e-05	2.781540e+00	2.533821e+00
8.967502435494520e-05	2.781393e+00	1.366357e+00
8.967562929791404e-05	2.781289e+00	9.176714e-01
8.967608180890001e-05	2.781212e+00	7.460451e-01
8.967665342488047e-05	2.781114e+00	6.110392e-01
8.967730453059558e-05	2.781002e+00	5.098268e-01
8.967824709107705e-05	2.780840e+00	4.185272e-01
8.967924538845983e-05	2.780669e+00	3.626563e-01
8.968054101163107e-05	2.780447e+00	3.287673e-01
8.968203473952635e-05	2.780191e+00	3.164351e-01
8.968371821410973e-05	2.779903e+00	3.146288e-01
8.968553498000350e-05	2.779593e+00	3.145058e-01
8.968911045565977e-05	2.778982e+00	3.143065e-01
8.969626140697231e-05	2.777765e+00	3.140718e-01
8.970536919035915e-05	2.776221e+00	3.139154e-01
8.971651471747068e-05	2.774342e+00	3.138416e-01
8.973027966913140e-05	2.772037e+00	3.138117e-01
8.974659621320429e-05	2.769327e+00	3.138021e-01
8.976423615312547e-05	2.766423e+00	3.137977e-01
8.979609096961671e-05	2.761251e+00	3.137936e-01
8.990165609363712e-05	2.744745e+00	3.137785e-01
9.000722121765755e-05	2.729286e+00	3.137644e-01
9.011278634167796e-05	2.714873e+00	3.137512e-01
9.021835146569838e-05	2.701508e+00	3.137390e-01
9.032391658971879e-05	2.689189e+00	3.137278e-01
9.042948171373922e-05	2.677918e+00	3.137175e-01
9.053504683775964e-05	2.667693e+00	3.137081e-01
9.078616290918821e-05	2.647729e+00	3.136898e-01
9.103727898061680e-05	2.634011e+00	3.136772e-01
9.128839505204537e-05	2.626539e+00	3.136702e-01
9.153951112347395e-05	2.625313e+00	3.136689e-01
9.179062719490253e-05	2.630333e+00	3.136732e-01
9.204174326633111e-05	2.641600e+00	3.136831e-01
9.229285933775969e-05	2.659112e+00	3.136988e-01
9.259977898061684e-05	2.689625e+00	3.137261e-01
9.290669862347399e-05	2.728349e+00	3.137609e-01
9.321361826633115e-05	2.775285e+00	3.138032e-01
9.352053790918829e-05	2.830432e+00	3.138529e-01
9.382745755204544e-05	2.893792e+00	3.139101e-01
9.413437719490259e-05	2.965363e+00	3.139747e-01
9.444129683775975e-05	3.045146e+00	3.140467e-01
9.491562719490262e-05	3.186237e+00	3.141742e-01
9.538995755204549e-05	3.335409e+00	3.143091e-01
9.586428790918835e-05	3.492663e+00	3.144513e-01
9.633861826633124e-05	3.657998e+00	3.146009e-01
9.681294862347411e-05	3.831415e+00	3.147578e-01
9.728727898061697e-05	4.012914e+00	3.149222e-01
9.776160933775984e-05	4.202494e+00	3.150939e-01
9.805457808775985e-05	4.316764e+00	3.151974e-01
9.834754683775986e-05	4.428397e+00	3.152986e-01
9.864051558775987e-05	4.537395e+00	3.153973e-01
9.893348433775988e-05	4.643756e+00	3.154938e-01
9.922645308775989e-05	4.747481e+00	3.155878e-01
9.951942183775989e-05	4.848569e+00	3.156795e-01
9.981239058775990e-05	4.947021e+00	3.157688e-01
9.991004683775990e-05	4.978323e+00	3.157972e-01
9.999999999999999e-05	5.006678e+00	3.158100e-01
