time	V(v_osc2)	V(n007)
1.100888684467131e-02	1.306835e+01	5.561462e+00
1.100890884353380e-02	1.306831e+01	5.558720e+00
1.100894282964489e-02	1.306803e+01	5.553362e+00
1.100897204457254e-02	1.306768e+01	5.548236e+00
1.100900556249274e-02	1.306723e+01	5.542231e+00
1.100904521468190e-02	1.306671e+01	5.535310e+00
1.100909277453328e-02	1.306613e+01	5.527237e+00
1.100917232548970e-02	1.306519e+01	5.513884e+00
1.100928228759475e-02	1.306389e+01	5.495405e+00
1.100939619401348e-02	1.306254e+01	5.476238e+00
1.100962400685095e-02	1.305984e+01	5.437926e+00
1.100991726050015e-02	1.305637e+01	5.388644e+00
1.101050376779856e-02	1.304943e+01	5.290167e+00
1.101109150287578e-02	1.304249e+01	5.191608e+00
1.101199417525510e-02	1.303185e+01	5.040487e+00
1.102064458297120e-02	1.293089e+01	3.607055e+00
1.102384438092965e-02	1.289397e+01	3.082889e+00
1.102394437461585e-02	1.289282e+01	3.066554e+00
1.102414436198826e-02	1.289052e+01	3.033944e+00
1.102414919769994e-02	1.289047e+01	3.033156e+00
1.102415886912331e-02	1.289036e+01	3.031579e+00
1.102417821197004e-02	1.289009e+01	3.028425e+00
1.102421689766350e-02	1.288943e+01	3.022115e+00
1.102421728288560e-02	1.288941e+01	3.022052e+00
1.102421743697444e-02	1.288940e+01	3.022027e+00
1.102421774515211e-02	1.288937e+01	3.021976e+00
1.102421836150746e-02	1.288919e+01	3.021873e+00
1.102421959421816e-02	1.288756e+01	3.021648e+00
1.102422205963957e-02	1.286610e+01	3.020918e+00
1.102422466011774e-02	1.274502e+01	3.018643e+00
1.102422664997810e-02	1.237163e+01	3.012624e+00
1.102422817003009e-02	1.150253e+01	2.999093e+00
1.102422953189781e-02	9.769034e+00	2.972132e+00
1.102423073466840e-02	7.259115e+00	2.932279e+00
1.102423201555342e-02	4.041680e+00	2.879246e+00
1.102423270995700e-02	2.518780e+00	2.852124e+00
1.102423337714868e-02	1.563530e+00	2.832255e+00
1.102423412634284e-02	9.677339e-01	2.816325e+00
1.102423460360332e-02	7.627692e-01	2.808673e+00
1.102423515658882e-02	6.247448e-01	2.801391e+00
1.102423573885042e-02	5.281213e-01	2.794704e+00
1.102423666766636e-02	4.306223e-01	2.785433e+00
1.102423763451975e-02	3.705076e-01	2.777150e+00
1.102423890724050e-02	3.319738e-01	2.768055e+00
1.102424032651385e-02	3.168864e-01	2.759824e+00
1.102424200787367e-02	3.140342e-01	2.752201e+00
1.102424382088539e-02	3.138896e-01	2.746290e+00
1.102424669884282e-02	3.137042e-01	2.741385e+00
1.102425245475770e-02	3.134811e-01	2.742262e+00
1.102426216638905e-02	3.132986e-01	2.760946e+00
1.102427228086294e-02	3.132604e-01	2.793765e+00
1.102428601900985e-02	3.133169e-01	2.846801e+00
1.102430253016342e-02	3.134238e-01	2.908618e+00
1.102431875887079e-02	3.135234e-01	2.959284e+00
1.102433878244173e-02	3.136177e-01	3.004791e+00
1.102435732076220e-02	3.136734e-01	3.031200e+00
1.102437924895704e-02	3.137062e-01	3.046861e+00
1.102440520565890e-02	3.137208e-01	3.054412e+00
1.102441528491073e-02	3.137201e-01	3.055211e+00
1.102442294586889e-02	3.137187e-01	3.055159e+00
1.102443218647762e-02	3.137167e-01	3.055011e+00
1.102444137948555e-02	3.137142e-01	3.054939e+00
1.102445191198360e-02	3.137121e-01	3.055069e+00
1.102446245042288e-02	3.137101e-01	3.055511e+00
1.102447484684641e-02	3.137092e-01	3.056509e+00
1.102449219788703e-02	3.137086e-01	3.058681e+00
1.102451568808373e-02	3.137109e-01	3.062722e+00
1.102455259704113e-02	3.137169e-01	3.070399e+00
1.102458416482272e-02	3.137235e-01	3.077512e+00
1.102462153282627e-02	3.137316e-01	3.086018e+00
1.102466447520523e-02	3.137406e-01	3.095557e+00
1.102472093838882e-02	3.137517e-01	3.107857e+00
1.102493769759383e-02	3.137942e-01	3.154896e+00
1.103226399580886e-02	3.152578e-01	4.746737e+00
1.103280640924215e-02	3.153527e-01	4.864580e+00
1.103334882267544e-02	3.154504e-01	4.982421e+00
1.103389123610873e-02	3.155510e-01	5.100260e+00
1.103443364954201e-02	3.156543e-01	5.218097e+00
1.103497606297530e-02	3.157604e-01	5.335931e+00
1.103551847640859e-02	3.158693e-01	5.453763e+00
1.103606088984188e-02	3.159811e-01	5.571593e+00
1.103609891873058e-02	3.225941e-01	5.579979e+00
1.103612042030315e-02	4.353744e-01	5.586686e+00
1.103613185641153e-02	8.503264e-01	5.596656e+00
1.103613919040016e-02	1.754662e+00	5.614683e+00
1.103614450547085e-02	3.199986e+00	5.642633e+00
1.103614953422717e-02	5.320691e+00	5.684547e+00
1.103615443475032e-02	7.701487e+00	5.734178e+00
1.103615927066300e-02	9.761074e+00	5.780649e+00
1.103616533846956e-02	1.151138e+01	5.823732e+00
1.103617161986302e-02	1.250722e+01	5.849058e+00
1.103617601780612e-02	1.282468e+01	5.854641e+00
1.103618153491198e-02	1.298579e+01	5.850486e+00
1.103618745171823e-02	1.305693e+01	5.837921e+00
1.103619618955770e-02	1.308986e+01	5.810654e+00
1.103620676280941e-02	1.309767e+01	5.772443e+00
1.103622467662633e-02	1.309258e+01	5.708511e+00
1.103624371715890e-02	1.308394e+01	5.651370e+00
1.103626313107658e-02	1.307644e+01	5.609478e+00
1.103628177730412e-02	1.307169e+01	5.584912e+00
1.103630233658829e-02	1.306893e+01	5.571729e+00
1.103632884149212e-02	1.306752e+01	5.565547e+00
1.103633889781353e-02	1.306744e+01	5.565235e+00
1.103634796285322e-02	1.306757e+01	5.565731e+00
1.103635817568227e-02	1.306778e+01	5.566352e+00
1.103636900853915e-02	1.306802e+01	5.566874e+00
1.103638020385845e-02	1.306824e+01	5.567134e+00
1.103639105039572e-02	1.306842e+01	5.567026e+00
1.103640380252396e-02	1.306857e+01	5.566414e+00
1.103641919505182e-02	1.306863e+01	5.565028e+00
1.103644334712058e-02	1.306855e+01	5.561820e+00
1.103648223465121e-02	1.306819e+01	5.555448e+00
1.103651503740741e-02	1.306777e+01	5.549617e+00
1.103655181404779e-02	1.306727e+01	5.543069e+00
1.103659141577321e-02	1.306677e+01	5.536243e+00
1.103664743935927e-02	1.306610e+01	5.526802e+00
1.103673581245756e-02	1.306506e+01	5.511975e+00
1.103683274746185e-02	1.306391e+01	5.495674e+00
1.103698016743762e-02	1.306216e+01	5.470868e+00
1.103727500738914e-02	1.305867e+01	5.421296e+00
1.103769318095083e-02	1.305372e+01	5.351042e+00
1.103830906362042e-02	1.304644e+01	5.247684e+00
1.103898509438123e-02	1.303846e+01	5.134393e+00
1.103996840018381e-02	1.302688e+01	4.969925e+00
1.104129981835595e-02	1.301124e+01	4.747884e+00
1.104382409873427e-02	1.298174e+01	4.329085e+00
1.104873591520668e-02	1.292466e+01	3.518603e+00
1.105157555910479e-02	1.289192e+01	3.053815e+00
1.105161393267098e-02	1.289148e+01	3.047558e+00
1.105166603785491e-02	1.289088e+01	3.039062e+00
1.105171914182128e-02	1.289027e+01	3.030405e+00
1.105172921554253e-02	1.289016e+01	3.028763e+00
1.105174936298502e-02	1.288993e+01	3.025479e+00
1.105175439984564e-02	1.288987e+01	3.024658e+00
1.105176447356688e-02	1.288651e+01	3.022955e+00
1.105178462100937e-02	1.286971e+01	3.019360e+00
1.105178491057006e-02	1.286889e+01	3.019299e+00
1.105178548969144e-02	1.286405e+01	3.019130e+00
1.105178664793420e-02	1.281846e+01	3.018247e+00
1.105178896441971e-02	1.249658e+01	3.012968e+00
1.105179064654484e-02	1.173032e+01	3.000989e+00
1.105179214579170e-02	1.007189e+01	2.975211e+00
1.105179335990814e-02	7.699344e+00	2.937637e+00
1.105179474145483e-02	4.276217e+00	2.881515e+00
1.105179549321644e-02	2.588864e+00	2.851776e+00
1.105179613285765e-02	1.627765e+00	2.832151e+00
1.105179687853495e-02	9.999493e-01	2.815816e+00
1.105179733065289e-02	7.907648e-01	2.808344e+00
1.105179785652899e-02	6.497559e-01	2.801250e+00
1.105179843232824e-02	5.471836e-01	2.794493e+00
1.105179939310585e-02	4.388196e-01	2.784709e+00
1.105180031624613e-02	3.767805e-01	2.776640e+00
1.105180155994191e-02	3.351325e-01	2.767550e+00
1.105180292618984e-02	3.178323e-01	2.759395e+00
1.105180458609926e-02	3.140567e-01	2.751614e+00
1.105180639769809e-02	3.139007e-01	2.745379e+00
1.105180895426083e-02	3.137359e-01	2.740384e+00
1.105181406738632e-02	3.135172e-01	2.739878e+00
1.105182394407692e-02	3.133085e-01	2.756717e+00
1.105183353267339e-02	3.132567e-01	2.786489e+00
1.105184728444185e-02	3.133069e-01	2.839295e+00
1.105186264758002e-02	3.134043e-01	2.897594e+00
1.105187902801549e-02	3.135077e-01	2.950531e+00
1.105189867408280e-02	3.136049e-01	2.997736e+00
1.105191740406467e-02	3.136657e-01	3.026584e+00
1.105193867495277e-02	3.137015e-01	3.043706e+00
1.105196321179890e-02	3.137178e-01	3.052212e+00
1.105197470526068e-02	3.137195e-01	3.053473e+00
1.105198189278062e-02	3.137182e-01	3.053530e+00
1.105199045408488e-02	3.137161e-01	3.053425e+00
1.105199962330909e-02	3.137140e-01	3.053325e+00
1.105200974610626e-02	3.137116e-01	3.053359e+00
1.105202010730731e-02	3.137096e-01	3.053654e+00
1.105203164285169e-02	3.137079e-01	3.054380e+00
1.105204660198764e-02	3.137073e-01	3.055950e+00
1.105206702139281e-02	3.137080e-01	3.059045e+00
1.105209622853465e-02	3.137120e-01	3.064701e+00
1.105213493116897e-02	3.137195e-01	3.073206e+00
1.105217285874979e-02	3.137277e-01	3.081831e+00
1.105221698830292e-02	3.137370e-01	3.091710e+00
1.105226406299778e-02	3.137465e-01	3.102006e+00
1.105234849197418e-02	3.137629e-01	3.120309e+00
1.105315298005143e-02	3.139211e-01	3.295109e+00
1.105395746812869e-02	3.140793e-01	3.469908e+00
1.105476195620594e-02	3.142375e-01	3.644705e+00
1.105556644428319e-02	3.143956e-01	3.819501e+00
1.105637093236045e-02	3.145538e-01	3.994295e+00
1.105717542043770e-02	3.147120e-01	4.169088e+00
1.105797990851496e-02	3.148701e-01	4.343879e+00
1.106364249995031e-02	3.159833e-01	5.574096e+00
1.106366583746209e-02	3.622271e-01	5.580021e+00
1.106368210901024e-02	6.292812e-01	5.588384e+00
1.106369025987198e-02	1.233516e+00	5.601043e+00
1.106369607292412e-02	2.361229e+00	5.622902e+00
1.106370090124793e-02	4.039185e+00	5.655466e+00
1.106370553977008e-02	6.187175e+00	5.698815e+00
1.106371106312478e-02	8.784278e+00	5.754816e+00
1.106371646717212e-02	1.076054e+01	5.801290e+00
1.106372228824181e-02	1.206736e+01	5.834613e+00
1.106372732093360e-02	1.264469e+01	5.848577e+00
1.106373231282057e-02	1.289816e+01	5.850440e+00
1.106373815514921e-02	1.302198e+01	5.842592e+00
1.106374494834508e-02	1.307490e+01	5.825049e+00
1.106375417194769e-02	1.309448e+01	5.793764e+00
1.106376702280103e-02	1.309666e+01	5.746445e+00
1.106378455329530e-02	1.308983e+01	5.686355e+00
1.106380407447843e-02	1.308105e+01	5.632707e+00
1.106382292492683e-02	1.307452e+01	5.597202e+00
1.106384234250660e-02	1.307036e+01	5.576140e+00
1.106386350116977e-02	1.306802e+01	5.565269e+00
1.106388073939792e-02	1.306728e+01	5.562150e+00
1.106389069928108e-02	1.306723e+01	5.561975e+00
1.106389995881595e-02	1.306734e+01	5.562367e+00
1.106390975939237e-02	1.306752e+01	5.562904e+00
1.106392019327406e-02	1.306773e+01	5.563400e+00
1.106393113290863e-02	1.306795e+01	5.563695e+00
1.106394183148865e-02	1.306814e+01	5.563663e+00
1.106395421488182e-02	1.306829e+01	5.563190e+00
1.106396782051343e-02	1.306838e+01	5.562122e+00
1.106398973240545e-02	1.306835e+01	5.559478e+00
1.106402096432985e-02	1.306812e+01	5.554649e+00
1.106405167422352e-02	1.306775e+01	5.549295e+00
1.106408546599938e-02	1.306730e+01	5.543242e+00
1.106412519755610e-02	1.306678e+01	5.536290e+00
1.106417077463391e-02	1.306622e+01	5.528539e+00
1.106424524930706e-02	1.306534e+01	5.516036e+00
1.106434548399943e-02	1.306416e+01	5.499197e+00
1.106445682914431e-02	1.306284e+01	5.480462e+00
1.106467951943408e-02	1.306020e+01	5.443007e+00
1.106496001124879e-02	1.305688e+01	5.395866e+00
1.106552099487821e-02	1.305024e+01	5.301663e+00
1.106610032734029e-02	1.304340e+01	5.204498e+00
1.106697087288564e-02	1.303313e+01	5.058725e+00
1.106985389507156e-02	1.299929e+01	4.578196e+00
1.107899565203595e-02	1.289321e+01	3.072056e+00
1.107911857758717e-02	1.289180e+01	3.052009e+00
1.107915299568527e-02	1.289140e+01	3.046397e+00
1.107918847627582e-02	1.289099e+01	3.040613e+00
1.107922259284839e-02	1.289060e+01	3.035051e+00
1.107924614224377e-02	1.289033e+01	3.031212e+00
1.107927907732794e-02	1.288995e+01	3.025843e+00
1.107928731109898e-02	1.288986e+01	3.024501e+00
1.107930377864107e-02	1.288966e+01	3.021816e+00
1.107930789552659e-02	1.288325e+01	3.021037e+00
1.107931612929763e-02	1.284489e+01	3.019051e+00
1.107931694095518e-02	1.282326e+01	3.018583e+00
1.107931856427028e-02	1.268408e+01	3.016194e+00
1.107931996687464e-02	1.233084e+01	3.010602e+00
1.107932134486341e-02	1.140924e+01	2.996316e+00
1.107932274740165e-02	9.464485e+00	2.966053e+00
1.107932396944826e-02	6.812070e+00	2.923795e+00
1.107932518278885e-02	3.762894e+00	2.873155e+00
1.107932585300127e-02	2.361204e+00	2.847763e+00
1.107932657126415e-02	1.427966e+00	2.827628e+00
1.107932733696793e-02	8.947453e-01	2.812415e+00
1.107932784704684e-02	7.083955e-01	2.804744e+00
1.107932844119138e-02	5.810248e-01	2.797311e+00
1.107932905511591e-02	4.938925e-01	2.790596e+00
1.107933003147124e-02	4.077145e-01	2.781334e+00
1.107933107581193e-02	3.549522e-01	2.772880e+00
1.107933242258594e-02	3.247564e-01	2.763889e+00
1.107933396468009e-02	3.150173e-01	2.755652e+00
1.107933571535663e-02	3.139742e-01	2.748463e+00
1.107933757343711e-02	3.138421e-01	2.743319e+00
1.107934128959808e-02	3.136299e-01	2.739342e+00
1.107934872192001e-02	3.133964e-01	2.745123e+00
1.107935822291271e-02	3.132732e-01	2.768314e+00
1.107936971519404e-02	3.132706e-01	2.809115e+00
1.107938374742424e-02	3.133440e-01	2.863597e+00
1.107940116753219e-02	3.134584e-01	2.925758e+00
1.107941945909986e-02	3.135625e-01	2.977576e+00
1.107943861195757e-02	3.136405e-01	3.014873e+00
1.107945811440098e-02	3.136873e-01	3.037063e+00
1.107948040616327e-02	3.137126e-01	3.049436e+00
1.107949687834403e-02	3.137199e-01	3.053086e+00
1.107950652612727e-02	3.137187e-01	3.053651e+00
1.107951475831731e-02	3.137173e-01	3.053675e+00
1.107952391553997e-02	3.137155e-01	3.053583e+00
1.107953327806878e-02	3.137131e-01	3.053538e+00
1.107954355776508e-02	3.137111e-01	3.053673e+00
1.107955419777177e-02	3.137090e-01	3.054106e+00
1.107956614063008e-02	3.137083e-01	3.055032e+00
1.107958321923543e-02	3.137073e-01	3.057098e+00
1.107960561387484e-02	3.137095e-01	3.060843e+00
1.107964043115416e-02	3.137148e-01	3.067964e+00
1.107967344360853e-02	3.137216e-01	3.075355e+00
1.107971087537184e-02	3.137296e-01	3.083873e+00
1.107975418514593e-02	3.137387e-01	3.093513e+00
1.107980768364332e-02	3.137492e-01	3.105181e+00
1.108017782440438e-02	3.138220e-01	3.185556e+00
1.108112194317754e-02	3.140052e-01	3.390706e+00
1.108206606195069e-02	3.141910e-01	3.595851e+00
1.108301018072385e-02	3.143795e-01	3.800991e+00
1.108395429949700e-02	3.145705e-01	4.006127e+00
1.108489841827016e-02	3.147642e-01	4.211259e+00
1.108584253704331e-02	3.149606e-01	4.416386e+00
1.108678665581647e-02	3.151595e-01	4.621508e+00
1.108680923673867e-02	3.151258e-01	4.626415e+00
1.109109961195742e-02	3.159692e-01	5.558484e+00
1.109115929368992e-02	3.243306e-01	5.571592e+00
1.109121858514642e-02	3.522601e-01	5.584943e+00
1.109121919411899e-02	3.562494e-01	5.585135e+00
1.109122041206412e-02	3.742908e-01	5.585680e+00
1.109122284795439e-02	4.319542e-01	5.587173e+00
1.109122771973492e-02	6.457053e-01	5.591988e+00
1.109123258899285e-02	1.097260e+00	5.601168e+00
1.109123773913453e-02	2.044986e+00	5.619576e+00
1.109124211867594e-02	3.420479e+00	5.646153e+00
1.109124639319816e-02	5.300934e+00	5.683448e+00
1.109125114237974e-02	7.625652e+00	5.732048e+00
1.109125614873109e-02	9.762535e+00	5.780304e+00
1.109126214252940e-02	1.149995e+01	5.823061e+00
1.109126845484953e-02	1.250498e+01	5.848687e+00
1.109127278787214e-02	1.282127e+01	5.854348e+00
1.109127825076662e-02	1.298305e+01	5.850403e+00
1.109128415801584e-02	1.305567e+01	5.838018e+00
1.109129286109002e-02	1.308951e+01	5.811011e+00
1.109130335494516e-02	1.309765e+01	5.773123e+00
1.109132103774604e-02	1.309279e+01	5.709857e+00
1.109134021588674e-02	1.308408e+01	5.651938e+00
1.109135952209781e-02	1.307657e+01	5.609857e+00
1.109137824951303e-02	1.307174e+01	5.584842e+00
1.109139865711264e-02	1.306894e+01	5.571463e+00
1.109142492529070e-02	1.306750e+01	5.565116e+00
1.109143523050483e-02	1.306740e+01	5.564751e+00
1.109144436755405e-02	1.306753e+01	5.565235e+00
1.109145453310572e-02	1.306774e+01	5.565852e+00
1.109146530404334e-02	1.306797e+01	5.566379e+00
1.109147650346047e-02	1.306820e+01	5.566655e+00
1.109148727467366e-02	1.306838e+01	5.566566e+00
1.109149997691912e-02	1.306853e+01	5.565985e+00
1.109151495325538e-02	1.306860e+01	5.564672e+00
1.109153868553786e-02	1.306853e+01	5.561575e+00
1.109157574280423e-02	1.306820e+01	5.555567e+00
1.109160651948455e-02	1.306781e+01	5.550110e+00
1.109164180170082e-02	1.306733e+01	5.543805e+00
1.109168119388370e-02	1.306682e+01	5.536981e+00
1.109173378910704e-02	1.306619e+01	5.528095e+00
1.109182669391854e-02	1.306509e+01	5.512507e+00
1.109192412163104e-02	1.306394e+01	5.496127e+00
1.109206307663009e-02	1.306229e+01	5.472744e+00
1.109234098662819e-02	1.305900e+01	5.426014e+00
1.109269400169303e-02	1.305482e+01	5.366702e+00
1.109334558473573e-02	1.304712e+01	5.257335e+00
1.109396559049458e-02	1.303980e+01	5.153413e+00
1.109496963235871e-02	1.302797e+01	4.985432e+00
1.109615021346528e-02	1.301410e+01	4.788456e+00
1.109851137567841e-02	1.298648e+01	4.396342e+00
1.110276018259970e-02	1.293702e+01	3.694148e+00
1.110382238433002e-02	1.292472e+01	3.519546e+00
1.110594678779066e-02	1.290023e+01	3.171804e+00
1.110647788865582e-02	1.289412e+01	3.085049e+00
1.110650261550718e-02	1.289384e+01	3.081015e+00
1.110655206920991e-02	1.289327e+01	3.072949e+00
1.110658954277075e-02	1.289284e+01	3.066837e+00
1.110662718340752e-02	1.289241e+01	3.060699e+00
1.110666731007387e-02	1.289195e+01	3.054155e+00
1.110672014669143e-02	1.289134e+01	3.045540e+00
1.110676836585153e-02	1.289079e+01	3.037678e+00
1.110681425414669e-02	1.289026e+01	3.030198e+00
1.110682572622048e-02	1.289013e+01	3.028327e+00
1.110684867036806e-02	1.288986e+01	3.024588e+00
1.110684938737267e-02	1.288986e+01	3.024471e+00
1.110685082138189e-02	1.288984e+01	3.024237e+00
1.110685368940034e-02	1.288981e+01	3.023769e+00
1.110685942543724e-02	1.288974e+01	3.022835e+00
1.110687089751103e-02	1.288961e+01	3.020965e+00
1.110687376552947e-02	1.288957e+01	3.020497e+00
1.110687950156637e-02	1.288900e+01	3.019554e+00
1.110688398206910e-02	1.288021e+01	3.018687e+00
1.110688750123225e-02	1.280025e+01	3.016876e+00
1.110689027142371e-02	1.242625e+01	3.010676e+00
1.110689225816336e-02	1.145598e+01	2.995457e+00
1.110689367040750e-02	9.739552e+00	2.968674e+00
1.110689494186987e-02	7.106312e+00	2.926797e+00
1.110689619772611e-02	3.970258e+00	2.875010e+00
1.110689688227940e-02	2.486311e+00	2.848487e+00
1.110689755959271e-02	1.536206e+00	2.828592e+00
1.110689831152601e-02	9.534166e-01	2.812835e+00
1.110689879613920e-02	7.531036e-01	2.805201e+00
1.110689942145600e-02	6.041439e-01	2.797113e+00
1.110689998543125e-02	5.151212e-01	2.790752e+00
1.110690092029802e-02	4.227768e-01	2.781604e+00
1.110690190354154e-02	3.657638e-01	2.773363e+00
1.110690326351927e-02	3.285816e-01	2.763888e+00
1.110690465182442e-02	3.159784e-01	2.756055e+00
1.110690629936217e-02	3.140166e-01	2.748811e+00
1.110690811992750e-02	3.138778e-01	2.743153e+00
1.110691139754247e-02	3.136747e-01	2.738330e+00
1.110691795277240e-02	3.134400e-01	2.740966e+00
1.110692746500744e-02	3.132849e-01	2.761367e+00
1.110693819271616e-02	3.132615e-01	2.797668e+00
1.110695191908148e-02	3.133247e-01	2.850770e+00
1.110696986376102e-02	3.134420e-01	2.916587e+00
1.110698631263445e-02	3.135394e-01	2.965634e+00
1.110700653898537e-02	3.136284e-01	3.008298e+00
1.110702500389258e-02	3.136784e-01	3.031970e+00
1.110704764184975e-02	3.137082e-01	3.046308e+00
1.110706763322694e-02	3.137184e-01	3.051503e+00
1.110707772712078e-02	3.137174e-01	3.052217e+00
1.110708560421501e-02	3.137161e-01	3.052231e+00
1.110709486056568e-02	3.137142e-01	3.052123e+00
1.110710403782938e-02	3.137119e-01	3.052066e+00
1.110711446475144e-02	3.137098e-01	3.052185e+00
1.110712493110862e-02	3.137077e-01	3.052595e+00
1.110713698199029e-02	3.137068e-01	3.053511e+00
1.110715369961730e-02	3.137060e-01	3.055509e+00
1.110717610610127e-02	3.137080e-01	3.059228e+00
1.110721020934925e-02	3.137131e-01	3.066176e+00
1.110724351760349e-02	3.137200e-01	3.073626e+00
1.110728090723505e-02	3.137280e-01	3.082137e+00
1.110732414189843e-02	3.137371e-01	3.091768e+00
1.110737687577356e-02	3.137475e-01	3.103272e+00
1.110774061000350e-02	3.138190e-01	3.182255e+00
1.110847863595361e-02	3.139641e-01	3.342623e+00
1.110929570231441e-02	3.141248e-01	3.520164e+00
1.111092983503601e-02	3.144461e-01	3.875229e+00
1.111419969631193e-02	3.151201e-01	4.585674e+00
1.111467981398934e-02	3.151944e-01	4.689985e+00
1.111515993166675e-02	3.152739e-01	4.794295e+00
1.111564004934416e-02	3.153586e-01	4.898602e+00
1.111612016702157e-02	3.154485e-01	5.002908e+00
1.111660028469898e-02	3.155437e-01	5.107212e+00
1.111708040237639e-02	3.156440e-01	5.211515e+00
1.111756052005380e-02	3.157496e-01	5.315815e+00
1.111773283839026e-02	3.157835e-01	5.353249e+00
1.111790515672672e-02	3.158174e-01	5.390683e+00
1.111807747506318e-02	3.158512e-01	5.428117e+00
1.111824979339964e-02	3.158851e-01	5.465550e+00
1.111842211173610e-02	3.159190e-01	5.502984e+00
1.111859443007257e-02	3.159529e-01	5.540417e+00
1.111876674840902e-02	3.159867e-01	5.577851e+00
1.111878029423443e-02	3.253299e-01	5.580958e+00
1.111879108773533e-02	3.929553e-01	5.584494e+00
1.111879857947923e-02	5.932764e-01	5.589689e+00
1.111880442086965e-02	1.036241e+00	5.598939e+00
1.111880950839189e-02	1.877918e+00	5.615368e+00
1.111881388427949e-02	3.164063e+00	5.640166e+00
1.111881809870492e-02	4.949769e+00	5.675344e+00
1.111882268349694e-02	7.190480e+00	5.721681e+00
1.111882771468323e-02	9.417488e+00	5.771266e+00
1.111883380590262e-02	1.132825e+01	5.817697e+00
1.111883972291065e-02	1.238861e+01	5.844927e+00
1.111884409902312e-02	1.276089e+01	5.852711e+00
1.111884938723345e-02	1.295372e+01	5.850942e+00
1.111885523775194e-02	1.304389e+01	5.840308e+00
1.111886319026339e-02	1.308510e+01	5.817100e+00
1.111887302334850e-02	1.309707e+01	5.782193e+00
1.111888857446976e-02	1.309476e+01	5.725359e+00
1.111890677295442e-02	1.308662e+01	5.666830e+00
1.111892631911438e-02	1.307842e+01	5.619225e+00
1.111894501247526e-02	1.307289e+01	5.589826e+00
1.111896500481611e-02	1.306947e+01	5.573117e+00
1.111898803843355e-02	1.306765e+01	5.564903e+00
1.111900094988151e-02	1.306733e+01	5.563630e+00
1.111900895212470e-02	1.306737e+01	5.563797e+00
1.111901909935231e-02	1.306752e+01	5.564332e+00
1.111902874176068e-02	1.306771e+01	5.564867e+00
1.111903906276506e-02	1.306793e+01	5.565307e+00
1.111904998483832e-02	1.306814e+01	5.565506e+00
1.111906117190051e-02	1.306832e+01	5.565346e+00
1.111907394641584e-02	1.306845e+01	5.564683e+00
1.111909010153385e-02	1.306851e+01	5.563170e+00
1.111911453121604e-02	1.306842e+01	5.559860e+00
1.111915566010331e-02	1.306802e+01	5.553053e+00
1.111919056564581e-02	1.306757e+01	5.546849e+00
1.111922901148161e-02	1.306705e+01	5.540040e+00
1.111926928093358e-02	1.306655e+01	5.533136e+00
1.111933005271777e-02	1.306582e+01	5.522917e+00
1.111941826555293e-02	1.306478e+01	5.508114e+00
1.111951711039739e-02	1.306361e+01	5.491488e+00
1.111968360912028e-02	1.306164e+01	5.463475e+00
1.111999427089110e-02	1.305796e+01	5.411246e+00
1.112033703901143e-02	1.305390e+01	5.353643e+00
1.112038315090595e-02	1.305336e+01	5.345899e+00
1.112047537469499e-02	1.305227e+01	5.330414e+00
1.112061766786834e-02	1.305059e+01	5.306524e+00
1.112069858735245e-02	1.304963e+01	5.292942e+00
1.112076677773295e-02	1.304882e+01	5.281497e+00
1.112081734712606e-02	1.304823e+01	5.273008e+00
1.112086710188533e-02	1.304764e+01	5.264655e+00
1.112092006286603e-02	1.304701e+01	5.255761e+00
1.112097290163171e-02	1.304638e+01	5.246886e+00
1.112100681387182e-02	1.304598e+01	5.241190e+00
1.112103303125864e-02	1.304567e+01	5.236787e+00
1.112106538690881e-02	1.304529e+01	5.231355e+00
1.112109631964309e-02	1.304492e+01	5.226165e+00
1.112113272968029e-02	1.304449e+01	5.220057e+00
1.112117932428550e-02	1.304394e+01	5.212241e+00
1.112127251349592e-02	1.304284e+01	5.196612e+00
1.112138721104869e-02	1.304148e+01	5.177379e+00
1.112144020588244e-02	1.303939e+01	5.152575e+00
1.112146870378570e-02	1.303255e+01	5.075667e+00
1.112148475353982e-02	1.301997e+01	4.957594e+00
1.112150026943159e-02	1.299883e+01	4.794897e+00
1.112151993946920e-02	1.296688e+01	4.578307e+00
1.112153815300166e-02	1.293591e+01	4.373918e+00
1.112158813912079e-02	1.284877e+01	3.802982e+00
1.112161495897358e-02	1.280135e+01	3.492734e+00
1.112164937298955e-02	1.274011e+01	3.092105e+00
1.112168391208953e-02	1.267834e+01	2.688035e+00
1.112171854047596e-02	1.261620e+01	2.281341e+00
1.112174267649417e-02	1.257277e+01	1.996985e+00
1.112177383600435e-02	1.251659e+01	1.629057e+00
1.112178162588189e-02	1.250253e+01	1.536921e+00
1.112179720563698e-02	1.247441e+01	1.352432e+00
1.112180110057576e-02	1.246552e+01	1.306280e+00
1.112180889045330e-02	1.231117e+01	1.213907e+00
1.112181367361850e-02	1.144489e+01	1.157104e+00
1.112181638801217e-02	9.149585e+00	1.124705e+00
1.112181872011221e-02	5.014682e+00	1.096673e+00
1.112181993994015e-02	2.464066e+00	1.081962e+00
1.112182058059441e-02	1.508959e+00	1.074257e+00
1.112182135401816e-02	9.132856e-01	1.064995e+00
1.112182171964694e-02	7.580166e-01	1.060626e+00
1.112182222231416e-02	6.325463e-01	1.054626e+00
1.112182279051309e-02	5.342469e-01	1.047849e+00
