time	V(v_osc2)	V(n007)
2.536866373041750e-02	3.136702e-01	3.029886e+00
2.536868528104430e-02	3.137048e-01	3.046341e+00
2.536871039576405e-02	3.137204e-01	3.054406e+00
2.536872128968922e-02	3.137206e-01	3.055448e+00
2.536872867488650e-02	3.137193e-01	3.055455e+00
2.536873820140359e-02	3.137173e-01	3.055319e+00
2.536874702332987e-02	3.137150e-01	3.055239e+00
2.536875772458445e-02	3.137127e-01	3.055326e+00
2.536876784866251e-02	3.137107e-01	3.055688e+00
2.536878009852208e-02	3.137096e-01	3.056576e+00
2.536879605461572e-02	3.137088e-01	3.058428e+00
2.536881839759854e-02	3.137105e-01	3.062071e+00
2.536885091211964e-02	3.137154e-01	3.068627e+00
2.536888507840518e-02	3.137223e-01	3.076248e+00
2.536892244357803e-02	3.137304e-01	3.084759e+00
2.536896559580697e-02	3.137395e-01	3.094387e+00
2.536901668163804e-02	3.137496e-01	3.105540e+00
2.536910964684980e-02	3.137679e-01	3.125695e+00
2.537884187285407e-02	3.156812e-01	5.240211e+00
2.537906888849871e-02	3.157258e-01	5.289528e+00
2.537929590414335e-02	3.157704e-01	5.338845e+00
2.537952291978798e-02	3.158151e-01	5.388161e+00
2.537974993543262e-02	3.158597e-01	5.437477e+00
2.537997695107726e-02	3.159043e-01	5.486793e+00
2.538020396672190e-02	3.159490e-01	5.536109e+00
2.538043098236653e-02	3.159936e-01	5.585424e+00
2.538043409407894e-02	3.203670e-01	5.586173e+00
2.538044031750374e-02	3.592417e-01	5.588183e+00
2.538044557825208e-02	4.617440e-01	5.591130e+00
2.538045132431437e-02	7.426561e-01	5.597423e+00
2.538045643332978e-02	1.293755e+00	5.608512e+00
2.538046087264148e-02	2.225104e+00	5.626525e+00
2.538046516909334e-02	3.688554e+00	5.654848e+00
2.538046933838878e-02	5.580941e+00	5.692637e+00
2.538047429325175e-02	7.992966e+00	5.743605e+00
2.538047943876541e-02	1.009964e+01	5.791808e+00
2.538048532498467e-02	1.166393e+01	5.830664e+00
2.538049217856202e-02	1.260596e+01	5.853994e+00
2.538049714453080e-02	1.289714e+01	5.857272e+00
2.538050325639032e-02	1.302591e+01	5.849309e+00
2.538050925218002e-02	1.307347e+01	5.834005e+00
2.538051927741536e-02	1.309476e+01	5.800040e+00
2.538053136006639e-02	1.309753e+01	5.755493e+00
2.538054816409968e-02	1.309094e+01	5.697271e+00
2.538056788180703e-02	1.308201e+01	5.641957e+00
2.538058661819287e-02	1.307536e+01	5.605519e+00
2.538060617780830e-02	1.307099e+01	5.583348e+00
2.538062692635079e-02	1.306858e+01	5.572055e+00
2.538064538362083e-02	1.306774e+01	5.568458e+00
2.538065559505811e-02	1.306767e+01	5.568215e+00
2.538066471054386e-02	1.306777e+01	5.568598e+00
2.538067457233806e-02	1.306795e+01	5.569143e+00
2.538068490376574e-02	1.306816e+01	5.569641e+00
2.538069595149915e-02	1.306839e+01	5.569951e+00
2.538070652524956e-02	1.306857e+01	5.569931e+00
2.538071896519870e-02	1.306873e+01	5.569471e+00
2.538073228213995e-02	1.306882e+01	5.568444e+00
2.538075411293000e-02	1.306880e+01	5.565837e+00
2.538078463797428e-02	1.306857e+01	5.561147e+00
2.538081580421855e-02	1.306821e+01	5.555723e+00
2.538084965711703e-02	1.306775e+01	5.549659e+00
2.538088941163662e-02	1.306723e+01	5.542696e+00
2.538093443553403e-02	1.306668e+01	5.535035e+00
2.538100765891638e-02	1.306581e+01	5.522740e+00
2.538110555465331e-02	1.306466e+01	5.506295e+00
2.538121619120859e-02	1.306335e+01	5.487678e+00
2.538143746431915e-02	1.306072e+01	5.450458e+00
2.538171546276395e-02	1.305743e+01	5.403731e+00
2.538227145965356e-02	1.305086e+01	5.310356e+00
2.538284845853297e-02	1.304404e+01	5.213571e+00
2.538371197182021e-02	1.303385e+01	5.068958e+00
2.538470796673701e-02	1.302213e+01	4.902538e+00
2.538655947376516e-02	1.300042e+01	4.594260e+00
2.538947932852804e-02	1.296639e+01	4.111089e+00
2.539586651082185e-02	1.289242e+01	3.060869e+00
2.539593251833077e-02	1.289166e+01	3.050104e+00
2.539595892133435e-02	1.289136e+01	3.045799e+00
2.539599068445858e-02	1.289099e+01	3.040620e+00
2.539602102128277e-02	1.289064e+01	3.035675e+00
2.539604421184390e-02	1.289038e+01	3.031894e+00
2.539607547899352e-02	1.289002e+01	3.026797e+00
2.539607645609194e-02	1.289001e+01	3.026638e+00
2.539607841028879e-02	1.288999e+01	3.026320e+00
2.539608231868249e-02	1.288994e+01	3.025682e+00
2.539609013546990e-02	1.288985e+01	3.024408e+00
2.539610576904471e-02	1.288964e+01	3.021860e+00
2.539610967743841e-02	1.288822e+01	3.021199e+00
2.539611749422582e-02	1.287246e+01	3.019667e+00
2.539611944842267e-02	1.280873e+01	3.018353e+00
2.539612253228916e-02	1.236470e+01	3.010997e+00
2.539612437723146e-02	1.143716e+01	2.996446e+00
2.539612577399758e-02	9.706491e+00	2.969449e+00
2.539612703352132e-02	7.082846e+00	2.927736e+00
2.539612826891609e-02	3.990143e+00	2.876683e+00
2.539612895062847e-02	2.507504e+00	2.850211e+00
2.539612962996523e-02	1.548060e+00	2.830175e+00
2.539613038392311e-02	9.577342e-01	2.814298e+00
2.539613086559184e-02	7.552139e-01	2.806656e+00
2.539613142539798e-02	6.183845e-01	2.799354e+00
2.539613201082773e-02	5.232517e-01	2.792691e+00
2.539613294640731e-02	4.272734e-01	2.783440e+00
2.539613392350955e-02	3.682048e-01	2.775158e+00
2.539613521280785e-02	3.307194e-01	2.766058e+00
2.539613663668251e-02	3.165402e-01	2.757914e+00
2.539613831105277e-02	3.140243e-01	2.750439e+00
2.539614012645349e-02	3.138828e-01	2.744658e+00
2.539614314504223e-02	3.136910e-01	2.739818e+00
2.539614918221971e-02	3.134647e-01	2.741360e+00
2.539615883547694e-02	3.132929e-01	2.760789e+00
2.539616917667584e-02	3.132604e-01	2.794918e+00
2.539618292777402e-02	3.133197e-01	2.848068e+00
2.539619995694524e-02	3.134305e-01	2.911350e+00
2.539621622665083e-02	3.135290e-01	2.961284e+00
2.539623634824372e-02	3.136215e-01	3.005772e+00
2.539625485009229e-02	3.136750e-01	3.031127e+00
2.539627704838847e-02	3.137068e-01	3.046350e+00
2.539629996998662e-02	3.137195e-01	3.052824e+00
2.539631025845753e-02	3.137186e-01	3.053634e+00
2.539631794798447e-02	3.137173e-01	3.053629e+00
2.539632725554207e-02	3.137155e-01	3.053505e+00
2.539633635795118e-02	3.137131e-01	3.053441e+00
2.539634688016851e-02	3.137109e-01	3.053558e+00
2.539635729118542e-02	3.137089e-01	3.053968e+00
2.539636943973389e-02	3.137080e-01	3.054898e+00
2.539638619604283e-02	3.137072e-01	3.056916e+00
2.539640885459588e-02	3.137093e-01	3.060701e+00
2.539644335420873e-02	3.137146e-01	3.067756e+00
2.539647626942210e-02	3.137213e-01	3.075130e+00
2.539651359936960e-02	3.137294e-01	3.083630e+00
2.539655671149701e-02	3.137385e-01	3.093230e+00
2.539660996247188e-02	3.137489e-01	3.104845e+00
2.539697670514857e-02	3.138210e-01	3.184482e+00
2.540353483348711e-02	3.151390e-01	4.609418e+00
2.540797894226564e-02	3.159840e-01	5.574886e+00
2.540799681913768e-02	3.196206e-01	5.578835e+00
2.540801018781588e-02	3.659235e-01	5.582549e+00
2.540801827623591e-02	5.164698e-01	5.586972e+00
2.540802431729790e-02	8.649303e-01	5.594546e+00
2.540802954275009e-02	1.552987e+00	5.608157e+00
2.540803385744806e-02	2.630177e+00	5.628925e+00
2.540803833767478e-02	4.354216e+00	5.662540e+00
2.540804267460138e-02	6.402215e+00	5.704327e+00
2.540804884537567e-02	9.209855e+00	5.765794e+00
2.540805469271464e-02	1.116548e+01	5.812526e+00
2.540806059408990e-02	1.230365e+01	5.841790e+00
2.540806511081352e-02	1.272670e+01	5.851231e+00
2.540807030206938e-02	1.293731e+01	5.850659e+00
2.540807609639575e-02	1.303691e+01	5.841031e+00
2.540808369318136e-02	1.308218e+01	5.819682e+00
2.540809324961919e-02	1.309648e+01	5.786201e+00
2.540810785140333e-02	1.309557e+01	5.732503e+00
2.540812552630383e-02	1.308785e+01	5.674144e+00
2.540814524169776e-02	1.307933e+01	5.623738e+00
2.540816385990419e-02	1.307348e+01	5.592267e+00
2.540818374798627e-02	1.306975e+01	5.573825e+00
2.540820579168605e-02	1.306774e+01	5.564664e+00
2.540822011586741e-02	1.306729e+01	5.562807e+00
2.540822897386142e-02	1.306729e+01	5.562856e+00
2.540823840717239e-02	1.306742e+01	5.563308e+00
2.540824828615980e-02	1.306761e+01	5.563853e+00
2.540825908647364e-02	1.306784e+01	5.564339e+00
2.540826984930696e-02	1.306805e+01	5.564576e+00
2.540828093911639e-02	1.306823e+01	5.564473e+00
2.540829335356619e-02	1.306837e+01	5.563904e+00
2.540830850083222e-02	1.306845e+01	5.562587e+00
2.540833154647972e-02	1.306839e+01	5.559613e+00
2.540836776410403e-02	1.306807e+01	5.553791e+00
2.540839686909317e-02	1.306771e+01	5.548650e+00
2.540843103090587e-02	1.306724e+01	5.542540e+00
2.540847067469261e-02	1.306673e+01	5.535651e+00
2.540852135501455e-02	1.306612e+01	5.527072e+00
2.540861212697283e-02	1.306505e+01	5.511839e+00
2.540871657778259e-02	1.306381e+01	5.494280e+00
2.540884598556727e-02	1.306228e+01	5.472505e+00
2.540910480113664e-02	1.305921e+01	5.428984e+00
2.540942915858776e-02	1.305537e+01	5.374484e+00
2.541007787349001e-02	1.304770e+01	5.265587e+00
2.541067699348418e-02	1.304063e+01	5.165153e+00
2.541166372694357e-02	1.302900e+01	5.000035e+00
2.541317622153657e-02	1.301123e+01	4.747751e+00
2.541468871612958e-02	1.299351e+01	4.496211e+00
2.541620121072259e-02	1.297585e+01	4.245415e+00
2.541771370531560e-02	1.295824e+01	3.995363e+00
2.541922619990861e-02	1.294068e+01	3.746056e+00
2.542073869450162e-02	1.292317e+01	3.497494e+00
2.542225118909463e-02	1.290572e+01	3.249676e+00
2.542321798276969e-02	1.289460e+01	3.091765e+00
2.542326253530848e-02	1.289408e+01	3.084493e+00
2.542335164038607e-02	1.289306e+01	3.069960e+00
2.542341879293558e-02	1.289229e+01	3.059008e+00
2.542351190860365e-02	1.289122e+01	3.043824e+00
2.542351546550845e-02	1.289118e+01	3.043245e+00
2.542352257931804e-02	1.289110e+01	3.042085e+00
2.542353680693722e-02	1.289093e+01	3.039765e+00
2.542356526217558e-02	1.289061e+01	3.035126e+00
2.542359344797541e-02	1.289028e+01	3.030531e+00
2.542360049442538e-02	1.289020e+01	3.029383e+00
2.542361458732530e-02	1.289004e+01	3.027086e+00
2.542361811055028e-02	1.288990e+01	3.026510e+00
2.542362515700024e-02	1.288178e+01	3.025231e+00
2.542363015989219e-02	1.270648e+01	3.021641e+00
2.542363415248571e-02	1.173000e+01	3.005725e+00
2.542363652193584e-02	9.545658e+00	2.971111e+00
2.542363823050431e-02	6.355988e+00	2.919451e+00
2.542363980587702e-02	2.804690e+00	2.858928e+00
2.542364049151470e-02	1.673761e+00	2.836931e+00
2.542364135443802e-02	9.432212e-01	2.818098e+00
2.542364178819689e-02	7.533572e-01	2.811141e+00
2.542364229556746e-02	6.290452e-01	2.804536e+00
2.542364284221079e-02	5.366148e-01	2.798264e+00
2.542364375221951e-02	4.378609e-01	2.789164e+00
2.542364473326631e-02	3.737892e-01	2.780720e+00
2.542364594029909e-02	3.345872e-01	2.772049e+00
2.542364739775479e-02	3.175883e-01	2.763570e+00
2.542364912127058e-02	3.140366e-01	2.755739e+00
2.542365092535817e-02	3.138901e-01	2.749834e+00
2.542365363966984e-02	3.137152e-01	2.745058e+00
2.542365906829318e-02	3.134990e-01	2.745487e+00
2.542366891884659e-02	3.133059e-01	2.763714e+00
2.542367879463443e-02	3.132629e-01	2.795256e+00
2.542369261618510e-02	3.133176e-01	2.848529e+00
2.542370860346295e-02	3.134204e-01	2.908662e+00
2.542372491402366e-02	3.135215e-01	2.960217e+00
2.542374475387265e-02	3.136166e-01	3.006231e+00
2.542376340510831e-02	3.136743e-01	3.033572e+00
2.542378505152180e-02	3.137082e-01	3.049741e+00
2.542381045751960e-02	3.137234e-01	3.057637e+00
2.542382108759656e-02	3.137234e-01	3.058595e+00
2.542382856140194e-02	3.137221e-01	3.058583e+00
2.542383799406583e-02	3.137200e-01	3.058443e+00
2.542384693520199e-02	3.137177e-01	3.058365e+00
2.542385758313171e-02	3.137154e-01	3.058467e+00
2.542386784148863e-02	3.137135e-01	3.058856e+00
2.542388008634670e-02	3.137123e-01	3.059776e+00
2.542389652328936e-02	3.137117e-01	3.061733e+00
2.542391919220485e-02	3.137136e-01	3.065495e+00
2.542395306784652e-02	3.137188e-01	3.072398e+00
2.542398622370272e-02	3.137256e-01	3.079820e+00
2.542402350177459e-02	3.137336e-01	3.088312e+00
2.542406653150695e-02	3.137427e-01	3.097900e+00
2.542411909723642e-02	3.137530e-01	3.109369e+00
2.542448015140445e-02	3.138240e-01	3.187769e+00
2.542604654679051e-02	3.141334e-01	3.528135e+00
2.542761294217656e-02	3.144424e-01	3.868487e+00
2.542917933756262e-02	3.147508e-01	4.208824e+00
2.543074573294867e-02	3.150588e-01	4.549148e+00
2.543231212833473e-02	3.153662e-01	4.889457e+00
2.543387852372078e-02	3.156732e-01	5.229752e+00
2.543544491910684e-02	3.159797e-01	5.570032e+00
2.543548880771976e-02	3.159883e-01	5.579566e+00
2.543549653778649e-02	3.269601e-01	5.581439e+00
2.543550686001110e-02	4.096026e-01	5.585135e+00
2.543551337581334e-02	6.062399e-01	5.590054e+00
2.543551905356091e-02	1.064674e+00	5.599552e+00
2.543552407537404e-02	1.924203e+00	5.616303e+00
2.543552844099077e-02	3.235133e+00	5.641591e+00
2.543553265288631e-02	5.039843e+00	5.677206e+00
2.543553727921011e-02	7.305706e+00	5.724179e+00
2.543554221800739e-02	9.476524e+00	5.772662e+00
2.543554832682750e-02	1.136395e+01	5.818661e+00
2.543555429137948e-02	1.241119e+01	5.845532e+00
2.543555863979597e-02	1.277129e+01	5.852898e+00
2.543556395603093e-02	1.295871e+01	5.850767e+00
2.543556981627873e-02	1.304591e+01	5.839839e+00
2.543557788796192e-02	1.308589e+01	5.816025e+00
2.543558781420570e-02	1.309720e+01	5.780662e+00
2.543560368673490e-02	1.309447e+01	5.722800e+00
2.543562206356398e-02	1.308620e+01	5.664229e+00
2.543564155360564e-02	1.307811e+01	5.617535e+00
2.543566026799476e-02	1.307268e+01	5.588814e+00
2.543568029942074e-02	1.306937e+01	5.572658e+00
2.543570371391679e-02	1.306760e+01	5.564751e+00
2.543571623228597e-02	1.306733e+01	5.563649e+00
2.543572430438340e-02	1.306738e+01	5.563863e+00
2.543573456155738e-02	1.306754e+01	5.564424e+00
2.543574425378634e-02	1.306774e+01	5.564960e+00
2.543575451039649e-02	1.306796e+01	5.565380e+00
2.543576544696292e-02	1.306817e+01	5.565549e+00
2.543577675764670e-02	1.306834e+01	5.565350e+00
2.543578968470812e-02	1.306847e+01	5.564627e+00
2.543580659906292e-02	1.306852e+01	5.562970e+00
2.543583191584461e-02	1.306840e+01	5.559437e+00
2.543587742124989e-02	1.306793e+01	5.551788e+00
2.543591619293365e-02	1.306742e+01	5.544891e+00
2.543595739750256e-02	1.306687e+01	5.537654e+00
2.543599861289059e-02	1.306637e+01	5.530643e+00
2.543607025199794e-02	1.306552e+01	5.518626e+00
2.543616724285561e-02	1.306438e+01	5.502338e+00
2.543627155093879e-02	1.306314e+01	5.484787e+00
2.543648016710516e-02	1.306067e+01	5.449695e+00
2.543674141120919e-02	1.305758e+01	5.405784e+00
2.543726389941726e-02	1.305140e+01	5.318031e+00
2.543784047106061e-02	1.304458e+01	5.221309e+00
2.543866670086340e-02	1.303484e+01	5.082918e+00
2.544134755324511e-02	1.300335e+01	4.635807e+00
2.544408053911295e-02	1.297147e+01	4.183173e+00
2.544954651084862e-02	1.290805e+01	3.282795e+00
2.544979840328297e-02	1.290514e+01	3.241502e+00
2.545030218815166e-02	1.289935e+01	3.159204e+00
2.545060030296058e-02	1.289592e+01	3.110529e+00
2.545065292255010e-02	1.289531e+01	3.101943e+00
2.545097707786179e-02	1.289159e+01	3.049070e+00
2.545098832822792e-02	1.289146e+01	3.047235e+00
2.545101082896019e-02	1.289120e+01	3.043567e+00
2.545103702879182e-02	1.289090e+01	3.039295e+00
2.545106203988809e-02	1.289061e+01	3.035218e+00
2.545109669985615e-02	1.289021e+01	3.029568e+00
2.545112931021510e-02	1.288984e+01	3.024252e+00
2.545113032928881e-02	1.288983e+01	3.024086e+00
2.545113236743625e-02	1.288980e+01	3.023754e+00
2.545113644373112e-02	1.288976e+01	3.023089e+00
2.545114459632085e-02	1.288863e+01	3.021744e+00
2.545115038412740e-02	1.284767e+01	3.020146e+00
2.545115499681691e-02	1.252247e+01	3.014316e+00
2.545115766547238e-02	1.149581e+01	2.997986e+00
2.545115953843193e-02	9.345368e+00	2.964161e+00
2.545116100901709e-02	6.339857e+00	2.915781e+00
2.545116236546653e-02	3.121728e+00	2.861409e+00
2.545116302788002e-02	1.934335e+00	2.838868e+00
2.545116391244981e-02	1.057520e+00	2.817778e+00
2.545116440979977e-02	7.990301e-01	2.809183e+00
2.545116489687314e-02	6.632172e-01	2.802541e+00
2.545116544618843e-02	5.606119e-01	2.796018e+00
2.545116634785340e-02	4.520409e-01	2.786695e+00
2.545116728975874e-02	3.837495e-01	2.778322e+00
2.545116849138709e-02	3.388309e-01	2.769350e+00
2.545116981198048e-02	3.193904e-01	2.761346e+00
2.545117172822507e-02	3.140821e-01	2.752278e+00
2.545117349473301e-02	3.138962e-01	2.746147e+00
2.545117589570177e-02	3.137447e-01	2.741359e+00
2.545118069763929e-02	3.135305e-01	2.740453e+00
2.545119030151434e-02	3.133177e-01	2.755862e+00
2.545119984906714e-02	3.132579e-01	2.784812e+00
2.545121338450989e-02	3.133026e-01	2.836478e+00
2.545122847380018e-02	3.133969e-01	2.894062e+00
2.545124482958063e-02	3.135012e-01	2.947745e+00
2.545126444451388e-02	3.136004e-01	2.996071e+00
2.545128314084688e-02	3.136632e-01	3.025906e+00
2.545130422895394e-02	3.137007e-01	3.043794e+00
2.545132816034749e-02	3.137178e-01	3.052755e+00
2.545134023194870e-02	3.137207e-01	3.054263e+00
2.545134752090093e-02	3.137194e-01	3.054376e+00
2.545135598233989e-02	3.137172e-01	3.054294e+00
2.545136511495429e-02	3.137152e-01	3.054192e+00
2.545137511285373e-02	3.137127e-01	3.054201e+00
2.545138539856048e-02	3.137107e-01	3.054452e+00
2.545139674049374e-02	3.137088e-01	3.055100e+00
2.545141087574218e-02	3.137083e-01	3.056487e+00
2.545143044128369e-02	3.137085e-01	3.059308e+00
2.545145761065372e-02	3.137121e-01	3.064442e+00
2.545150628771040e-02	3.137213e-01	3.075068e+00
2.545154863824801e-02	3.137303e-01	3.084664e+00
2.545159345195664e-02	3.137397e-01	3.094667e+00
2.545164068987488e-02	3.137493e-01	3.104969e+00
2.545183643054297e-02	3.137875e-01	3.147425e+00
2.545265979405220e-02	3.139494e-01	3.326346e+00
2.545342386136074e-02	3.140996e-01	3.492372e+00
2.545495199597782e-02	3.144000e-01	3.824407e+00
2.545802020376367e-02	3.149775e-01	4.491044e+00
2.545846619394489e-02	3.150813e-01	4.587942e+00
2.545891218412610e-02	3.151810e-01	4.684839e+00
2.545935817430731e-02	3.152766e-01	4.781733e+00
2.545980416448852e-02	3.153679e-01	4.878627e+00
2.546025015466974e-02	3.154551e-01	4.975518e+00
2.546069614485095e-02	3.155382e-01	5.072408e+00
2.546114213503216e-02	3.156170e-01	5.169296e+00
2.546142866027286e-02	3.156734e-01	5.231541e+00
2.546181069392713e-02	3.157485e-01	5.314534e+00
2.546264639254585e-02	3.159127e-01	5.496079e+00
2.546301703699926e-02	3.159856e-01	5.576595e+00
2.546303715418641e-02	3.454114e-01	5.581479e+00
2.546304695401538e-02	4.663819e-01	5.585756e+00
2.546305404676557e-02	7.874758e-01	5.593062e+00
2.546305949153739e-02	1.403510e+00	5.605389e+00
2.546306389510284e-02	2.393253e+00	5.624486e+00
2.546306822342002e-02	3.948602e+00	5.654651e+00
2.546307245158294e-02	5.909940e+00	5.694130e+00
2.546307785516928e-02	8.491057e+00	5.749412e+00
2.546308320967241e-02	1.053822e+01	5.797078e+00
2.546308904220480e-02	1.193310e+01	5.832334e+00
2.546309477330072e-02	1.263266e+01	5.849423e+00
2.546309981984610e-02	1.290066e+01	5.851723e+00
2.546310571564310e-02	1.302423e+01	5.843783e+00
2.546311223891374e-02	1.307464e+01	5.826917e+00
2.546312171867623e-02	1.309453e+01	5.794716e+00
2.546313440572922e-02	1.309684e+01	5.747953e+00
2.546315168839679e-02	1.309008e+01	5.688538e+00
2.546317129627104e-02	1.308124e+01	5.634371e+00
2.546319008867976e-02	1.307469e+01	5.598694e+00
2.546320957778849e-02	1.307047e+01	5.577331e+00
2.546323061054559e-02	1.306812e+01	5.566370e+00
2.546324811576519e-02	1.306736e+01	5.563146e+00
2.546325814081778e-02	1.306730e+01	5.562954e+00
2.546326736613071e-02	1.306740e+01	5.563344e+00
2.546327718333035e-02	1.306758e+01	5.563884e+00
2.546328759145220e-02	1.306780e+01	5.564381e+00
2.546329856180583e-02	1.306802e+01	5.564680e+00
2.546330922445445e-02	1.306820e+01	5.564651e+00
2.546332162234027e-02	1.306836e+01	5.564183e+00
2.546333513522217e-02	1.306845e+01	5.563129e+00
2.546335701554834e-02	1.306842e+01	5.560498e+00
2.546338801842559e-02	1.306819e+01	5.555715e+00
2.546341887387397e-02	1.306783e+01	5.550338e+00
2.546345268353850e-02	1.306737e+01	5.544282e+00
2.546349242290845e-02	1.306685e+01	5.537326e+00
2.546353781448222e-02	1.306630e+01	5.529606e+00
2.546361185592056e-02	1.306542e+01	5.517175e+00
2.546371116946988e-02	1.306425e+01	5.500491e+00
2.546382232200070e-02	1.306293e+01	5.481789e+00
2.546404462706236e-02	1.306030e+01	5.444398e+00
2.546432421594540e-02	1.305699e+01	5.397393e+00
2.546436074876036e-02	1.305655e+01	5.391253e+00
2.546443381439027e-02	1.305569e+01	5.378976e+00
2.546452938496349e-02	1.305456e+01	5.362921e+00
2.546459196436504e-02	1.305382e+01	5.352408e+00
2.546464608185886e-02	1.305318e+01	5.343318e+00
2.546469218372190e-02	1.305263e+01	5.335572e+00
2.546474553483743e-02	1.305200e+01	5.326606e+00
2.546479691872756e-02	1.305139e+01	5.317969e+00
2.546484634484703e-02	1.305080e+01	5.309660e+00
2.546487696755702e-02	1.305044e+01	5.304513e+00
2.546491081126844e-02	1.305004e+01	5.298826e+00
2.546494512966175e-02	1.304963e+01	5.293062e+00
2.546498554728424e-02	1.304916e+01	5.286275e+00
2.546502607159909e-02	1.304868e+01	5.279472e+00
2.546510712022878e-02	1.304772e+01	5.265868e+00
2.546513201598414e-02	1.304742e+01	5.261715e+00
2.546515691173951e-02	1.304713e+01	5.257553e+00
2.546518180749488e-02	1.304684e+01	5.253382e+00
2.546520670325024e-02	1.304654e+01	5.249202e+00
2.546523159900561e-02	1.304625e+01	5.245013e+00
2.546525649476097e-02	1.304595e+01	5.240815e+00
2.546528139051634e-02	1.304566e+01	5.236608e+00
2.546529437507974e-02	1.304544e+01	5.233160e+00
2.546530360190233e-02	1.304497e+01	5.223796e+00
2.546530874234971e-02	1.304411e+01	5.207153e+00
2.546531239960358e-02	1.304274e+01	5.184908e+00
2.546531594711162e-02	1.304053e+01	5.156337e+00
2.546532044775220e-02	1.303645e+01	5.114697e+00
2.546532944903335e-02	1.302558e+01	5.023802e+00
2.546534495447210e-02	1.300305e+01	4.858817e+00
2.546536016914789e-02	1.297852e+01	4.691740e+00
2.546538121731854e-02	1.294286e+01	4.456046e+00
2.546540273482465e-02	1.290567e+01	4.212008e+00
2.546545626332427e-02	1.281158e+01	3.596141e+00
2.546549137316360e-02	1.274915e+01	3.187737e+00
2.546552584634666e-02	1.268754e+01	2.784710e+00
2.546556053681967e-02	1.262532e+01	2.377539e+00
2.546558284344356e-02	1.258521e+01	2.114894e+00
2.546561474221794e-02	1.252773e+01	1.738461e+00
2.546562271691153e-02	1.251335e+01	1.644194e+00
2.546563866629872e-02	1.248456e+01	1.455432e+00
2.546564265364552e-02	1.247383e+01	1.408209e+00
2.546565062833911e-02	1.242453e+01	1.313707e+00
2.546565235250473e-02	1.231847e+01	1.293262e+00
2.546565522002176e-02	1.164316e+01	1.259207e+00
2.546565694191920e-02	1.028379e+01	1.238675e+00
2.546565870301582e-02	7.341377e+00	1.217537e+00
2.546566048654148e-02	3.397324e+00	1.196031e+00
2.546566126975012e-02	1.909092e+00	1.186595e+00
2.546566190457879e-02	1.190047e+00	1.178979e+00
2.546566245454807e-02	8.650015e-01	1.172403e+00
2.546566296658824e-02	6.937637e-01	1.166291e+00
2.546566352723184e-02	5.750701e-01	1.159604e+00
2.546566422478982e-02	4.789808e-01	1.151290e+00
2.546566515423298e-02	3.994047e-01	1.140219e+00
2.546566624246160e-02	3.468892e-01	1.127262e+00
2.546566754271600e-02	3.188504e-01	1.111788e+00
2.546566915931212e-02	3.094085e-01	1.092557e+00
2.546567116565274e-02	3.082920e-01	1.068696e+00
2.546567298913896e-02	3.081469e-01	1.047017e+00
2.546567663611142e-02	3.078884e-01	1.003667e+00
2.546568393005633e-02	3.075291e-01	9.169726e-01
2.546569602696807e-02	3.070920e-01	7.731562e-01
2.546570905206435e-02	3.067299e-01	6.182057e-01
2.546572581072998e-02	3.063174e-01	4.186473e-01
2.546574437916846e-02	3.058746e-01	1.972792e-01
2.546576590297096e-02	3.053625e-01	-5.974199e-02
2.546580789408767e-02	3.043645e-01	-5.624992e-01
2.546589187632109e-02	3.023609e-01	-1.572674e+00
2.546604820947026e-02	2.986135e-01	-3.469337e+00
2.546636087576860e-02	2.911537e-01	-7.297258e+00
2.546643904234319e-02	2.892324e-01	-8.263010e+00
2.546651738065157e-02	2.872812e-01	-9.237448e+00
2.546656430665360e-02	2.861390e-01	-9.822900e+00
2.546660552728499e-02	2.851347e-01	-1.033904e+01
2.546664889339469e-02	2.840771e-01	-1.088399e+01
2.546674251962037e-02	2.817892e-01	-1.206879e+01
2.546683143854502e-02	2.796117e-01	-1.320175e+01
2.546684279633650e-02	2.793671e-01	-1.332553e+01
2.546686551191948e-02	2.790677e-01	-1.346630e+01
2.546690348224292e-02	2.788979e-01	-1.354513e+01
2.546695014663482e-02	2.788798e-01	-1.357047e+01
2.546699872800581e-02	2.789025e-01	-1.358312e+01
2.546706544851400e-02	2.789462e-01	-1.359307e+01
2.546719888953039e-02	2.790499e-01	-1.360514e+01
2.546720305956215e-02	2.790536e-01	-1.360531e+01
2.546721139962568e-02	2.790617e-01	-1.360531e+01
2.546722807975273e-02	2.790776e-01	-1.360533e+01
2.546726144000682e-02	2.791094e-01	-1.360535e+01
2.546732816051502e-02	2.791722e-01	-1.360539e+01
2.546746160153141e-02	2.792959e-01	-1.360545e+01
2.546772848356418e-02	2.795396e-01	-1.360554e+01
2.546775350375476e-02	2.795619e-01	-1.360555e+01
2.546802629877663e-02	2.797973e-01	-1.360560e+01
2.546829909379850e-02	2.800253e-01	-1.360563e+01
2.546857188882037e-02	2.802459e-01	-1.360566e+01
2.546884468384224e-02	2.804590e-01	-1.360567e+01
2.546911747886412e-02	2.806647e-01	-1.360568e+01
2.546939027388599e-02	2.808629e-01	-1.360567e+01
2.546966306890786e-02	2.810537e-01	-1.360565e+01
2.547047889906997e-02	2.815931e-01	-1.360559e+01
2.547151243339655e-02	2.822039e-01	-1.360549e+01
2.547249331935346e-02	2.827262e-01	-1.360539e+01
2.547346429340006e-02	2.831984e-01	-1.360531e+01
2.547452739500470e-02	2.836834e-01	-1.360525e+01
