;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
578,-0.02622,-13.079
579,-0.02621,-13.079
580,-0.0262,-13.079
581,-0.02619,-13.079
582,-0.02618,-13.079
583,-0.02617,-13.079
584,-0.02616,-13.079
585,-0.02615,-13.079
586,-0.02614,-13.079
587,-0.02613,-13.079
588,-0.02612,-13.079
589,-0.02611,-13.079
590,-0.0261,-13.079
591,-0.02609,-13.079
592,-0.02608,-13.079
593,-0.02607,-13.079
594,-0.02606,-13.079
595,-0.02605,-13.079
596,-0.02604,-13.079
597,-0.02603,-13.079
598,-0.02602,-13.079
599,-0.02601,-13.079
600,-0.026,-13.079
601,-0.02599,-13.079
602,-0.02598,-13.079
603,-0.02597,-13.079
604,-0.02596,-13.079
605,-0.02595,-13.079
606,-0.02594,-13.079
607,-0.02593,-13.079
608,-0.02592,-13.079
609,-0.02591,-13.079
610,-0.0259,-13.079
611,-0.02589,-13.079
612,-0.02588,-13.079
613,-0.02587,-13.079
614,-0.02586,-13.079
615,-0.02585,-13.079
616,-0.02584,-13.079
617,-0.02583,-13.079
618,-0.02582,-13.079
619,-0.02581,-13.079
620,-0.0258,-13.079
621,-0.02579,-13.079
622,-0.02578,-13.079
623,-0.02577,-13.079
624,-0.02576,-13.079
625,-0.02575,-13.079
626,-0.02574,-13.079
627,-0.02573,-13.079
628,-0.02572,-13.079
629,-0.02571,-13.079
630,-0.0257,-13.079
631,-0.02569,-13.079
632,-0.02568,-13.079
633,-0.02567,-13.079
634,-0.02566,-13.079
635,-0.02565,-13.079
636,-0.02564,-13.079
637,-0.02563,-13.079
638,-0.02562,-13.079
639,-0.02561,-13.079
640,-0.0256,-13.079
641,-0.02559,-13.079
642,-0.02558,-13.079
643,-0.02557,-13.079
644,-0.02556,-13.079
645,-0.02555,-13.0957
646,-0.02554,-13.079
647,-0.02553,-13.079
648,-0.02552,-13.079
649,-0.02551,-13.079
650,-0.0255,-13.079
651,-0.02549,-13.079
652,-0.02548,-13.079
653,-0.02547,-13.0957
654,-0.02546,-13.079
655,-0.02545,-13.079
656,-0.02544,-13.079
657,-0.02543,-13.079
658,-0.02542,-13.079
659,-0.02541,-13.079
660,-0.0254,-13.079
661,-0.02539,-13.0957
662,-0.02538,-13.079
663,-0.02537,-13.079
664,-0.02536,-13.1124
665,-0.02535,-13.0623
666,-0.02534,-13.1124
667,-0.02533,-13.079
668,-0.02532,-13.0957
669,-0.02531,-13.0957
670,-0.0253,-13.0957
671,-0.02529,-13.0957
672,-0.02528,-13.0957
673,-0.02527,-13.0957
674,-0.02526,-13.0957
675,-0.02525,-13.079
676,-0.02524,-13.0957
677,-0.02523,-13.0623
678,-0.02522,-13.0957
679,-0.02521,-13.079
680,-0.0252,-13.079
681,-0.02519,-13.0957
682,-0.02518,-13.0957
683,-0.02517,-13.0957
684,-0.02516,-13.0957
685,-0.02515,-13.1124
686,-0.02514,-13.079
687,-0.02513,-13.0957
688,-0.02512,-13.0957
689,-0.02511,-13.0957
690,-0.0251,-13.0957
691,-0.02509,-13.0957
692,-0.02508,-13.0957
693,-0.02507,-13.0957
694,-0.02506,-13.0957
695,-0.02505,-13.079
696,-0.02504,-13.0957
697,-0.02503,-13.0957
698,-0.02502,-13.0957
699,-0.02501,-13.0957
700,-0.025,-13.0957
701,-0.02499,-13.0957
702,-0.02498,-13.0957
703,-0.02497,-13.0957
704,-0.02496,-13.1124
705,-0.02495,-13.079
706,-0.02494,-13.0957
707,-0.02493,-13.0957
708,-0.02492,-13.0957
709,-0.02491,-13.0957
710,-0.0249,-13.0957
711,-0.02489,-13.0957
712,-0.02488,-13.0957
713,-0.02487,-13.0957
714,-0.02486,-13.0957
715,-0.02485,-13.0957
716,-0.02484,-13.0957
717,-0.02483,-13.0957
718,-0.02482,-13.0957
719,-0.02481,-13.0957
720,-0.0248,-13.0957
721,-0.02479,-13.0957
722,-0.02478,-13.0957
723,-0.02477,-13.0957
724,-0.02476,-13.0957
725,-0.02475,-13.0957
726,-0.02474,-13.0957
727,-0.02473,-13.0957
728,-0.02472,-13.0957
729,-0.02471,-13.0957
730,-0.0247,-13.0957
731,-0.02469,-13.0957
732,-0.02468,-13.0957
733,-0.02467,-13.0957
734,-0.02466,-13.0957
735,-0.02465,-13.0957
736,-0.02464,-13.0957
737,-0.02463,-13.0957
738,-0.02462,-13.0957
739,-0.02461,-13.0957
740,-0.0246,-13.0957
741,-0.02459,-13.0957
742,-0.02458,-13.0957
743,-0.02457,-13.0957
744,-0.02456,-13.0957
745,-0.02455,-13.0957
746,-0.02454,-13.0957
747,-0.02453,-13.0957
748,-0.02452,-13.0957
749,-0.02451,-13.0957
750,-0.0245,-13.0957
751,-0.02449,-13.0957
752,-0.02448,-13.0957
753,-0.02447,-13.0957
754,-0.02446,-13.0957
755,-0.02445,-13.0957
756,-0.02444,-13.0957
757,-0.02443,-13.0957
758,-0.02442,-13.0957
759,-0.02441,-13.0957
760,-0.0244,-13.0957
761,-0.02439,-13.0957
762,-0.02438,-13.0957
763,-0.02437,-13.0957
764,-0.02436,-13.0957
765,-0.02435,-13.0957
766,-0.02434,-13.0957
767,-0.02433,-13.0957
768,-0.02432,-13.0957
769,-0.02431,-13.0957
770,-0.0243,-13.0957
771,-0.02429,-13.0957
772,-0.02428,-13.0957
773,-0.02427,-13.0957
774,-0.02426,-13.0957
775,-0.02425,-13.0957
776,-0.02424,-13.0957
777,-0.02423,-13.0957
778,-0.02422,-13.0957
779,-0.02421,-13.0957
780,-0.0242,-13.0957
781,-0.02419,-13.0957
782,-0.02418,-13.0957
783,-0.02417,-13.0957
784,-0.02416,-13.0957
785,-0.02415,-13.0957
786,-0.02414,-13.0957
787,-0.02413,-13.0957
788,-0.02412,-13.0957
789,-0.02411,-13.0957
790,-0.0241,-13.0957
791,-0.02409,-13.0957
792,-0.02408,-13.0957
793,-0.02407,-13.0957
794,-0.02406,-13.0957
795,-0.02405,-13.0957
796,-0.02404,-13.0957
797,-0.02403,-13.0957
798,-0.02402,-13.0957
799,-0.02401,-13.0957
800,-0.024,-13.0957
801,-0.02399,-13.0957
802,-0.02398,-13.0957
803,-0.02397,-13.0957
804,-0.02396,-13.0957
805,-0.02395,-13.0957
806,-0.02394,-13.0957
807,-0.02393,-13.0957
808,-0.02392,-13.0957
809,-0.02391,-13.0957
810,-0.0239,-13.0957
811,-0.02389,-13.0957
812,-0.02388,-13.0957
813,-0.02387,-13.0957
814,-0.02386,-13.0957
815,-0.02385,-13.0957
816,-0.02384,-13.0957
817,-0.02383,-13.0957
818,-0.02382,-13.0957
819,-0.02381,-13.0957
820,-0.0238,-13.0957
821,-0.02379,-13.0957
822,-0.02378,-13.0957
823,-0.02377,-13.0957
824,-0.02376,-13.0957
825,-0.02375,-13.0957
826,-0.02374,-13.0957
827,-0.02373,-13.0957
828,-0.02372,-13.0957
829,-0.02371,-13.0957
830,-0.0237,-13.0957
831,-0.02369,-13.0957
832,-0.02368,-13.0957
833,-0.02367,-13.0957
834,-0.02366,-13.0957
835,-0.02365,-13.0957
836,-0.02364,-13.0957
837,-0.02363,-13.0957
838,-0.02362,-13.0957
839,-0.02361,-13.0957
840,-0.0236,-13.0957
841,-0.02359,-13.0957
842,-0.02358,-13.0957
843,-0.02357,-13.0957
844,-0.02356,-13.0957
845,-0.02355,-13.0957
846,-0.02354,-13.0957
847,-0.02353,-13.0957
848,-0.02352,-13.0957
849,-0.02351,-13.0957
850,-0.0235,-13.0957
851,-0.02349,-13.0957
852,-0.02348,-13.0957
853,-0.02347,-13.0957
854,-0.02346,-13.0957
855,-0.02345,-13.0957
856,-0.02344,-13.0957
857,-0.02343,-13.0957
858,-0.02342,-13.0957
859,-0.02341,-13.0957
860,-0.0234,-13.0957
861,-0.02339,-13.0957
862,-0.02338,-13.0957
863,-0.02337,-13.0957
864,-0.02336,-13.0957
865,-0.02335,-13.0957
866,-0.02334,-13.0957
867,-0.02333,-13.0957
868,-0.02332,-13.0957
869,-0.02331,-13.0957
870,-0.0233,-13.0957
871,-0.02329,-13.0957
872,-0.02328,-13.0957
873,-0.02327,-13.0957
874,-0.02326,-13.0957
875,-0.02325,-13.0957
876,-0.02324,-13.0957
877,-0.02323,-13.0957
878,-0.02322,-13.0957
879,-0.02321,-13.0957
880,-0.0232,-13.0957
881,-0.02319,-13.0957
882,-0.02318,-13.0957
883,-0.02317,-13.0957
884,-0.02316,-13.0957
885,-0.02315,-13.0957
886,-0.02314,-13.0957
887,-0.02313,-13.0957
888,-0.02312,-13.0957
889,-0.02311,-13.1124
890,-0.0231,-13.1124
891,-0.02309,-13.0957
892,-0.02308,-13.0957
893,-0.02307,-13.0957
894,-0.02306,-13.0957
895,-0.02305,-13.0957
896,-0.02304,-13.0957
897,-0.02303,-13.0957
898,-0.02302,-13.0957
899,-0.02301,-13.0957
900,-0.023,-13.0957
901,-0.02299,-13.0957
902,-0.02298,-13.0957
903,-0.02297,-13.0957
904,-0.02296,-13.1124
905,-0.02295,-13.1124
906,-0.02294,-13.0957
907,-0.02293,-13.0957
908,-0.02292,-13.0957
909,-0.02291,-13.0957
910,-0.0229,-13.0957
911,-0.02289,-13.0957
912,-0.02288,-13.0957
913,-0.02287,-13.0957
914,-0.02286,-13.0957
915,-0.02285,-13.0957
916,-0.02284,-13.0957
917,-0.02283,-13.0957
918,-0.02282,-13.0957
919,-0.02281,-13.0957
920,-0.0228,-13.0957
921,-0.02279,-13.0957
922,-0.02278,-13.0957
923,-0.02277,-13.0957
924,-0.02276,-13.0957
925,-0.02275,-13.0957
926,-0.02274,-13.0957
927,-0.02273,-13.0957
928,-0.02272,-13.0957
929,-0.02271,-13.0957
930,-0.0227,-13.1124
931,-0.02269,-13.1124
932,-0.02268,-13.0957
