time	V(integrateur)	V(osc_1)	V(out)
2.602994886654209e-04	5.212686e+00	1.347595e+01	1.304398e+01
2.611633025733293e-04	5.068024e+00	1.347594e+01	1.303379e+01
2.640122585699997e-04	4.593025e+00	1.347593e+01	1.300033e+01
2.733638210700041e-04	3.052487e+00	1.347588e+01	1.289183e+01
2.734031960700042e-04	3.046067e+00	1.347588e+01	1.289138e+01
2.734417612620024e-04	3.039780e+00	1.347588e+01	1.289093e+01
2.734785370342684e-04	3.033784e+00	1.347588e+01	1.289051e+01
2.734877309773353e-04	3.032285e+00	1.347588e+01	1.289041e+01
2.735061188634692e-04	3.029288e+00	1.347588e+01	1.289019e+01
2.735428946357352e-04	3.023293e+00	1.347588e+01	1.288977e+01
2.735440438786183e-04	3.023106e+00	1.347588e+01	1.288976e+01
2.735463423643846e-04	3.022731e+00	1.347588e+01	1.288973e+01
2.735509393359172e-04	3.021982e+00	1.347588e+01	1.288968e+01
2.735601332789842e-04	3.020374e+00	1.347588e+01	1.288296e+01
2.735666603704678e-04	3.016910e+00	1.347588e+01	1.273176e+01
2.735706893748947e-04	3.004085e+00	1.347588e+01	1.195238e+01
2.735730788804725e-04	2.974051e+00	1.347588e+01	1.005312e+01
2.735748000178752e-04	2.925630e+00	1.347588e+01	7.036205e+00
2.735763552003442e-04	2.865400e+00	1.347588e+01	3.430598e+00
2.735770787894443e-04	2.839508e+00	1.347588e+01	2.024678e+00
2.735777624443530e-04	2.821696e+00	1.347588e+01	1.233595e+00
2.735783309208064e-04	2.811088e+00	1.347588e+01	8.834399e-01
2.735788364696123e-04	2.803698e+00	1.347588e+01	7.102082e-01
2.735794028440909e-04	2.796649e+00	1.347588e+01	5.875153e-01
2.735801054825435e-04	2.789040e+00	1.347588e+01	4.884039e-01
2.735810493651684e-04	2.780196e+00	1.347588e+01	4.058856e-01
2.735821272603529e-04	2.771608e+00	1.347588e+01	3.529173e-01
2.735834353456180e-04	2.763026e+00	1.347588e+01	3.244148e-01
2.735850474085560e-04	2.754668e+00	1.347588e+01	3.149861e-01
2.735870490918838e-04	2.746797e+00	1.347588e+01	3.139422e-01
2.735888663375399e-04	2.742090e+00	1.347588e+01	3.138168e-01
2.735925008288502e-04	2.738732e+00	1.347588e+01	3.136129e-01
2.735997698114726e-04	2.745038e+00	1.347588e+01	3.133935e-01
2.736095133233380e-04	2.769286e+00	1.347588e+01	3.132720e-01
2.736209915766580e-04	2.810208e+00	1.347588e+01	3.132719e-01
2.736353173833639e-04	2.865750e+00	1.347588e+01	3.133481e-01
2.736530340111242e-04	2.928398e+00	1.347588e+01	3.134641e-01
2.736715627316734e-04	2.979999e+00	1.347588e+01	3.135680e-01
2.736906224026000e-04	3.016134e+00	1.347588e+01	3.136438e-01
2.737102192102488e-04	3.037584e+00	1.347588e+01	3.136889e-01
2.737326957120007e-04	3.049476e+00	1.347588e+01	3.137130e-01
2.737482434777734e-04	3.052721e+00	1.347588e+01	3.137198e-01
2.737576539741157e-04	3.053220e+00	1.347588e+01	3.137183e-01
2.737660378682501e-04	3.053235e+00	1.347588e+01	3.137169e-01
2.737751320821356e-04	3.053143e+00	1.347588e+01	3.137151e-01
2.737846015881066e-04	3.053102e+00	1.347588e+01	3.137126e-01
2.737948166820162e-04	3.053244e+00	1.347588e+01	3.137107e-01
2.738055663236514e-04	3.053696e+00	1.347588e+01	3.137085e-01
2.738176086137245e-04	3.054650e+00	1.347588e+01	3.137079e-01
2.738349484859102e-04	3.056781e+00	1.347588e+01	3.137069e-01
2.738576048599301e-04	3.060611e+00	1.347588e+01	3.137093e-01
2.738932686835813e-04	3.067952e+00	1.347588e+01	3.137148e-01
2.739257813112583e-04	3.075245e+00	1.347588e+01	3.137215e-01
2.739632436110310e-04	3.083769e+00	1.347588e+01	3.137295e-01
2.740065224880635e-04	3.093393e+00	1.347588e+01	3.137386e-01
2.740611540876323e-04	3.105302e+00	1.347588e+01	3.137493e-01
2.742754203425672e-04	3.151799e+00	1.347588e+01	3.137914e-01
2.755165374322886e-04	3.421489e+00	1.347587e+01	3.140406e-01
2.767576545220100e-04	3.691169e+00	1.347587e+01	3.142859e-01
2.779987716117314e-04	3.960841e+00	1.347586e+01	3.145273e-01
2.792398887014528e-04	4.230504e+00	1.347586e+01	3.147647e-01
2.804810057911742e-04	4.500158e+00	1.347585e+01	3.149982e-01
2.817221228808955e-04	4.769804e+00	1.347585e+01	3.152278e-01
2.829632399706170e-04	5.039441e+00	1.347584e+01	3.154535e-01
2.829927712206162e-04	5.045855e+00	1.347584e+01	3.155054e-01
2.854356871500926e-04	5.576551e+00	1.347583e+01	3.159856e-01
2.854485102521311e-04	5.579771e+00	1.347583e+01	3.400263e-01
2.854613969838528e-04	5.585415e+00	1.347583e+01	4.989119e-01
2.854689085511255e-04	5.593795e+00	1.347583e+01	8.747734e-01
2.854746405780428e-04	5.608682e+00	1.347583e+01	1.627825e+00
2.854792111933631e-04	5.631347e+00	1.347583e+01	2.804090e+00
2.854835698204751e-04	5.665078e+00	1.347583e+01	4.530263e+00
2.854880177659020e-04	5.708707e+00	1.347583e+01	6.662878e+00
2.854936227207495e-04	5.764513e+00	1.347583e+01	9.201932e+00
2.854996571261554e-04	5.812445e+00	1.347583e+01	1.119932e+01
2.855054421401840e-04	5.840971e+00	1.347583e+01	1.230941e+01
2.855099216591932e-04	5.850221e+00	1.347583e+01	1.272548e+01
2.855151236570517e-04	5.849628e+00	1.347583e+01	1.293667e+01
2.855209446876623e-04	5.839951e+00	1.347583e+01	1.303693e+01
2.855285330902839e-04	5.818617e+00	1.347583e+01	1.308216e+01
2.855380855119414e-04	5.785146e+00	1.347583e+01	1.309641e+01
2.855526687751721e-04	5.731525e+00	1.347583e+01	1.309550e+01
2.855703298076748e-04	5.673224e+00	1.347583e+01	1.308779e+01
2.855900509510321e-04	5.622811e+00	1.347583e+01	1.307927e+01
2.856086684322814e-04	5.591342e+00	1.347583e+01	1.307342e+01
2.856285603242449e-04	5.572897e+00	1.347583e+01	1.306968e+01
2.856505977921441e-04	5.563738e+00	1.347583e+01	1.306768e+01
2.856649254528894e-04	5.561880e+00	1.347583e+01	1.306723e+01
2.856737855231467e-04	5.561928e+00	1.347583e+01	1.306723e+01
2.856832135084263e-04	5.562379e+00	1.347583e+01	1.306736e+01
2.856930918411910e-04	5.562923e+00	1.347583e+01	1.306754e+01
2.857038868608313e-04	5.563408e+00	1.347583e+01	1.306777e+01
2.857146494070588e-04	5.563646e+00	1.347583e+01	1.306798e+01
2.857257383492278e-04	5.563542e+00	1.347583e+01	1.306817e+01
2.857381531095934e-04	5.562973e+00	1.347583e+01	1.306831e+01
2.857532955081524e-04	5.561657e+00	1.347583e+01	1.306838e+01
2.857763353762977e-04	5.558685e+00	1.347583e+01	1.306832e+01
2.858125265377664e-04	5.552868e+00	1.347583e+01	1.306800e+01
2.858415930336745e-04	5.547735e+00	1.347583e+01	1.306764e+01
2.858757286110358e-04	5.541629e+00	1.347583e+01	1.306718e+01
2.859153745000641e-04	5.534739e+00	1.347583e+01	1.306667e+01
2.859660104838537e-04	5.526167e+00	1.347583e+01	1.306605e+01
2.860565356208825e-04	5.510976e+00	1.347583e+01	1.306498e+01
2.861612866361749e-04	5.493367e+00	1.347583e+01	1.306375e+01
2.862902889724239e-04	5.471660e+00	1.347583e+01	1.306222e+01
2.865482936449219e-04	5.428276e+00	1.347582e+01	1.305916e+01
2.868719600647354e-04	5.373892e+00	1.347582e+01	1.305533e+01
2.875192929043622e-04	5.265228e+00	1.347582e+01	1.304768e+01
2.881181958396921e-04	5.164831e+00	1.347582e+01	1.304061e+01
2.891029811038989e-04	5.000040e+00	1.347581e+01	1.302900e+01
2.999942992907081e-04	3.199870e+00	1.347577e+01	1.290221e+01
3.003092992907089e-04	3.148377e+00	1.347577e+01	1.289858e+01
3.009392992907086e-04	3.045579e+00	1.347576e+01	1.289134e+01
3.009436806312490e-04	3.044864e+00	1.347576e+01	1.289129e+01
3.009524433123297e-04	3.043436e+00	1.347576e+01	1.289119e+01
3.009699686744895e-04	3.040578e+00	1.347576e+01	1.289099e+01
3.009887814098937e-04	3.037511e+00	1.347576e+01	1.289077e+01
3.010130799516193e-04	3.033550e+00	1.347576e+01	1.289049e+01
3.010399292999403e-04	3.029173e+00	1.347576e+01	1.289019e+01
3.010407683420747e-04	3.029037e+00	1.347576e+01	1.289018e+01
3.010424464263452e-04	3.028763e+00	1.347576e+01	1.289016e+01
3.010458025948862e-04	3.028216e+00	1.347576e+01	1.289012e+01
3.010525149319664e-04	3.027122e+00	1.347576e+01	1.289004e+01
3.010659396061269e-04	3.024931e+00	1.347576e+01	1.288975e+01
3.010692957746679e-04	3.024371e+00	1.347576e+01	1.288894e+01
3.010760081117482e-04	3.022444e+00	1.347576e+01	1.283715e+01
3.010807753028970e-04	3.015359e+00	1.347576e+01	1.243403e+01
3.010835518778565e-04	2.995197e+00	1.347576e+01	1.116527e+01
3.010854629130547e-04	2.955643e+00	1.347576e+01	8.665741e+00
3.010870188183412e-04	2.900796e+00	1.347576e+01	5.283638e+00
3.010880548782752e-04	2.859229e+00	1.347576e+01	2.860275e+00
3.010886599419688e-04	2.839295e+00	1.347576e+01	1.835170e+00
3.010894705951124e-04	2.820293e+00	1.347576e+01	1.056473e+00
3.010898693588549e-04	2.813292e+00	1.347576e+01	8.417696e-01
3.010903351239515e-04	2.806754e+00	1.347576e+01	7.002315e-01
3.010908978987887e-04	2.799883e+00	1.347576e+01	5.848155e-01
3.010918188076049e-04	2.790124e+00	1.347576e+01	4.635405e-01
3.010926885271808e-04	2.782197e+00	1.347576e+01	3.940590e-01
3.010938492778933e-04	2.773282e+00	1.347576e+01	3.448865e-01
3.010951368386076e-04	2.765186e+00	1.347576e+01	3.216925e-01
3.010969781411105e-04	2.756100e+00	1.347576e+01	3.143792e-01
3.010987820949215e-04	2.749455e+00	1.347576e+01	3.139184e-01
3.011009191269624e-04	2.744622e+00	1.347576e+01	3.137839e-01
3.011051931910442e-04	2.742283e+00	1.347576e+01	3.135666e-01
3.011132739483800e-04	2.752344e+00	1.347576e+01	3.133573e-01
3.011231002537119e-04	2.779598e+00	1.347576e+01	3.132661e-01
3.011353173083993e-04	2.824800e+00	1.347576e+01	3.132869e-01
3.011502162884386e-04	2.882370e+00	1.347576e+01	3.133737e-01
3.011670771927953e-04	2.940096e+00	1.347576e+01	3.134834e-01
3.011864564512051e-04	2.991189e+00	1.347576e+01	3.135872e-01
3.012050835437124e-04	3.023850e+00	1.347576e+01	3.136559e-01
3.012255342864263e-04	3.043779e+00	1.347576e+01	3.136977e-01
3.012483153963866e-04	3.054154e+00	1.347576e+01	3.137180e-01
3.012621459494297e-04	3.056482e+00	1.347576e+01	3.137235e-01
3.012706698894262e-04	3.056784e+00	1.347576e+01	3.137219e-01
3.012799706435549e-04	3.056751e+00	1.347576e+01	3.137200e-01
3.012886154210269e-04	3.056663e+00	1.347576e+01	3.137182e-01
3.012987744459485e-04	3.056648e+00	1.347576e+01	3.137154e-01
3.013086118737011e-04	3.056843e+00	1.347576e+01	3.137137e-01
3.013200875643090e-04	3.057422e+00	1.347576e+01	3.137113e-01
3.013329530424658e-04	3.058577e+00	1.347576e+01	3.137110e-01
3.013519113283861e-04	3.061137e+00	1.347576e+01	3.137103e-01
3.013764891030002e-04	3.065574e+00	1.347576e+01	3.137136e-01
3.014186786062020e-04	3.074583e+00	1.347576e+01	3.137209e-01
3.014536016952649e-04	3.082489e+00	1.347576e+01	3.137282e-01
3.014945355524039e-04	3.091734e+00	1.347576e+01	3.137369e-01
3.015385251808472e-04	3.101417e+00	1.347576e+01	3.137461e-01
3.016069155576413e-04	3.116260e+00	1.347576e+01	3.137592e-01
3.020437851657953e-04	3.211154e+00	1.347576e+01	3.138452e-01
3.033920134115246e-04	3.504111e+00	1.347575e+01	3.141173e-01
3.047402416572540e-04	3.797058e+00	1.347575e+01	3.143845e-01
3.060884699029833e-04	4.089996e+00	1.347574e+01	3.146466e-01
3.074366981487127e-04	4.382925e+00	1.347574e+01	3.149037e-01
3.087849263944420e-04	4.675844e+00	1.347573e+01	3.151557e-01
3.101331546401714e-04	4.968754e+00	1.347573e+01	3.154027e-01
3.114813828859007e-04	5.261655e+00	1.347572e+01	3.156446e-01
3.114912266358998e-04	5.263793e+00	1.347572e+01	3.157025e-01
3.129174409087897e-04	5.573619e+00	1.347572e+01	3.159829e-01
3.129382495387027e-04	5.578318e+00	1.347572e+01	3.257814e-01
3.129527438479971e-04	5.582865e+00	1.347572e+01	4.046575e-01
3.129607559427903e-04	5.588511e+00	1.347572e+01	6.238956e-01
3.129666502246411e-04	5.598216e+00	1.347572e+01	1.091984e+00
3.129713675735276e-04	5.614014e+00	1.347572e+01	1.903876e+00
3.129756970183025e-04	5.639027e+00	1.347572e+01	3.202077e+00
3.129798217107842e-04	5.673662e+00	1.347572e+01	4.959404e+00
3.129844133805473e-04	5.720155e+00	1.347572e+01	7.206561e+00
3.129894223836260e-04	5.769506e+00	1.347572e+01	9.422167e+00
3.129955157268292e-04	5.815906e+00	1.347572e+01	1.133097e+01
3.130014340470364e-04	5.843101e+00	1.347572e+01	1.239000e+01
3.130058087180768e-04	5.850856e+00	1.347572e+01	1.276145e+01
3.130110994477107e-04	5.849062e+00	1.347572e+01	1.295394e+01
3.130169510967423e-04	5.838407e+00	1.347572e+01	1.304391e+01
3.130249114121561e-04	5.815157e+00	1.347572e+01	1.308502e+01
3.130347513203759e-04	5.780217e+00	1.347572e+01	1.309695e+01
3.130503248987230e-04	5.723311e+00	1.347572e+01	1.309461e+01
3.130685352363462e-04	5.664782e+00	1.347572e+01	1.308646e+01
3.130880765756395e-04	5.617245e+00	1.347572e+01	1.307826e+01
3.131067704021436e-04	5.587898e+00	1.347572e+01	1.307274e+01
3.131267641094827e-04	5.571232e+00	1.347572e+01	1.306933e+01
3.131498216882786e-04	5.563042e+00	1.347572e+01	1.306751e+01
3.131626995562208e-04	5.561782e+00	1.347572e+01	1.306720e+01
3.131706795303450e-04	5.561953e+00	1.347572e+01	1.306723e+01
3.131808494440651e-04	5.562491e+00	1.347572e+01	1.306739e+01
3.131904848566042e-04	5.563026e+00	1.347572e+01	1.306758e+01
3.132007935917804e-04	5.563466e+00	1.347572e+01	1.306780e+01
3.132117199187625e-04	5.563663e+00	1.347572e+01	1.306802e+01
3.132229084751147e-04	5.563503e+00	1.347572e+01	1.306819e+01
3.132356920339859e-04	5.562838e+00	1.347572e+01	1.306833e+01
3.132518749859470e-04	5.561320e+00	1.347572e+01	1.306839e+01
3.132763448921334e-04	5.557999e+00	1.347572e+01	1.306829e+01
3.133176368476896e-04	5.551161e+00	1.347572e+01	1.306788e+01
3.133527015839934e-04	5.544933e+00	1.347572e+01	1.306743e+01
3.133954435104672e-04	5.537376e+00	1.347571e+01	1.306686e+01
3.134340020215613e-04	5.530777e+00	1.347571e+01	1.306638e+01
3.134987375249428e-04	5.519903e+00	1.347571e+01	1.306561e+01
3.135867273437176e-04	5.505136e+00	1.347571e+01	1.306458e+01
3.136870874282313e-04	5.488253e+00	1.347571e+01	1.306339e+01
3.138625356487318e-04	5.458735e+00	1.347571e+01	1.306131e+01
3.141450647772340e-04	5.411244e+00	1.347571e+01	1.305796e+01
3.147101230342383e-04	5.316338e+00	1.347571e+01	1.305128e+01
3.152586242897246e-04	5.224321e+00	1.347571e+01	1.304480e+01
3.160816124568363e-04	5.086467e+00	1.347571e+01	1.303509e+01
3.187557739093173e-04	4.640428e+00	1.347569e+01	1.300367e+01
3.277332739093208e-04	3.160051e+00	1.347566e+01	1.289940e+01
3.283632739093205e-04	3.057232e+00	1.347566e+01	1.289216e+01
3.283829614093205e-04	3.054021e+00	1.347566e+01	1.289194e+01
3.284223364093206e-04	3.047601e+00	1.347566e+01	1.289148e+01
3.284618590741681e-04	3.041157e+00	1.347566e+01	1.289103e+01
3.284855469132767e-04	3.037295e+00	1.347566e+01	1.289076e+01
3.285231295601810e-04	3.031168e+00	1.347566e+01	1.289033e+01
3.285698852578140e-04	3.023546e+00	1.347566e+01	1.288979e+01
3.285713463733655e-04	3.023308e+00	1.347566e+01	1.288977e+01
3.285742686044667e-04	3.022832e+00	1.347566e+01	1.288975e+01
3.285749991622424e-04	3.022713e+00	1.347566e+01	1.288975e+01
3.285764602777939e-04	3.022475e+00	1.347566e+01	1.288974e+01
3.285793825088951e-04	3.021990e+00	1.347566e+01	1.288916e+01
3.285852269710992e-04	3.020630e+00	1.347566e+01	1.286345e+01
3.285893776289427e-04	3.016153e+00	1.347566e+01	1.261966e+01
3.285923645305350e-04	3.000993e+00	1.347566e+01	1.167219e+01
3.285942657950056e-04	2.970814e+00	1.347566e+01	9.752025e+00
3.285957444854031e-04	2.924921e+00	1.347566e+01	6.882867e+00
3.285971003790262e-04	2.870419e+00	1.347566e+01	3.609594e+00
3.285977912034378e-04	2.844924e+00	1.347566e+01	2.211853e+00
3.285984936424596e-04	2.825789e+00	1.347566e+01	1.338075e+00
3.285991347389723e-04	2.813290e+00	1.347566e+01	9.063501e-01
3.285996338738134e-04	2.805805e+00	1.347566e+01	7.239604e-01
3.286002184119466e-04	2.798430e+00	1.347566e+01	5.931217e-01
3.286008659005892e-04	2.791327e+00	1.347566e+01	4.985132e-01
3.286018554970929e-04	2.781933e+00	1.347566e+01	4.089800e-01
3.286028797647479e-04	2.773649e+00	1.347566e+01	3.561477e-01
3.286042111853172e-04	2.764768e+00	1.347566e+01	3.254293e-01
3.286057479682126e-04	2.756554e+00	1.347566e+01	3.151660e-01
3.286074801876759e-04	2.749425e+00	1.347566e+01	3.139769e-01
3.286093280775518e-04	2.744285e+00	1.347566e+01	3.138454e-01
3.286130238573035e-04	2.740258e+00	1.347566e+01	3.136333e-01
3.286204154168068e-04	2.745870e+00	1.347566e+01	3.133995e-01
3.286299133836382e-04	2.768918e+00	1.347566e+01	3.132747e-01
3.286413642448228e-04	2.809480e+00	1.347566e+01	3.132710e-01
3.286553737070520e-04	2.863877e+00	1.347566e+01	3.133439e-01
3.286726892479629e-04	2.925796e+00	1.347566e+01	3.134576e-01
3.286908777657485e-04	2.977548e+00	1.347566e+01	3.135615e-01
3.287100640081610e-04	3.015183e+00	1.347566e+01	3.136402e-01
3.287295397866336e-04	3.037583e+00	1.347566e+01	3.136874e-01
3.287517956989620e-04	3.050100e+00	1.347566e+01	3.137131e-01
3.287685500831007e-04	3.053872e+00	1.347566e+01	3.137206e-01
3.287782581897370e-04	3.054456e+00	1.347566e+01	3.137194e-01
3.287864516263016e-04	3.054482e+00	1.347566e+01	3.137180e-01
3.287956249882241e-04	3.054390e+00	1.347566e+01	3.137163e-01
3.288049624906846e-04	3.054345e+00	1.347566e+01	3.137138e-01
3.288152602046353e-04	3.054478e+00	1.347566e+01	3.137118e-01
3.288258751685137e-04	3.054908e+00	1.347566e+01	3.137097e-01
3.288378289198236e-04	3.055832e+00	1.347566e+01	3.137090e-01
3.288548433349799e-04	3.057885e+00	1.347566e+01	3.137080e-01
3.288772155452032e-04	3.061619e+00	1.347566e+01	3.137102e-01
3.289118624664050e-04	3.068698e+00	1.347566e+01	3.137154e-01
3.289449773816629e-04	3.076109e+00	1.347566e+01	3.137223e-01
3.289824173122215e-04	3.084630e+00	1.347566e+01	3.137303e-01
3.290257350858361e-04	3.094273e+00	1.347566e+01	3.137394e-01
3.290790541432328e-04	3.105902e+00	1.347566e+01	3.137498e-01
3.294478335575963e-04	3.185982e+00	1.347566e+01	3.138224e-01
3.309969838946352e-04	3.522598e+00	1.347565e+01	3.141220e-01
3.325461342316742e-04	3.859200e+00	1.347565e+01	3.144251e-01
3.340952845687131e-04	4.195790e+00	1.347564e+01	3.147316e-01
3.356444349057521e-04	4.532367e+00	1.347563e+01	3.150415e-01
3.371935852427910e-04	4.868931e+00	1.347563e+01	3.153547e-01
3.387427355798300e-04	5.205482e+00	1.347562e+01	3.156714e-01
3.402918859168689e-04	5.542019e+00	1.347562e+01	3.159915e-01
3.404399700343771e-04	5.574192e+00	1.347562e+01	3.159834e-01
3.404670436978618e-04	5.580372e+00	1.347562e+01	3.319566e-01
3.404861286629111e-04	5.587186e+00	1.347562e+01	4.800934e-01
3.404957626244320e-04	5.596945e+00	1.347562e+01	9.066817e-01
3.405022222963475e-04	5.614136e+00	1.347562e+01	1.776847e+00
3.405071930542847e-04	5.640718e+00	1.347562e+01	3.154097e+00
3.405118884222229e-04	5.679626e+00	1.347562e+01	5.127657e+00
3.405166388294727e-04	5.727643e+00	1.347562e+01	7.442075e+00
3.405215631423434e-04	5.775602e+00	1.347562e+01	9.582924e+00
3.405276630218529e-04	5.820578e+00	1.347562e+01	1.142216e+01
3.405337194466573e-04	5.846843e+00	1.347562e+01	1.244796e+01
3.405380320831795e-04	5.853528e+00	1.347562e+01	1.278896e+01
3.405433998604941e-04	5.850769e+00	1.347562e+01	1.296726e+01
3.405492768159268e-04	5.839344e+00	1.347562e+01	1.304935e+01
3.405575626588293e-04	5.814464e+00	1.347562e+01	1.308722e+01
3.405676622492346e-04	5.778314e+00	1.347562e+01	1.309740e+01
3.405841260740814e-04	5.718890e+00	1.347562e+01	1.309392e+01
3.406041621966255e-04	5.656593e+00	1.347562e+01	1.308487e+01
3.406228572223578e-04	5.613855e+00	1.347562e+01	1.307737e+01
3.406420833732202e-04	5.586428e+00	1.347562e+01	1.307212e+01
3.406616877133471e-04	5.572155e+00	1.347562e+01	1.306916e+01
3.406870888623924e-04	5.564939e+00	1.347562e+01	1.306753e+01
3.406984914985003e-04	5.564265e+00	1.347562e+01	1.306736e+01
3.407071027887437e-04	5.564636e+00	1.347562e+01	1.306746e+01
3.407174562938872e-04	5.565252e+00	1.347562e+01	1.306765e+01
3.407274571224101e-04	5.565787e+00	1.347562e+01	1.306786e+01
3.407375590989449e-04	5.566131e+00	1.347562e+01	1.306808e+01
3.407484433708141e-04	5.566185e+00	1.347562e+01	1.306828e+01
3.407602953450529e-04	5.565832e+00	1.347562e+01	1.306844e+01
3.407737535387218e-04	5.564889e+00	1.347562e+01	1.306854e+01
3.407936295832022e-04	5.562646e+00	1.347562e+01	1.306855e+01
3.408227110144550e-04	5.558300e+00	1.347562e+01	1.306836e+01
3.408551599801586e-04	5.552712e+00	1.347562e+01	1.306800e+01
3.408887417899256e-04	5.546695e+00	1.347562e+01	1.306755e+01
3.409286311573632e-04	5.539679e+00	1.347562e+01	1.306702e+01
3.409712651348557e-04	5.532403e+00	1.347562e+01	1.306649e+01
3.410394636430922e-04	5.520947e+00	1.347562e+01	1.306569e+01
3.411328002705973e-04	5.505275e+00	1.347562e+01	1.306458e+01
3.412383484978059e-04	5.487517e+00	1.347562e+01	1.306334e+01
3.414430566904807e-04	5.453081e+00	1.347562e+01	1.306091e+01
3.417192725172231e-04	5.406653e+00	1.347561e+01	1.305764e+01
3.422717041707095e-04	5.313872e+00	1.347561e+01	1.305110e+01
3.428359803755703e-04	5.219215e+00	1.347561e+01	1.304444e+01
3.436769403660535e-04	5.078363e+00	1.347561e+01	1.303452e+01
3.464208077303271e-04	4.620775e+00	1.347560e+01	1.300229e+01
3.559584216842934e-04	3.049363e+00	1.347557e+01	1.289161e+01
3.559702402895770e-04	3.047436e+00	1.347557e+01	1.289147e+01
3.559938775001444e-04	3.043582e+00	1.347557e+01	1.289120e+01
3.560209867022237e-04	3.039163e+00	1.347557e+01	1.289089e+01
3.560467782888904e-04	3.034958e+00	1.347557e+01	1.289059e+01
3.560826283894192e-04	3.029114e+00	1.347557e+01	1.289018e+01
3.561159894565746e-04	3.023676e+00	1.347557e+01	1.288980e+01
3.561170319899224e-04	3.023506e+00	1.347557e+01	1.288979e+01
3.561191170566198e-04	3.023166e+00	1.347557e+01	1.288976e+01
3.561232871900147e-04	3.022486e+00	1.347557e+01	1.288971e+01
3.561316274568026e-04	3.021079e+00	1.347557e+01	1.288667e+01
3.561375485462790e-04	3.018149e+00	1.347557e+01	1.276418e+01
3.561422690441119e-04	3.004936e+00	1.347557e+01	1.197162e+01
3.561448059207425e-04	2.974698e+00	1.347557e+01	1.006569e+01
3.561466342179194e-04	2.924199e+00	1.347557e+01	6.930618e+00
3.561482863506642e-04	2.861288e+00	1.347557e+01	3.188033e+00
3.561490169691397e-04	2.836175e+00	1.347557e+01	1.847907e+00
3.561497265593717e-04	2.818848e+00	1.347557e+01	1.112181e+00
3.561502320096437e-04	2.809962e+00	1.347557e+01	8.383381e-01
3.561507445503046e-04	2.802772e+00	1.347557e+01	6.813809e-01
3.561512966123743e-04	2.796100e+00	1.347557e+01	5.714092e-01
3.561521208789512e-04	2.787435e+00	1.347557e+01	4.656287e-01
3.561530271861506e-04	2.779204e+00	1.347557e+01	3.940457e-01
3.561541716278240e-04	2.770429e+00	1.347557e+01	3.454074e-01
3.561555245912319e-04	2.761941e+00	1.347557e+01	3.212890e-01
3.561572524810371e-04	2.753436e+00	1.347557e+01	3.143203e-01
3.561591496458114e-04	2.746465e+00	1.347557e+01	3.139151e-01
3.561612024996653e-04	2.741765e+00	1.347557e+01	3.137808e-01
3.561653082073714e-04	2.739416e+00	1.347557e+01	3.135731e-01
3.561735196227853e-04	2.749379e+00	1.347557e+01	3.133563e-01
3.561831999580583e-04	2.775983e+00	1.347557e+01	3.132640e-01
3.561955353785402e-04	2.821558e+00	1.347557e+01	3.132839e-01
3.562101850008419e-04	2.878153e+00	1.347557e+01	3.133688e-01
3.562273286709834e-04	2.936986e+00	1.347557e+01	3.134804e-01
3.562464687404607e-04	2.987627e+00	1.347557e+01	3.135832e-01
3.562652739699159e-04	3.020754e+00	1.347557e+01	3.136528e-01
3.562855189686472e-04	3.040645e+00	1.347557e+01	3.136947e-01
3.563084179920538e-04	3.051165e+00	1.347557e+01	3.137154e-01
3.563223367503178e-04	3.053545e+00	1.347557e+01	3.137205e-01
3.563309033785926e-04	3.053854e+00	1.347557e+01	3.137192e-01
3.563401946793717e-04	3.053823e+00	1.347557e+01	3.137172e-01
3.563488412490212e-04	3.053735e+00	1.347557e+01	3.137155e-01
3.563589859877821e-04	3.053719e+00	1.347557e+01	3.137127e-01
3.563688244370075e-04	3.053912e+00	1.347557e+01	3.137109e-01
3.563802849105100e-04	3.054486e+00	1.347557e+01	3.137087e-01
3.563931093333583e-04	3.055633e+00	1.347557e+01	3.137082e-01
3.564120184317322e-04	3.058177e+00	1.347557e+01	3.137077e-01
3.564365052872529e-04	3.062589e+00	1.347557e+01	3.137107e-01
3.564784228273742e-04	3.071528e+00	1.347557e+01	3.137181e-01
3.565129625676903e-04	3.079347e+00	1.347557e+01	3.137254e-01
3.565535960142578e-04	3.088529e+00	1.347557e+01	3.137340e-01
3.565975128471347e-04	3.098201e+00	1.347557e+01	3.137431e-01
3.566650203083842e-04	3.112854e+00	1.347557e+01	3.137562e-01
3.570961540707365e-04	3.206502e+00	1.347556e+01	3.138410e-01
3.584434621331958e-04	3.499258e+00	1.347556e+01	3.141110e-01
3.597907701956550e-04	3.792006e+00	1.347556e+01	3.143774e-01
3.611380782581142e-04	4.084744e+00	1.347555e+01	3.146401e-01
3.624853863205734e-04	4.377473e+00	1.347555e+01	3.148992e-01
3.638326943830326e-04	4.670193e+00	1.347554e+01	3.151547e-01
3.651800024454919e-04	4.962903e+00	1.347554e+01	3.154065e-01
3.665273105079511e-04	5.255605e+00	1.347554e+01	3.156546e-01
3.665568417579503e-04	5.262019e+00	1.347554e+01	3.157009e-01
3.680338403740119e-04	5.582877e+00	1.347553e+01	3.159913e-01
3.680355954312521e-04	5.583260e+00	1.347553e+01	3.161257e-01
3.680391055457342e-04	5.584118e+00	1.347553e+01	3.220716e-01
3.680440518607601e-04	5.585807e+00	1.347553e+01	3.584391e-01
3.680495435092017e-04	5.589003e+00	1.347553e+01	4.721459e-01
