time	V(integrateur)	V(osc_1)	V(out)
1.636428566146632e-04	3.071449e+00	1.347655e+01	3.137180e-01
1.636764324823708e-04	3.079046e+00	1.347655e+01	3.137251e-01
1.637162807910479e-04	3.088064e+00	1.347655e+01	3.137335e-01
1.637599890895285e-04	3.097704e+00	1.347655e+01	3.137426e-01
1.638253348252121e-04	3.111896e+00	1.347655e+01	3.137553e-01
1.642406509581393e-04	3.202103e+00	1.347655e+01	3.138370e-01
1.655851085855652e-04	3.494240e+00	1.347653e+01	3.141057e-01
1.669295662129911e-04	3.786368e+00	1.347652e+01	3.143713e-01
1.682740238404170e-04	4.078487e+00	1.347651e+01	3.146337e-01
1.696184814678429e-04	4.370597e+00	1.347650e+01	3.148931e-01
1.709629390952688e-04	4.662698e+00	1.347649e+01	3.151493e-01
1.723073967226946e-04	4.954790e+00	1.347648e+01	3.154024e-01
1.736518543501205e-04	5.246873e+00	1.347647e+01	3.156524e-01
1.738311072798081e-04	5.285813e+00	1.347647e+01	3.157095e-01
1.740103602094957e-04	5.324753e+00	1.347647e+01	3.157609e-01
1.741896131391832e-04	5.363693e+00	1.347647e+01	3.158067e-01
1.743688660688708e-04	5.402633e+00	1.347647e+01	3.158470e-01
1.745481189985583e-04	5.441573e+00	1.347647e+01	3.158815e-01
1.747273719282459e-04	5.480514e+00	1.347647e+01	3.159105e-01
1.749066248579335e-04	5.519454e+00	1.347646e+01	3.159339e-01
1.751860076787976e-04	5.580146e+00	1.347646e+01	3.159888e-01
1.751928656210100e-04	5.581684e+00	1.347646e+01	3.188954e-01
1.751998291708422e-04	5.583599e+00	1.347646e+01	3.427592e-01
1.752052962932498e-04	5.586154e+00	1.347646e+01	4.210346e-01
1.752114437652760e-04	5.591763e+00	1.347646e+01	6.598811e-01
1.752167044340742e-04	5.601624e+00	1.347646e+01	1.141960e+00
1.752215766134876e-04	5.619309e+00	1.347646e+01	2.052341e+00
1.752259372346000e-04	5.646037e+00	1.347646e+01	3.435590e+00
1.752301562197855e-04	5.682917e+00	1.347646e+01	5.294597e+00
1.752349207841779e-04	5.731691e+00	1.347646e+01	7.627163e+00
1.752399507770671e-04	5.780137e+00	1.347646e+01	9.772254e+00
1.752459407053358e-04	5.822786e+00	1.347646e+01	1.150538e+01
1.752522546359398e-04	5.848310e+00	1.347646e+01	1.250724e+01
1.752565969410560e-04	5.853913e+00	1.347646e+01	1.282278e+01
1.752620714913014e-04	5.849884e+00	1.347646e+01	1.298393e+01
1.752679812693104e-04	5.837424e+00	1.347646e+01	1.305604e+01
1.752767043065040e-04	5.810280e+00	1.347646e+01	1.308960e+01
1.752872230991690e-04	5.772258e+00	1.347646e+01	1.309763e+01
1.753049835818959e-04	5.708717e+00	1.347646e+01	1.309268e+01
1.753241127887689e-04	5.651025e+00	1.347646e+01	1.308399e+01
1.753434565458702e-04	5.608974e+00	1.347646e+01	1.307648e+01
1.753621553715889e-04	5.584096e+00	1.347646e+01	1.307167e+01
1.753826142280000e-04	5.570776e+00	1.347646e+01	1.306888e+01
1.754089565181964e-04	5.564484e+00	1.347646e+01	1.306745e+01
1.754191793668074e-04	5.564138e+00	1.347646e+01	1.306736e+01
1.754283365783295e-04	5.564631e+00	1.347646e+01	1.306749e+01
1.754385029288687e-04	5.565249e+00	1.347646e+01	1.306770e+01
1.754493237813796e-04	5.565777e+00	1.347646e+01	1.306793e+01
1.754605078072898e-04	5.566048e+00	1.347646e+01	1.306816e+01
1.754713192673556e-04	5.565953e+00	1.347646e+01	1.306834e+01
1.754840244959886e-04	5.565361e+00	1.347646e+01	1.306849e+01
1.754991682066057e-04	5.564020e+00	1.347646e+01	1.306856e+01
1.755230442607291e-04	5.560884e+00	1.347646e+01	1.306848e+01
1.755608128777997e-04	5.554734e+00	1.347646e+01	1.306814e+01
1.755923959531110e-04	5.549128e+00	1.347646e+01	1.306774e+01
1.756282713890871e-04	5.542726e+00	1.347646e+01	1.306725e+01
1.756677192194887e-04	5.535905e+00	1.347646e+01	1.306674e+01
1.757215843012430e-04	5.526814e+00	1.347646e+01	1.306610e+01
1.758119481087023e-04	5.511653e+00	1.347646e+01	1.306503e+01
1.759090945984872e-04	5.495319e+00	1.347646e+01	1.306388e+01
1.760504030749038e-04	5.471541e+00	1.347646e+01	1.306221e+01
1.763330200277389e-04	5.424022e+00	1.347645e+01	1.305886e+01
1.767062216029881e-04	5.361320e+00	1.347645e+01	1.305445e+01
1.773447440271345e-04	5.254150e+00	1.347645e+01	1.304690e+01
1.779818786182188e-04	5.147365e+00	1.347644e+01	1.303938e+01
1.789764094106468e-04	4.980988e+00	1.347643e+01	1.302766e+01
1.876892536755298e-04	3.538367e+00	1.347637e+01	1.292605e+01
1.902092536755304e-04	3.125432e+00	1.347636e+01	1.289697e+01
1.905783044201716e-04	3.065198e+00	1.347635e+01	1.289272e+01
1.906220458534717e-04	3.058064e+00	1.347635e+01	1.289222e+01
1.906974453296587e-04	3.045770e+00	1.347635e+01	1.289136e+01
1.907576322779173e-04	3.035957e+00	1.347635e+01	1.289066e+01
1.908177164934646e-04	3.026163e+00	1.347635e+01	1.288997e+01
1.908307423865545e-04	3.024040e+00	1.347635e+01	1.288982e+01
1.908567941727359e-04	3.019793e+00	1.347635e+01	1.288953e+01
1.908592365276896e-04	3.019395e+00	1.347635e+01	1.288950e+01
1.908624930009629e-04	3.018862e+00	1.347635e+01	1.288934e+01
1.908690059475079e-04	3.017678e+00	1.347635e+01	1.288163e+01
1.908736301764694e-04	3.014827e+00	1.347635e+01	1.274826e+01
1.908773207699912e-04	3.002699e+00	1.347635e+01	1.200739e+01
1.908796153363840e-04	2.974740e+00	1.347635e+01	1.023427e+01
1.908812347012050e-04	2.930232e+00	1.347635e+01	7.447928e+00
1.908827817925802e-04	2.870085e+00	1.347635e+01	3.812618e+00
1.908835232471463e-04	2.842221e+00	1.347635e+01	2.262787e+00
1.908841597559954e-04	2.824298e+00	1.347635e+01	1.425476e+00
1.908848842440847e-04	2.809904e+00	1.347635e+01	9.175398e-01
1.908853950094973e-04	2.802146e+00	1.347635e+01	7.234501e-01
1.908859855967431e-04	2.794696e+00	1.347635e+01	5.911714e-01
1.908865881307779e-04	2.788096e+00	1.347635e+01	5.031043e-01
1.908876648137967e-04	2.777900e+00	1.347635e+01	4.061579e-01
1.908886485025817e-04	2.769972e+00	1.347635e+01	3.556101e-01
1.908900191462306e-04	2.760887e+00	1.347635e+01	3.248523e-01
1.908915183218788e-04	2.752903e+00	1.347635e+01	3.150274e-01
1.908932174546733e-04	2.745931e+00	1.347635e+01	3.139750e-01
1.908950633863326e-04	2.740792e+00	1.347635e+01	3.138416e-01
1.908987552496511e-04	2.736743e+00	1.347635e+01	3.136318e-01
1.909061389762882e-04	2.742306e+00	1.347635e+01	3.133968e-01
1.909156397682781e-04	2.765323e+00	1.347635e+01	3.132718e-01
1.909270841299812e-04	2.805838e+00	1.347635e+01	3.132677e-01
1.909410942032633e-04	2.860234e+00	1.347635e+01	3.133406e-01
1.909583871116116e-04	2.922094e+00	1.347635e+01	3.134541e-01
1.909765557805403e-04	2.973829e+00	1.347635e+01	3.135580e-01
1.909957472982279e-04	3.011524e+00	1.347635e+01	3.136368e-01
1.910152192460685e-04	3.033965e+00	1.347635e+01	3.136841e-01
1.910374681620437e-04	3.046509e+00	1.347635e+01	3.137099e-01
1.910542773574889e-04	3.050305e+00	1.347635e+01	3.137172e-01
1.910639964480126e-04	3.050893e+00	1.347635e+01	3.137162e-01
1.910721828668870e-04	3.050919e+00	1.347635e+01	3.137149e-01
1.910813592348841e-04	3.050827e+00	1.347635e+01	3.137130e-01
1.910906925964313e-04	3.050782e+00	1.347635e+01	3.137106e-01
1.911009934955788e-04	3.050915e+00	1.347635e+01	3.137086e-01
1.911116045764556e-04	3.051345e+00	1.347635e+01	3.137065e-01
1.911235600774285e-04	3.052269e+00	1.347635e+01	3.137057e-01
1.911405652817617e-04	3.054320e+00	1.347635e+01	3.137049e-01
1.911629336278035e-04	3.058052e+00	1.347635e+01	3.137069e-01
1.911975553790142e-04	3.065125e+00	1.347635e+01	3.137122e-01
1.912306868826381e-04	3.072539e+00	1.347635e+01	3.137190e-01
1.912681291003950e-04	3.081060e+00	1.347635e+01	3.137271e-01
1.913114492463203e-04	3.090704e+00	1.347635e+01	3.137362e-01
1.913647420460195e-04	3.102327e+00	1.347635e+01	3.137466e-01
1.917333386053082e-04	3.182368e+00	1.347635e+01	3.138191e-01
1.932820278308700e-04	3.518884e+00	1.347633e+01	3.141199e-01
1.948307170564318e-04	3.855387e+00	1.347632e+01	3.144232e-01
1.963794062819937e-04	4.191876e+00	1.347631e+01	3.147291e-01
1.979280955075555e-04	4.528353e+00	1.347630e+01	3.150376e-01
1.994767847331173e-04	4.864817e+00	1.347629e+01	3.153488e-01
2.010254739586791e-04	5.201267e+00	1.347628e+01	3.156626e-01
2.025741631842409e-04	5.537705e+00	1.347627e+01	3.159789e-01
2.027655120849584e-04	5.579276e+00	1.347627e+01	3.159880e-01
2.027670851957840e-04	5.579621e+00	1.347627e+01	3.162389e-01
2.027702314174352e-04	5.580411e+00	1.347627e+01	3.228274e-01
2.027751770180188e-04	5.582153e+00	1.347627e+01	3.623199e-01
2.027804557173194e-04	5.585290e+00	1.347627e+01	4.753010e-01
2.027858184499350e-04	5.591368e+00	1.347627e+01	7.486295e-01
2.027908421686018e-04	5.602498e+00	1.347627e+01	1.302798e+00
2.027952773471196e-04	5.620662e+00	1.347627e+01	2.241933e+00
2.027995704373935e-04	5.649120e+00	1.347627e+01	3.711713e+00
2.028037481656159e-04	5.687110e+00	1.347627e+01	5.612708e+00
2.028087410337245e-04	5.738488e+00	1.347627e+01	8.041424e+00
2.028138808044793e-04	5.786481e+00	1.347627e+01	1.013569e+01
2.028197472135011e-04	5.824843e+00	1.347627e+01	1.167844e+01
2.028266957505853e-04	5.847974e+00	1.347627e+01	1.261689e+01
2.028317438035627e-04	5.850966e+00	1.347627e+01	1.290555e+01
2.028378180525744e-04	5.842700e+00	1.347627e+01	1.302856e+01
2.028438756737586e-04	5.826985e+00	1.347627e+01	1.307430e+01
2.028540036850181e-04	5.792459e+00	1.347627e+01	1.309461e+01
2.028663703571056e-04	5.746846e+00	1.347627e+01	1.309692e+01
2.028832100997319e-04	5.688819e+00	1.347627e+01	1.309019e+01
2.029029411718310e-04	5.634077e+00	1.347627e+01	1.308128e+01
2.029216512110434e-04	5.598295e+00	1.347627e+01	1.307473e+01
2.029412715450971e-04	5.576583e+00	1.347627e+01	1.307044e+01
2.029621373839333e-04	5.565567e+00	1.347627e+01	1.306808e+01
2.029799055873992e-04	5.562244e+00	1.347627e+01	1.306729e+01
2.029899913597727e-04	5.562037e+00	1.347627e+01	1.306723e+01
2.029991811593832e-04	5.562424e+00	1.347627e+01	1.306734e+01
2.030090122587189e-04	5.562965e+00	1.347627e+01	1.306752e+01
2.030193926257952e-04	5.563463e+00	1.347627e+01	1.306773e+01
2.030303885462801e-04	5.563767e+00	1.347627e+01	1.306796e+01
2.030410182999043e-04	5.563742e+00	1.347627e+01	1.306814e+01
2.030534280819084e-04	5.563278e+00	1.347627e+01	1.306829e+01
2.030668620607856e-04	5.562235e+00	1.347627e+01	1.306838e+01
2.030887133617418e-04	5.559616e+00	1.347627e+01	1.306836e+01
2.031195152829360e-04	5.554872e+00	1.347627e+01	1.306813e+01
2.031505007461607e-04	5.549476e+00	1.347627e+01	1.306777e+01
2.031843260367101e-04	5.543417e+00	1.347627e+01	1.306731e+01
2.032240720245479e-04	5.536458e+00	1.347627e+01	1.306679e+01
2.032693020763178e-04	5.528764e+00	1.347627e+01	1.306624e+01
2.033429846761674e-04	5.516393e+00	1.347627e+01	1.306536e+01
2.034415250490185e-04	5.499840e+00	1.347627e+01	1.306420e+01
2.035525031105836e-04	5.481167e+00	1.347627e+01	1.306289e+01
2.037744592337139e-04	5.443835e+00	1.347626e+01	1.306026e+01
2.040532246962400e-04	5.396984e+00	1.347626e+01	1.305696e+01
2.046107556212904e-04	5.303359e+00	1.347626e+01	1.305036e+01
2.051886215766411e-04	5.206438e+00	1.347626e+01	1.304354e+01
2.060545588204316e-04	5.061432e+00	1.347625e+01	1.303332e+01
2.089140939134180e-04	4.584714e+00	1.347623e+01	1.299975e+01
2.181278439134220e-04	3.066813e+00	1.347618e+01	1.289284e+01
2.182397438736383e-04	3.048565e+00	1.347618e+01	1.289155e+01
2.183132627176978e-04	3.036578e+00	1.347617e+01	1.289071e+01
2.183890208337837e-04	3.024228e+00	1.347617e+01	1.288984e+01
2.183965818024613e-04	3.022996e+00	1.347617e+01	1.288975e+01
2.184117037398181e-04	3.020531e+00	1.347617e+01	1.288958e+01
2.184121763003609e-04	3.020454e+00	1.347617e+01	1.288959e+01
2.184131214214464e-04	3.020300e+00	1.347617e+01	1.288959e+01
2.184150116636158e-04	3.019990e+00	1.347617e+01	1.288942e+01
2.184187921479546e-04	3.019280e+00	1.347617e+01	1.288339e+01
2.184227137472326e-04	3.017498e+00	1.347617e+01	1.280986e+01
2.184256843049213e-04	3.011322e+00	1.347617e+01	1.244037e+01
2.184278130293645e-04	2.995421e+00	1.347617e+01	1.142880e+01
2.184292819482538e-04	2.967476e+00	1.347617e+01	9.640710e+00
2.184305883243930e-04	2.924120e+00	1.347617e+01	6.919461e+00
2.184318229529938e-04	2.873218e+00	1.347617e+01	3.847181e+00
2.184325006468323e-04	2.847340e+00	1.347617e+01	2.410024e+00
2.184331981333314e-04	2.827411e+00	1.347617e+01	1.473567e+00
2.184339555763234e-04	2.812029e+00	1.347617e+01	9.208303e-01
2.184344549723358e-04	2.804374e+00	1.347617e+01	7.280040e-01
2.184350620589529e-04	2.796676e+00	1.347617e+01	5.914682e-01
2.184356527680145e-04	2.790137e+00	1.347617e+01	5.035164e-01
2.184366126741014e-04	2.780922e+00	1.347617e+01	4.144171e-01
2.184376319273283e-04	2.772554e+00	1.347617e+01	3.594892e-01
2.184389669054355e-04	2.763485e+00	1.347617e+01	3.265878e-01
2.184404588081394e-04	2.755333e+00	1.347617e+01	3.154374e-01
2.184421491889400e-04	2.748181e+00	1.347617e+01	3.139919e-01
2.184439778890497e-04	2.742880e+00	1.347617e+01	3.138584e-01
2.184476352892675e-04	2.738497e+00	1.347617e+01	3.136443e-01
2.184549500897047e-04	2.743412e+00	1.347617e+01	3.134051e-01
2.184643768748454e-04	2.765725e+00	1.347617e+01	3.132750e-01
2.184757127315032e-04	2.805556e+00	1.347617e+01	3.132675e-01
2.184895827005325e-04	2.859449e+00	1.347617e+01	3.133379e-01
2.185066307155998e-04	2.920928e+00	1.347617e+01	3.134501e-01
2.185245473274745e-04	2.972743e+00	1.347617e+01	3.135538e-01
2.185438235764118e-04	3.011543e+00	1.347617e+01	3.136348e-01
2.185631982638148e-04	3.034679e+00	1.347617e+01	3.136836e-01
2.185853127587879e-04	3.047694e+00	1.347617e+01	3.137105e-01
2.186031039173135e-04	3.051925e+00	1.347617e+01	3.137188e-01
2.186130150771699e-04	3.052572e+00	1.347617e+01	3.137177e-01
2.186210745981614e-04	3.052602e+00	1.347617e+01	3.137164e-01
2.186303003879793e-04	3.052509e+00	1.347617e+01	3.137146e-01
2.186395523369380e-04	3.052461e+00	1.347617e+01	3.137122e-01
2.186499096950584e-04	3.052588e+00	1.347617e+01	3.137101e-01
2.186604394867377e-04	3.053006e+00	1.347617e+01	3.137081e-01
2.186724290465722e-04	3.053921e+00	1.347617e+01	3.137073e-01
2.186892229428736e-04	3.055929e+00	1.347617e+01	3.137063e-01
2.187115219023702e-04	3.059628e+00	1.347617e+01	3.137084e-01
2.187456118255167e-04	3.066567e+00	1.347617e+01	3.137135e-01
2.187790616377788e-04	3.074045e+00	1.347617e+01	3.137204e-01
2.188165188531949e-04	3.082570e+00	1.347617e+01	3.137284e-01
2.188598537382486e-04	3.092222e+00	1.347617e+01	3.137375e-01
2.189125767447318e-04	3.103724e+00	1.347617e+01	3.137479e-01
2.192769726141984e-04	3.182850e+00	1.347617e+01	3.138196e-01
2.208140118400282e-04	3.516835e+00	1.347616e+01	3.141169e-01
2.223510510658580e-04	3.850807e+00	1.347615e+01	3.144176e-01
2.238880902916878e-04	4.184766e+00	1.347614e+01	3.147217e-01
2.254251295175176e-04	4.518712e+00	1.347613e+01	3.150291e-01
2.269621687433474e-04	4.852645e+00	1.347612e+01	3.153398e-01
2.284992079691772e-04	5.186565e+00	1.347611e+01	3.156539e-01
2.300362471950070e-04	5.520473e+00	1.347611e+01	3.159713e-01
2.300473214137568e-04	5.522878e+00	1.347611e+01	3.159511e-01
2.300583956325067e-04	5.525284e+00	1.347611e+01	3.159367e-01
2.300694698512565e-04	5.527690e+00	1.347611e+01	3.159279e-01
2.300805440700064e-04	5.530097e+00	1.347611e+01	3.159249e-01
2.300916182887562e-04	5.532503e+00	1.347611e+01	3.159276e-01
2.301026925075061e-04	5.534909e+00	1.347611e+01	3.159360e-01
2.301137667262559e-04	5.537315e+00	1.347611e+01	3.159500e-01
2.303071441013878e-04	5.579323e+00	1.347610e+01	3.159881e-01
2.303100041475704e-04	5.579953e+00	1.347610e+01	3.164753e-01
2.303157242399337e-04	5.581379e+00	1.347610e+01	3.277153e-01
2.303207745495191e-04	5.583315e+00	1.347610e+01	3.764138e-01
2.303272365527520e-04	5.587893e+00	1.347610e+01	5.548795e-01
2.303327599390750e-04	5.595941e+00	1.347610e+01	9.344674e-01
2.303378807315629e-04	5.610780e+00	1.347610e+01	1.689412e+00
2.303421676536042e-04	5.632844e+00	1.347610e+01	2.834219e+00
2.303463248754765e-04	5.665327e+00	1.347610e+01	4.495443e+00
2.303507103366739e-04	5.708405e+00	1.347610e+01	6.601396e+00
2.303563440318058e-04	5.764627e+00	1.347610e+01	9.161999e+00
2.303623726546463e-04	5.812837e+00	1.347610e+01	1.117379e+01
2.303681497783112e-04	5.841661e+00	1.347610e+01	1.229554e+01
2.303726510555146e-04	5.851176e+00	1.347610e+01	1.271984e+01
2.303778353541768e-04	5.850769e+00	1.347610e+01	1.293391e+01
2.303836535248061e-04	5.841237e+00	1.347610e+01	1.303587e+01
2.303911845730026e-04	5.820187e+00	1.347610e+01	1.308176e+01
2.304006983112963e-04	5.786911e+00	1.347610e+01	1.309640e+01
2.304151282876820e-04	5.733798e+00	1.347610e+01	1.309571e+01
2.304327768412814e-04	5.675298e+00	1.347610e+01	1.308803e+01
2.304524806847653e-04	5.624567e+00	1.347610e+01	1.307948e+01
2.304711165787669e-04	5.592740e+00	1.347610e+01	1.307358e+01
2.304909638185040e-04	5.574060e+00	1.347610e+01	1.306980e+01
2.305129084702907e-04	5.564749e+00	1.347610e+01	1.306777e+01
2.305274418885148e-04	5.562798e+00	1.347610e+01	1.306729e+01
2.305364139478100e-04	5.562828e+00	1.347610e+01	1.306729e+01
2.305457652948487e-04	5.563270e+00	1.347610e+01	1.306742e+01
2.305556715254346e-04	5.563817e+00	1.347610e+01	1.306760e+01
2.305663913904476e-04	5.564303e+00	1.347610e+01	1.306783e+01
2.305772105833607e-04	5.564550e+00	1.347610e+01	1.306804e+01
2.305882133363853e-04	5.564459e+00	1.347610e+01	1.306822e+01
2.306006482379486e-04	5.563902e+00	1.347610e+01	1.306837e+01
2.306155380306894e-04	5.562626e+00	1.347610e+01	1.306844e+01
2.306384402340159e-04	5.559699e+00	1.347610e+01	1.306839e+01
2.306737888512975e-04	5.554048e+00	1.347610e+01	1.306809e+01
2.307023642361284e-04	5.549010e+00	1.347610e+01	1.306773e+01
2.307360369866347e-04	5.542981e+00	1.347610e+01	1.306728e+01
2.307756554754022e-04	5.536084e+00	1.347610e+01	1.306676e+01
2.308251190508547e-04	5.527700e+00	1.347610e+01	1.306616e+01
2.309103834547740e-04	5.513390e+00	1.347610e+01	1.306515e+01
2.310223362937784e-04	5.494572e+00	1.347610e+01	1.306383e+01
2.311424570115121e-04	5.474359e+00	1.347610e+01	1.306241e+01
2.313826984469795e-04	5.433959e+00	1.347610e+01	1.305956e+01
2.316925982230964e-04	5.381885e+00	1.347610e+01	1.305589e+01
2.323123977753302e-04	5.277829e+00	1.347609e+01	1.304856e+01
2.329069100884349e-04	5.178151e+00	1.347609e+01	1.304154e+01
2.338521050277535e-04	5.019948e+00	1.347608e+01	1.303040e+01
2.449543302609925e-04	3.184823e+00	1.347602e+01	1.290115e+01
2.455843302609922e-04	3.081978e+00	1.347602e+01	1.289391e+01
2.456133645928216e-04	3.077241e+00	1.347602e+01	1.289357e+01
2.456714332564822e-04	3.067770e+00	1.347602e+01	1.289291e+01
2.457151957443934e-04	3.060632e+00	1.347602e+01	1.289240e+01
2.457591042158945e-04	3.053473e+00	1.347602e+01	1.289190e+01
2.458059189139206e-04	3.045839e+00	1.347602e+01	1.289136e+01
2.458490792339261e-04	3.038803e+00	1.347602e+01	1.289086e+01
2.458927939218286e-04	3.031676e+00	1.347602e+01	1.289036e+01
2.459031651531763e-04	3.029985e+00	1.347602e+01	1.289024e+01
2.459239076158717e-04	3.026604e+00	1.347602e+01	1.289000e+01
2.459653925412624e-04	3.019842e+00	1.347602e+01	1.288950e+01
2.459657159175101e-04	3.019789e+00	1.347602e+01	1.288948e+01
2.459657967615724e-04	3.019775e+00	1.347602e+01	1.288948e+01
2.459659584496971e-04	3.019749e+00	1.347602e+01	1.288947e+01
2.459662818259448e-04	3.019696e+00	1.347602e+01	1.288944e+01
2.459669285784401e-04	3.019589e+00	1.347602e+01	1.288933e+01
2.459682220834307e-04	3.019362e+00	1.347602e+01	1.288829e+01
2.459708090934137e-04	3.018668e+00	1.347602e+01	1.287054e+01
2.459737024515189e-04	3.016323e+00	1.347602e+01	1.274839e+01
2.459758923061030e-04	3.009870e+00	1.347602e+01	1.234952e+01
2.459774686202777e-04	2.995852e+00	1.347602e+01	1.145016e+01
2.459788051686930e-04	2.969103e+00	1.347602e+01	9.731447e+00
2.459800164854951e-04	2.928671e+00	1.347602e+01	7.186033e+00
2.459812749425871e-04	2.876492e+00	1.347602e+01	4.022295e+00
2.459819624272552e-04	2.849678e+00	1.347602e+01	2.518207e+00
2.459826350151555e-04	2.829706e+00	1.347602e+01	1.559345e+00
2.459833864046860e-04	2.813770e+00	1.347602e+01	9.644406e-01
2.459838651594076e-04	2.806118e+00	1.347602e+01	7.602358e-01
2.459844202790142e-04	2.798829e+00	1.347602e+01	6.226403e-01
2.459850035560988e-04	2.792147e+00	1.347602e+01	5.265129e-01
2.459859344435180e-04	2.782880e+00	1.347602e+01	4.295259e-01
2.459869047600986e-04	2.774593e+00	1.347602e+01	3.697465e-01
2.459881829329647e-04	2.765492e+00	1.347602e+01	3.315543e-01
2.459896035038635e-04	2.757286e+00	1.347602e+01	3.167691e-01
2.459912822460782e-04	2.749708e+00	1.347602e+01	3.140295e-01
2.459930960044786e-04	2.743834e+00	1.347602e+01	3.138859e-01
2.459960175428266e-04	2.738943e+00	1.347602e+01	3.136984e-01
2.460018606195227e-04	2.740016e+00	1.347602e+01	3.134742e-01
2.460115559024031e-04	2.758935e+00	1.347602e+01	3.132950e-01
2.460217420841310e-04	2.792165e+00	1.347602e+01	3.132586e-01
2.460354868309353e-04	2.845250e+00	1.347602e+01	3.133160e-01
2.460521606320668e-04	2.907537e+00	1.347602e+01	3.134241e-01
2.460683881497696e-04	2.957937e+00	1.347602e+01	3.135234e-01
2.460884509025239e-04	3.003152e+00	1.347602e+01	3.136171e-01
2.461069721819698e-04	3.029228e+00	1.347602e+01	3.136721e-01
2.461289896634501e-04	3.044668e+00	1.347602e+01	3.137045e-01
2.461552230804860e-04	3.052093e+00	1.347602e+01	3.137188e-01
2.461650665137143e-04	3.052832e+00	1.347602e+01	3.137179e-01
2.461728103640964e-04	3.052765e+00	1.347602e+01	3.137164e-01
2.461819721785059e-04	3.052614e+00	1.347602e+01	3.137144e-01
2.461912780186530e-04	3.052547e+00	1.347602e+01	3.137119e-01
2.462017627033273e-04	3.052689e+00	1.347602e+01	3.137098e-01
2.462124261685926e-04	3.053157e+00	1.347602e+01	3.137078e-01
2.462250652016905e-04	3.054206e+00	1.347602e+01	3.137070e-01
2.462427554342870e-04	3.056474e+00	1.347602e+01	3.137065e-01
2.462667780865919e-04	3.060676e+00	1.347602e+01	3.137090e-01
2.463051718376921e-04	3.068737e+00	1.347602e+01	3.137155e-01
2.463363244017778e-04	3.075775e+00	1.347602e+01	3.137220e-01
2.463739620082971e-04	3.084333e+00	1.347602e+01	3.137301e-01
2.464169642460989e-04	3.093868e+00	1.347602e+01	3.137391e-01
2.464758938401333e-04	3.106694e+00	1.347602e+01	3.137506e-01
2.466852334997559e-04	3.152124e+00	1.347602e+01	3.137917e-01
2.557567892151925e-04	5.123131e+00	1.347597e+01	3.155508e-01
2.578829312646237e-04	5.585007e+00	1.347596e+01	3.159932e-01
2.578852054636090e-04	5.585550e+00	1.347596e+01	3.190626e-01
2.578897538615798e-04	5.586971e+00	1.347596e+01	3.451656e-01
2.578946189852761e-04	5.589406e+00	1.347596e+01	4.242412e-01
2.579002246702079e-04	5.594559e+00	1.347596e+01	6.439915e-01
2.579053196962514e-04	5.604226e+00	1.347596e+01	1.116598e+00
2.579107989882229e-04	5.624439e+00	1.347596e+01	2.155759e+00
2.579153012909792e-04	5.652824e+00	1.347596e+01	3.620784e+00
2.579197284472406e-04	5.692558e+00	1.347596e+01	5.612440e+00
2.579246584492254e-04	5.743175e+00	1.347596e+01	8.009637e+00
2.579297479632977e-04	5.790868e+00	1.347596e+01	1.009406e+01
2.579356307994933e-04	5.829700e+00	1.347596e+01	1.165755e+01
2.579425315200456e-04	5.853186e+00	1.347596e+01	1.260660e+01
2.579475167187196e-04	5.856448e+00	1.347596e+01	1.289857e+01
2.579536260420203e-04	5.848434e+00	1.347596e+01	1.302644e+01
2.579596204978704e-04	5.833094e+00	1.347596e+01	1.307360e+01
2.579696741236842e-04	5.799000e+00	1.347596e+01	1.309475e+01
2.579817958785358e-04	5.754310e+00	1.347596e+01	1.309744e+01
2.579985977194752e-04	5.696149e+00	1.347596e+01	1.309084e+01
2.580183203430356e-04	5.640920e+00	1.347596e+01	1.308191e+01
2.580370509425896e-04	5.604589e+00	1.347596e+01	1.307528e+01
2.580566226521083e-04	5.582487e+00	1.347596e+01	1.307092e+01
2.580773865039371e-04	5.571239e+00	1.347596e+01	1.306852e+01
2.580957356249254e-04	5.567685e+00	1.347596e+01	1.306768e+01
2.581059287362804e-04	5.567447e+00	1.347596e+01	1.306761e+01
2.581150536860293e-04	5.567830e+00	1.347596e+01	1.306772e+01
2.581249099938478e-04	5.568374e+00	1.347596e+01	1.306790e+01
2.581352466633300e-04	5.568872e+00	1.347596e+01	1.306811e+01
2.581462861011088e-04	5.569180e+00	1.347596e+01	1.306833e+01
2.581568680540304e-04	5.569160e+00	1.347596e+01	1.306852e+01
2.581693032165672e-04	5.568699e+00	1.347596e+01	1.306868e+01
2.581826351912460e-04	5.567670e+00	1.347596e+01	1.306876e+01
2.582044656322530e-04	5.565063e+00	1.347596e+01	1.306874e+01
2.582350217190995e-04	5.560366e+00	1.347596e+01	1.306852e+01
2.582661706174542e-04	5.554945e+00	1.347596e+01	1.306815e+01
2.583000220061030e-04	5.548882e+00	1.347596e+01	1.306770e+01
2.583397779253906e-04	5.541919e+00	1.347596e+01	1.306718e+01
2.583848253099024e-04	5.534254e+00	1.347596e+01	1.306662e+01
2.584581029265870e-04	5.521950e+00	1.347596e+01	1.306576e+01
2.585560485609366e-04	5.505497e+00	1.347595e+01	1.306460e+01
2.586667409385582e-04	5.486871e+00	1.347595e+01	1.306329e+01
2.588881256938014e-04	5.449632e+00	1.347595e+01	1.306067e+01
2.591662142746032e-04	5.402891e+00	1.347595e+01	1.305737e+01
2.597223914362068e-04	5.309486e+00	1.347595e+01	1.305080e+01
