;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
528,-0.02672,7.83405
529,-0.02671,7.83405
530,-0.0267,7.83405
531,-0.02669,7.83405
532,-0.02668,7.83405
533,-0.02667,7.83405
534,-0.02666,7.83405
535,-0.02665,7.83405
536,-0.02664,7.83405
537,-0.02663,7.83405
538,-0.02662,7.83405
539,-0.02661,7.83405
540,-0.0266,7.83405
541,-0.02659,7.83405
542,-0.02658,7.83405
543,-0.02657,7.83405
544,-0.02656,7.83405
545,-0.02655,7.83405
546,-0.02654,7.83405
547,-0.02653,7.83405
548,-0.02652,7.83405
549,-0.02651,7.83405
550,-0.0265,7.83405
551,-0.02649,7.83405
552,-0.02648,7.83405
553,-0.02647,7.83405
554,-0.02646,7.83405
555,-0.02645,7.83405
556,-0.02644,7.83405
557,-0.02643,7.83405
558,-0.02642,7.83405
559,-0.02641,7.83405
560,-0.0264,7.83405
561,-0.02639,7.83405
562,-0.02638,7.83405
563,-0.02637,7.83405
564,-0.02636,7.83405
565,-0.02635,7.83405
566,-0.02634,7.83405
567,-0.02633,7.83405
568,-0.02632,7.83405
569,-0.02631,7.83405
570,-0.0263,7.83405
571,-0.02629,7.83405
572,-0.02628,7.83405
573,-0.02627,7.83405
574,-0.02626,7.83405
575,-0.02625,7.83405
576,-0.02624,7.83405
577,-0.02623,7.83405
578,-0.02622,7.83405
579,-0.02621,7.83405
580,-0.0262,7.83405
581,-0.02619,7.83405
582,-0.02618,7.83405
583,-0.02617,7.83405
584,-0.02616,7.83405
585,-0.02615,7.83405
586,-0.02614,7.83405
587,-0.02613,7.83405
588,-0.02612,7.83405
589,-0.02611,7.83405
590,-0.0261,7.83405
591,-0.02609,7.83405
592,-0.02608,7.83405
593,-0.02607,7.83405
594,-0.02606,7.83405
595,-0.02605,7.83405
596,-0.02604,7.83405
597,-0.02603,7.83405
598,-0.02602,7.83405
599,-0.02601,7.83405
600,-0.026,7.83405
601,-0.02599,7.83405
602,-0.02598,7.83405
603,-0.02597,7.83405
604,-0.02596,7.81734
605,-0.02595,7.83405
606,-0.02594,7.83405
607,-0.02593,7.83405
608,-0.02592,7.83405
609,-0.02591,7.83405
610,-0.0259,7.81734
611,-0.02589,7.81734
612,-0.02588,7.81734
613,-0.02587,7.81734
614,-0.02586,7.83405
615,-0.02585,7.83405
616,-0.02584,7.83405
617,-0.02583,7.83405
618,-0.02582,7.83405
619,-0.02581,7.81734
620,-0.0258,7.83405
621,-0.02579,7.83405
622,-0.02578,7.83405
623,-0.02577,7.83405
624,-0.02576,7.83405
625,-0.02575,7.83405
626,-0.02574,7.83405
627,-0.02573,7.83405
628,-0.02572,7.83405
629,-0.02571,7.81734
630,-0.0257,7.83405
631,-0.02569,7.80064
632,-0.02568,7.83405
633,-0.02567,7.81734
634,-0.02566,7.81734
635,-0.02565,7.81734
636,-0.02564,7.81734
637,-0.02563,7.83405
638,-0.02562,7.83405
639,-0.02561,7.83405
640,-0.0256,7.81734
641,-0.02559,7.85075
642,-0.02558,7.85075
643,-0.02557,7.85075
644,-0.02556,7.88416
645,-0.02555,7.88416
646,-0.02554,7.88416
647,-0.02553,7.90086
648,-0.02552,7.90086
649,-0.02551,7.88416
650,-0.0255,7.91756
651,-0.02549,7.91756
652,-0.02548,7.91756
653,-0.02547,7.91756
654,-0.02546,7.93427
655,-0.02545,7.93427
656,-0.02544,7.93427
657,-0.02543,7.93427
658,-0.02542,7.95097
659,-0.02541,7.95097
660,-0.0254,7.93427
661,-0.02539,7.96768
662,-0.02538,7.96768
663,-0.02537,7.96768
664,-0.02536,7.96768
665,-0.02535,7.96768
666,-0.02534,7.96768
667,-0.02533,7.96768
668,-0.02532,7.98438
669,-0.02531,7.95097
670,-0.0253,7.98438
671,-0.02529,7.98438
672,-0.02528,7.98438
673,-0.02527,7.98438
674,-0.02526,7.98438
675,-0.02525,7.98438
676,-0.02524,7.98438
677,-0.02523,7.98438
678,-0.02522,7.98438
679,-0.02521,7.98438
680,-0.0252,7.98438
681,-0.02519,7.98438
682,-0.02518,7.98438
683,-0.02517,7.98438
684,-0.02516,7.98438
685,-0.02515,7.95097
686,-0.02514,7.96768
687,-0.02513,7.96768
688,-0.02512,7.96768
689,-0.02511,7.96768
690,-0.0251,7.96768
691,-0.02509,7.96768
692,-0.02508,7.96768
693,-0.02507,7.96768
694,-0.02506,7.96768
695,-0.02505,7.96768
696,-0.02504,7.96768
697,-0.02503,7.96768
698,-0.02502,7.96768
699,-0.02501,7.96768
700,-0.025,7.96768
701,-0.02499,7.96768
702,-0.02498,7.96768
703,-0.02497,7.96768
704,-0.02496,7.98438
705,-0.02495,7.95097
706,-0.02494,7.96768
707,-0.02493,7.96768
708,-0.02492,7.96768
709,-0.02491,7.96768
710,-0.0249,7.96768
711,-0.02489,7.96768
712,-0.02488,7.96768
713,-0.02487,7.96768
714,-0.02486,7.96768
715,-0.02485,7.96768
716,-0.02484,7.96768
717,-0.02483,7.96768
718,-0.02482,7.96768
719,-0.02481,7.96768
720,-0.0248,7.96768
721,-0.02479,7.96768
722,-0.02478,7.96768
723,-0.02477,7.96768
724,-0.02476,7.96768
725,-0.02475,7.96768
726,-0.02474,7.96768
727,-0.02473,7.96768
728,-0.02472,7.96768
729,-0.02471,7.96768
730,-0.0247,7.96768
731,-0.02469,7.96768
732,-0.02468,7.96768
733,-0.02467,7.96768
734,-0.02466,7.96768
735,-0.02465,7.96768
736,-0.02464,7.96768
737,-0.02463,7.96768
738,-0.02462,7.96768
739,-0.02461,7.96768
740,-0.0246,7.96768
741,-0.02459,7.96768
742,-0.02458,7.96768
743,-0.02457,7.96768
744,-0.02456,7.96768
745,-0.02455,7.96768
746,-0.02454,7.96768
747,-0.02453,7.96768
748,-0.02452,7.96768
749,-0.02451,7.96768
750,-0.0245,7.96768
751,-0.02449,7.96768
752,-0.02448,7.96768
753,-0.02447,7.96768
754,-0.02446,7.96768
755,-0.02445,7.96768
756,-0.02444,7.96768
757,-0.02443,7.96768
758,-0.02442,7.96768
759,-0.02441,7.96768
760,-0.0244,7.96768
761,-0.02439,7.96768
762,-0.02438,7.96768
763,-0.02437,7.96768
764,-0.02436,7.96768
765,-0.02435,7.96768
766,-0.02434,7.96768
767,-0.02433,7.96768
768,-0.02432,7.96768
769,-0.02431,7.96768
770,-0.0243,7.96768
771,-0.02429,7.96768
772,-0.02428,7.96768
773,-0.02427,7.96768
774,-0.02426,7.96768
775,-0.02425,7.96768
776,-0.02424,7.96768
777,-0.02423,7.96768
778,-0.02422,7.96768
779,-0.02421,7.96768
780,-0.0242,7.96768
781,-0.02419,7.96768
782,-0.02418,7.96768
783,-0.02417,7.96768
784,-0.02416,7.96768
785,-0.02415,7.96768
786,-0.02414,7.96768
787,-0.02413,7.96768
788,-0.02412,7.96768
789,-0.02411,7.96768
790,-0.0241,7.96768
791,-0.02409,7.96768
792,-0.02408,7.96768
793,-0.02407,7.96768
794,-0.02406,7.96768
795,-0.02405,7.96768
796,-0.02404,7.96768
797,-0.02403,7.96768
798,-0.02402,7.96768
799,-0.02401,7.96768
800,-0.024,7.96768
801,-0.02399,7.96768
802,-0.02398,7.96768
803,-0.02397,7.96768
804,-0.02396,7.96768
805,-0.02395,7.96768
806,-0.02394,7.96768
807,-0.02393,7.96768
808,-0.02392,7.96768
809,-0.02391,7.96768
810,-0.0239,7.96768
811,-0.02389,7.96768
812,-0.02388,7.96768
813,-0.02387,7.96768
814,-0.02386,7.96768
815,-0.02385,7.96768
816,-0.02384,7.96768
817,-0.02383,7.96768
818,-0.02382,7.96768
819,-0.02381,7.96768
820,-0.0238,7.96768
821,-0.02379,7.96768
822,-0.02378,7.96768
823,-0.02377,7.96768
824,-0.02376,7.96768
825,-0.02375,7.96768
826,-0.02374,7.96768
827,-0.02373,7.96768
828,-0.02372,7.96768
829,-0.02371,7.96768
830,-0.0237,7.96768
831,-0.02369,7.96768
832,-0.02368,7.96768
833,-0.02367,7.96768
834,-0.02366,7.96768
835,-0.02365,7.96768
836,-0.02364,7.96768
837,-0.02363,7.96768
838,-0.02362,7.96768
839,-0.02361,7.96768
840,-0.0236,7.96768
841,-0.02359,7.96768
842,-0.02358,7.96768
843,-0.02357,7.96768
844,-0.02356,7.96768
845,-0.02355,7.96768
846,-0.02354,7.96768
847,-0.02353,7.96768
848,-0.02352,7.96768
849,-0.02351,7.96768
850,-0.0235,7.96768
851,-0.02349,7.96768
852,-0.02348,7.96768
853,-0.02347,7.96768
854,-0.02346,7.96768
855,-0.02345,7.96768
856,-0.02344,7.96768
857,-0.02343,7.96768
858,-0.02342,7.96768
859,-0.02341,7.96768
860,-0.0234,7.96768
861,-0.02339,7.96768
862,-0.02338,7.96768
863,-0.02337,7.96768
864,-0.02336,7.96768
865,-0.02335,7.96768
866,-0.02334,7.96768
867,-0.02333,7.96768
868,-0.02332,7.96768
869,-0.02331,7.96768
870,-0.0233,7.96768
871,-0.02329,7.96768
872,-0.02328,7.96768
873,-0.02327,7.96768
874,-0.02326,7.96768
875,-0.02325,7.96768
876,-0.02324,7.96768
877,-0.02323,7.96768
878,-0.02322,7.96768
879,-0.02321,7.96768
880,-0.0232,7.96768
881,-0.02319,7.96768
882,-0.02318,7.96768
883,-0.02317,7.96768
884,-0.02316,7.96768
885,-0.02315,7.96768
886,-0.02314,7.96768
887,-0.02313,7.96768
888,-0.02312,7.96768
889,-0.02311,7.96768
890,-0.0231,7.96768
891,-0.02309,7.96768
892,-0.02308,7.96768
893,-0.02307,7.96768
894,-0.02306,7.96768
895,-0.02305,7.96768
896,-0.02304,7.96768
897,-0.02303,7.96768
898,-0.02302,7.96768
899,-0.02301,7.96768
900,-0.023,7.96768
901,-0.02299,7.96768
902,-0.02298,7.96768
903,-0.02297,7.96768
904,-0.02296,7.96768
905,-0.02295,7.96768
906,-0.02294,7.96768
907,-0.02293,7.96768
908,-0.02292,7.96768
909,-0.02291,7.96768
910,-0.0229,7.96768
911,-0.02289,7.96768
912,-0.02288,7.96768
913,-0.02287,7.96768
914,-0.02286,7.96768
915,-0.02285,7.96768
916,-0.02284,7.96768
917,-0.02283,7.96768
918,-0.02282,7.96768
919,-0.02281,7.96768
920,-0.0228,7.96768
921,-0.02279,7.96768
922,-0.02278,7.96768
923,-0.02277,7.95097
924,-0.02276,7.96768
925,-0.02275,7.96768
926,-0.02274,7.96768
927,-0.02273,7.96768
928,-0.02272,7.96768
929,-0.02271,7.96768
930,-0.0227,7.95097
931,-0.02269,7.95097
932,-0.02268,7.95097
933,-0.02267,7.95097
934,-0.02266,7.96768
935,-0.02265,7.96768
936,-0.02264,7.96768
937,-0.02263,7.96768
938,-0.02262,7.96768
939,-0.02261,7.95097
940,-0.0226,7.96768
941,-0.02259,7.96768
942,-0.02258,7.96768
943,-0.02257,7.95097
