time	V(oscillateur_2)	V(n003)
1.378613396861905e-04	3.135601e-01	3.259074e+00
1.378707778066443e-04	3.135580e-01	3.259166e+00
1.378814644263068e-04	3.135561e-01	3.259462e+00
1.378922675100475e-04	3.135543e-01	3.260067e+00
1.379061728441720e-04	3.135536e-01	3.261362e+00
1.379242637982178e-04	3.135536e-01	3.263825e+00
1.379496060265372e-04	3.135564e-01	3.268393e+00
1.379887126670906e-04	3.135633e-01	3.276684e+00
1.380209166541089e-04	3.135700e-01	3.283952e+00
1.380605360954233e-04	3.135785e-01	3.292909e+00
1.381048923890008e-04	3.135876e-01	3.302699e+00
1.381692822082871e-04	3.136002e-01	3.316692e+00
1.385803405846558e-04	3.136809e-01	3.405976e+00
1.485560171592808e-04	3.156401e-01	5.573437e+00
1.485733404572802e-04	3.182499e-01	5.577250e+00
1.485934927041695e-04	3.814888e-01	5.582747e+00
1.486029744477136e-04	5.856088e-01	5.588449e+00
1.486096705779530e-04	1.056037e+00	5.598380e+00
1.486145751519411e-04	1.847946e+00	5.613865e+00
1.486190216404652e-04	3.123070e+00	5.638508e+00
1.486232379443030e-04	4.832144e+00	5.672345e+00
1.486279214852221e-04	6.970146e+00	5.716929e+00
1.486331002612080e-04	9.034896e+00	5.763500e+00
1.486393235414517e-04	1.068725e+01	5.804275e+00
1.486460287928210e-04	1.160562e+01	5.827601e+00
1.486512447002455e-04	1.189346e+01	5.831363e+00
1.486583479968077e-04	1.202163e+01	5.822593e+00
1.486652277178040e-04	1.206153e+01	5.805582e+00
1.486773846970020e-04	1.207416e+01	5.766364e+00
1.486928014191863e-04	1.207249e+01	5.714584e+00
1.487101421834236e-04	1.206578e+01	5.662951e+00
1.487296255133742e-04	1.205885e+01	5.618861e+00
1.487480546874504e-04	1.205415e+01	5.591794e+00
1.487681496477550e-04	1.205121e+01	5.576110e+00
1.487906115519597e-04	1.204968e+01	5.568728e+00
1.488039702468087e-04	1.204940e+01	5.567657e+00
1.488127974231702e-04	1.204945e+01	5.567967e+00
1.488239861179833e-04	1.204961e+01	5.568718e+00
1.488344201224961e-04	1.204981e+01	5.569435e+00
1.488456746414413e-04	1.205002e+01	5.570040e+00
1.488575905230292e-04	1.205022e+01	5.570372e+00
1.488690264570998e-04	1.205038e+01	5.570313e+00
1.488827811806510e-04	1.205049e+01	5.569748e+00
1.488986825494994e-04	1.205053e+01	5.568491e+00
1.489254282645544e-04	1.205044e+01	5.565430e+00
1.489600098510351e-04	1.205017e+01	5.560664e+00
1.489927571092904e-04	1.204984e+01	5.555848e+00
1.490320017577806e-04	1.204944e+01	5.550137e+00
1.490702283893385e-04	1.204908e+01	5.544764e+00
1.491298602547716e-04	1.204854e+01	5.536566e+00
1.492142166034242e-04	1.204780e+01	5.525002e+00
1.493100577088548e-04	1.204694e+01	5.511830e+00
1.494604759045076e-04	1.204560e+01	5.491144e+00
1.496557884045076e-04	1.204385e+01	5.464302e+00
1.498511009045076e-04	1.204211e+01	5.437469e+00
1.500464134045077e-04	1.204037e+01	5.410645e+00
1.502417259045077e-04	1.203863e+01	5.383833e+00
1.504370384045077e-04	1.203689e+01	5.357030e+00
1.508276634045077e-04	1.203341e+01	5.303456e+00
1.511624848330791e-04	1.203043e+01	5.257568e+00
1.514973062616506e-04	1.202745e+01	5.211710e+00
1.518321276902220e-04	1.202447e+01	5.165882e+00
1.521669491187934e-04	1.202150e+01	5.120084e+00
1.525017705473649e-04	1.201853e+01	5.074316e+00
1.528365919759363e-04	1.201556e+01	5.028579e+00
1.531714134045077e-04	1.201259e+01	4.982872e+00
1.658667259045081e-04	1.190146e+01	3.271792e+00
1.660620384045081e-04	1.189978e+01	3.245798e+00
1.661675947843986e-04	1.189886e+01	3.231753e+00
1.661745924893454e-04	1.189880e+01	3.230822e+00
1.661885878992389e-04	1.189868e+01	3.228961e+00
1.662165787190261e-04	1.189844e+01	3.225237e+00
1.662174534321444e-04	1.189843e+01	3.225121e+00
1.662192028583811e-04	1.189842e+01	3.224888e+00
1.662227017108545e-04	1.189839e+01	3.224423e+00
1.662296994158013e-04	1.189833e+01	3.223492e+00
1.662436948256948e-04	1.189819e+01	3.221630e+00
1.662471936781682e-04	1.189814e+01	3.221165e+00
1.662541913831150e-04	1.189589e+01	3.220199e+00
1.662591592402753e-04	1.184398e+01	3.218718e+00
1.662631198861999e-04	1.142516e+01	3.211668e+00
1.662658818064098e-04	1.006627e+01	3.190182e+00
1.662677189698681e-04	7.670787e+00	3.152215e+00
1.662692282404158e-04	4.561762e+00	3.101610e+00
1.662701518453075e-04	2.609447e+00	3.067830e+00
1.662707717263400e-04	1.682897e+00	3.049548e+00
1.662715618480881e-04	1.008751e+00	3.032866e+00
1.662719612066501e-04	8.150144e-01	3.026491e+00
1.662724571186596e-04	6.753551e-01	3.020105e+00
1.662730457131855e-04	5.637906e-01	3.013534e+00
1.662740184817806e-04	4.468255e-01	3.004163e+00
1.662749134953646e-04	3.825710e-01	2.996795e+00
1.662761254655834e-04	3.382642e-01	2.988464e+00
1.662774630113331e-04	3.187520e-01	2.980967e+00
1.662791753307501e-04	3.138971e-01	2.973455e+00
1.662810043224821e-04	3.137275e-01	2.967528e+00
1.662833302168510e-04	3.135913e-01	2.963086e+00
1.662879820055888e-04	3.133928e-01	2.961947e+00
1.662972855830645e-04	3.131944e-01	2.975140e+00
1.663068247561861e-04	3.131329e-01	3.001513e+00
1.663200792822653e-04	3.131693e-01	3.048237e+00
1.663350096840839e-04	3.132544e-01	3.101354e+00
1.663513705431689e-04	3.133516e-01	3.151805e+00
1.663708895151085e-04	3.134443e-01	3.197342e+00
1.663895458273008e-04	3.135038e-01	3.225806e+00
1.664105117653786e-04	3.135397e-01	3.243118e+00
1.664342110103877e-04	3.135564e-01	3.252059e+00
1.664465657423142e-04	3.135598e-01	3.253770e+00
1.664541040921877e-04	3.135586e-01	3.254017e+00
1.664627545713146e-04	3.135566e-01	3.254077e+00
1.664720996348272e-04	3.135549e-01	3.254124e+00
1.664822959416642e-04	3.135526e-01	3.254290e+00
1.664928297125777e-04	3.135510e-01	3.254697e+00
1.665044318905382e-04	3.135492e-01	3.255518e+00
1.665201261142970e-04	3.135491e-01	3.257253e+00
1.665406264230684e-04	3.135497e-01	3.260428e+00
1.665703361172656e-04	3.135541e-01	3.266229e+00
1.666117576910285e-04	3.135621e-01	3.275335e+00
1.666517059054535e-04	3.135707e-01	3.284384e+00
1.666968838265892e-04	3.135800e-01	3.294453e+00
1.667461129226003e-04	3.135900e-01	3.305195e+00
1.671016052040631e-04	3.136595e-01	3.382386e+00
1.768672302040634e-04	3.155775e-01	5.504220e+00
1.770655944618759e-04	3.155862e-01	5.547314e+00
1.771864402178576e-04	3.156402e-01	5.573567e+00
1.772038904532249e-04	3.222362e-01	5.577483e+00
1.772246547618458e-04	4.169866e-01	5.583683e+00
1.772336658125069e-04	6.801196e-01	5.590344e+00
1.772402366803709e-04	1.279472e+00	5.602592e+00
1.772451150456383e-04	2.252631e+00	5.621474e+00
1.772496431709456e-04	3.763503e+00	5.650841e+00
1.772540106558571e-04	5.662236e+00	5.689155e+00
1.772593529902559e-04	8.019361e+00	5.739929e+00
1.772650125991007e-04	9.957149e+00	5.785522e+00
1.772710369710268e-04	1.118233e+01	5.816843e+00
1.772769765850870e-04	1.174444e+01	5.829948e+00
1.772830240460727e-04	1.196232e+01	5.829020e+00
1.772896594160373e-04	1.204128e+01	5.817180e+00
1.772983223003363e-04	1.206901e+01	5.792593e+00
1.773110699958476e-04	1.207469e+01	5.750165e+00
1.773296403457219e-04	1.206947e+01	5.689964e+00
1.773485603367000e-04	1.206221e+01	5.639355e+00
1.773675906023320e-04	1.205627e+01	5.603589e+00
1.773862124306759e-04	1.205252e+01	5.582768e+00
1.774070186862336e-04	1.205033e+01	5.571627e+00
1.774281923846922e-04	1.204946e+01	5.567682e+00
1.774386744177164e-04	1.204940e+01	5.567587e+00
1.774499122932542e-04	1.204954e+01	5.568279e+00
1.774600967500305e-04	1.204973e+01	5.568997e+00
1.774723543738375e-04	1.204996e+01	5.569726e+00
1.774837738438416e-04	1.205017e+01	5.570128e+00
1.774954309333519e-04	1.205033e+01	5.570163e+00
1.775082362539427e-04	1.205046e+01	5.569750e+00
1.775233724150575e-04	1.205052e+01	5.568687e+00
1.775469614873692e-04	1.205046e+01	5.566139e+00
1.775876660867192e-04	1.205017e+01	5.560642e+00
1.776222584856476e-04	1.204983e+01	5.555582e+00
1.776626193392523e-04	1.204941e+01	5.549697e+00
1.776995730725731e-04	1.204906e+01	5.544503e+00
1.777589044143164e-04	1.204853e+01	5.536352e+00
1.778406952407695e-04	1.204780e+01	5.525143e+00
1.779344283269843e-04	1.204697e+01	5.512260e+00
1.780812901224804e-04	1.204566e+01	5.492063e+00
1.782766026224804e-04	1.204391e+01	5.465220e+00
1.784719151224804e-04	1.204217e+01	5.438386e+00
1.786672276224804e-04	1.204043e+01	5.411563e+00
1.788625401224804e-04	1.203869e+01	5.384750e+00
1.790578526224804e-04	1.203695e+01	5.357947e+00
1.794484776224805e-04	1.203347e+01	5.304372e+00
1.800344151224805e-04	1.202825e+01	5.224086e+00
1.808714686939091e-04	1.202082e+01	5.109554e+00
1.817085222653377e-04	1.201339e+01	4.995208e+00
1.825455758367663e-04	1.200598e+01	4.881050e+00
1.833826294081949e-04	1.199857e+01	4.767080e+00
1.842196829796235e-04	1.199118e+01	4.653297e+00
1.850567365510520e-04	1.198381e+01	4.539702e+00
1.858937901224806e-04	1.197644e+01	4.426293e+00
1.944875401224809e-04	1.190152e+01	3.272681e+00
1.946828526224809e-04	1.189983e+01	3.246687e+00
1.947880646656166e-04	1.189892e+01	3.232688e+00
1.947950714278501e-04	1.189886e+01	3.231756e+00
1.948090849523173e-04	1.189874e+01	3.229892e+00
1.948371120012516e-04	1.189850e+01	3.226164e+00
1.948379878465308e-04	1.189849e+01	3.226047e+00
1.948397395370892e-04	1.189848e+01	3.225814e+00
1.948432429182059e-04	1.189845e+01	3.225348e+00
1.948502496804395e-04	1.189839e+01	3.224416e+00
1.948642632049067e-04	1.189827e+01	3.222552e+00
1.948677665860234e-04	1.189823e+01	3.222086e+00
1.948747733482570e-04	1.189721e+01	3.221139e+00
1.948797477130546e-04	1.187406e+01	3.220112e+00
1.948837125563679e-04	1.161765e+01	3.215585e+00
1.948868349747382e-04	1.055854e+01	3.198721e+00
1.948888106157933e-04	8.492304e+00	3.166126e+00
1.948903668421801e-04	5.586857e+00	3.119067e+00
1.948917989855051e-04	2.581925e+00	3.067639e+00
1.948924461887161e-04	1.611184e+00	3.048640e+00
1.948933096362170e-04	9.315519e-01	3.031203e+00
1.948937271116803e-04	7.538530e-01	3.024907e+00
1.948942411003752e-04	6.293055e-01	3.018622e+00
1.948948134551774e-04	5.334803e-01	3.012474e+00
1.948957356079029e-04	4.348347e-01	3.003886e+00
1.948967427338226e-04	3.709013e-01	2.995865e+00
1.948979709543117e-04	3.326278e-01	2.987735e+00
1.948994015115474e-04	3.169408e-01	2.980079e+00
1.949010738876029e-04	3.138497e-01	2.973088e+00
1.949028798733102e-04	3.137146e-01	2.967659e+00
1.949056978626130e-04	3.135482e-01	2.963197e+00
1.949113338412185e-04	3.133433e-01	2.963922e+00
1.949210805988098e-04	3.131715e-01	2.981162e+00
1.949310958023378e-04	3.131344e-01	3.011199e+00
1.949448374298685e-04	3.131860e-01	3.060434e+00
1.949611275787774e-04	3.132832e-01	3.117144e+00
1.949773635306810e-04	3.133757e-01	3.164416e+00
1.949972584885145e-04	3.134629e-01	3.206743e+00
1.950158410015887e-04	3.135150e-01	3.231661e+00
1.950377085787334e-04	3.135458e-01	3.246554e+00
1.950637192056490e-04	3.135595e-01	3.254002e+00
1.950738185006986e-04	3.135594e-01	3.254901e+00
1.950817470770057e-04	3.135581e-01	3.254970e+00
1.950911609753893e-04	3.135562e-01	3.254973e+00
1.951006447559516e-04	3.135541e-01	3.255057e+00
1.951113953164358e-04	3.135521e-01	3.255365e+00
1.951222926815549e-04	3.135505e-01	3.256004e+00
1.951366787427353e-04	3.135497e-01	3.257400e+00
1.951552796024938e-04	3.135500e-01	3.260023e+00
1.951818257043958e-04	3.135532e-01	3.264935e+00
1.952242986595035e-04	3.135609e-01	3.274075e+00
1.952610585812194e-04	3.135687e-01	3.282387e+00
1.953090035019264e-04	3.135788e-01	3.293149e+00
1.953523043416195e-04	3.135876e-01	3.302639e+00
1.954325279358871e-04	3.136032e-01	3.320029e+00
1.959399903791848e-04	3.137029e-01	3.430292e+00
1.964474528224826e-04	3.138026e-01	3.540557e+00
1.969549152657803e-04	3.139022e-01	3.650822e+00
1.974623777090781e-04	3.140019e-01	3.761088e+00
1.979698401523758e-04	3.141016e-01	3.871355e+00
1.984773025956736e-04	3.142012e-01	3.981624e+00
1.989847650389713e-04	3.143009e-01	4.091893e+00
1.999613275389713e-04	3.144928e-01	4.304083e+00
2.000000000000000e-04	3.144966e-01	4.312485e+00
