;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
215,-0.02985,0.334074
216,-0.02984,0.334074
217,-0.02983,0.334074
218,-0.02982,0.334074
219,-0.02981,0.334074
220,-0.0298,0.334074
221,-0.02979,0.334074
222,-0.02978,0.334074
223,-0.02977,0.334074
224,-0.02976,0.334074
225,-0.02975,0.334074
226,-0.02974,0.334074
227,-0.02973,0.334074
228,-0.02972,0.334074
229,-0.02971,0.334074
230,-0.0297,0.334074
231,-0.02969,0.334074
232,-0.02968,0.334074
233,-0.02967,0.334074
234,-0.02966,0.334074
235,-0.02965,0.334074
236,-0.02964,0.334074
237,-0.02963,0.334074
238,-0.02962,0.334074
239,-0.02961,0.334074
240,-0.0296,0.334074
241,-0.02959,0.334074
242,-0.02958,0.334074
243,-0.02957,0.334074
244,-0.02956,0.334074
245,-0.02955,0.334074
246,-0.02954,0.334074
247,-0.02953,0.334074
248,-0.02952,0.334074
249,-0.02951,0.334074
250,-0.0295,0.334074
251,-0.02949,0.334074
252,-0.02948,0.334074
253,-0.02947,0.334074
254,-0.02946,0.334074
255,-0.02945,0.334074
256,-0.02944,0.334074
257,-0.02943,0.334074
258,-0.02942,0.334074
259,-0.02941,0.334074
260,-0.0294,0.334074
261,-0.02939,0.334074
262,-0.02938,0.334074
263,-0.02937,0.334074
264,-0.02936,0.334074
265,-0.02935,0.334074
266,-0.02934,0.334074
267,-0.02933,0.334074
268,-0.02932,0.334074
269,-0.02931,0.334074
270,-0.0293,0.334074
271,-0.02929,0.334074
272,-0.02928,0.334074
273,-0.02927,0.334074
274,-0.02926,0.334074
275,-0.02925,0.334074
276,-0.02924,0.334074
277,-0.02923,0.334074
278,-0.02922,0.334074
279,-0.02921,0.334074
280,-0.0292,0.334074
281,-0.02919,0.334074
282,-0.02918,0.334074
283,-0.02917,0.334074
284,-0.02916,0.334074
285,-0.02915,0.334074
286,-0.02914,0.334074
287,-0.02913,0.334074
288,-0.02912,0.334074
289,-0.02911,0.334074
290,-0.0291,0.334074
291,-0.02909,0.334074
292,-0.02908,0.334074
293,-0.02907,0.334074
294,-0.02906,0.334074
295,-0.02905,0.334074
296,-0.02904,0.334074
297,-0.02903,0.334074
298,-0.02902,0.334074
299,-0.02901,0.334074
300,-0.029,0.334074
301,-0.02899,0.334074
302,-0.02898,0.334074
303,-0.02897,0.334074
304,-0.02896,0.334074
305,-0.02895,0.334074
306,-0.02894,0.334074
307,-0.02893,0.334074
308,-0.02892,0.334074
309,-0.02891,0.334074
310,-0.0289,0.334074
311,-0.02889,0.334074
312,-0.02888,0.334074
313,-0.02887,0.334074
314,-0.02886,0.334074
315,-0.02885,0.334074
316,-0.02884,0.334074
317,-0.02883,0.334074
318,-0.02882,0.334074
319,-0.02881,0.334074
320,-0.0288,0.334074
321,-0.02879,0.334074
322,-0.02878,0.334074
323,-0.02877,0.334074
324,-0.02876,0.334074
325,-0.02875,0.334074
326,-0.02874,0.334074
327,-0.02873,0.334074
328,-0.02872,0.334074
329,-0.02871,0.334074
330,-0.0287,0.334074
331,-0.02869,0.334074
332,-0.02868,0.334074
333,-0.02867,0.334074
334,-0.02866,0.334074
335,-0.02865,0.334074
336,-0.02864,0.334074
337,-0.02863,0.334074
338,-0.02862,0.334074
339,-0.02861,0.334074
340,-0.0286,0.334074
341,-0.02859,0.334074
342,-0.02858,0.334074
343,-0.02857,0.334074
344,-0.02856,0.334074
345,-0.02855,0.334074
346,-0.02854,0.334074
347,-0.02853,0.334074
348,-0.02852,0.334074
349,-0.02851,0.334074
350,-0.0285,0.334074
351,-0.02849,0.334074
352,-0.02848,0.334074
353,-0.02847,0.334074
354,-0.02846,0.334074
355,-0.02845,0.334074
356,-0.02844,0.334074
357,-0.02843,0.334074
358,-0.02842,0.334074
359,-0.02841,0.334074
360,-0.0284,0.334074
361,-0.02839,0.334074
362,-0.02838,0.334074
363,-0.02837,0.334074
364,-0.02836,0.334074
365,-0.02835,0.334074
366,-0.02834,0.334074
367,-0.02833,0.334074
368,-0.02832,0.334074
369,-0.02831,0.334074
370,-0.0283,0.334074
371,-0.02829,0.334074
372,-0.02828,0.334074
373,-0.02827,0.334074
374,-0.02826,0.334074
375,-0.02825,0.334074
376,-0.02824,0.334074
377,-0.02823,0.334074
378,-0.02822,0.334074
379,-0.02821,0.334074
380,-0.0282,0.334074
381,-0.02819,0.334074
382,-0.02818,0.334074
383,-0.02817,0.334074
384,-0.02816,0.334074
385,-0.02815,0.334074
386,-0.02814,0.334074
387,-0.02813,0.334074
388,-0.02812,0.334074
389,-0.02811,0.334074
390,-0.0281,0.334074
391,-0.02809,0.334074
392,-0.02808,0.334074
393,-0.02807,0.334074
394,-0.02806,0.334074
395,-0.02805,0.334074
396,-0.02804,0.334074
397,-0.02803,0.334074
398,-0.02802,0.334074
399,-0.02801,0.334074
400,-0.028,0.334074
401,-0.02799,0.334074
402,-0.02798,0.334074
403,-0.02797,0.334074
404,-0.02796,0.334074
405,-0.02795,0.334074
406,-0.02794,0.334074
407,-0.02793,0.334074
408,-0.02792,0.334074
409,-0.02791,0.334074
410,-0.0279,0.334074
411,-0.02789,0.334074
412,-0.02788,0.334074
413,-0.02787,0.334074
414,-0.02786,0.334074
415,-0.02785,0.334074
416,-0.02784,0.334074
417,-0.02783,0.334074
418,-0.02782,0.334074
419,-0.02781,0.334074
420,-0.0278,0.334074
421,-0.02779,0.334074
422,-0.02778,0.334074
423,-0.02777,0.334074
424,-0.02776,0.334074
425,-0.02775,0.334074
426,-0.02774,0.334074
427,-0.02773,0.334074
428,-0.02772,0.334074
429,-0.02771,0.334074
430,-0.0277,0.334074
431,-0.02769,0.334074
432,-0.02768,0.334074
433,-0.02767,0.334074
434,-0.02766,0.334074
435,-0.02765,0.334074
436,-0.02764,0.334074
437,-0.02763,0.334074
438,-0.02762,0.334074
439,-0.02761,0.334074
440,-0.0276,0.334074
441,-0.02759,0.334074
442,-0.02758,0.334074
443,-0.02757,0.334074
444,-0.02756,0.334074
445,-0.02755,0.334074
446,-0.02754,0.334074
