time	V(v_controle)	V(v_integrateur)
1.070562708876449e-02	2.848885e-01	1.301087e-01
1.070565596200598e-02	2.848885e-01	1.301364e-01
1.070568865192231e-02	2.848885e-01	1.301679e-01
1.070572225664332e-02	2.848885e-01	1.302002e-01
1.070576219918237e-02	2.848885e-01	1.302386e-01
1.070580460860386e-02	2.848885e-01	1.302793e-01
1.070587242613197e-02	2.848885e-01	1.303446e-01
1.070596543605634e-02	2.848885e-01	1.304340e-01
1.070607061045717e-02	2.848885e-01	1.305351e-01
1.070627255915495e-02	2.848885e-01	1.307293e-01
1.070654973315228e-02	2.848885e-01	1.309958e-01
1.070710408114694e-02	2.848885e-01	1.315288e-01
1.070766684740634e-02	2.848885e-01	1.320699e-01
1.070850671298303e-02	2.848885e-01	1.328775e-01
1.071124690522408e-02	2.848885e-01	1.355122e-01
1.072069227495101e-02	2.848885e-01	1.445941e-01
1.072073511109490e-02	2.848885e-01	1.446353e-01
1.072082078338267e-02	2.848885e-01	1.447177e-01
1.072088052243548e-02	2.848885e-01	1.447751e-01
1.072093974059340e-02	2.848885e-01	1.448321e-01
1.072094159116084e-02	2.848885e-01	1.448338e-01
1.072094529229571e-02	2.848885e-01	1.448374e-01
1.072095269456545e-02	2.848885e-01	1.448445e-01
1.072096749910493e-02	2.848885e-01	1.448587e-01
1.072097120023980e-02	2.848885e-01	1.448623e-01
1.072097860250954e-02	2.848885e-01	1.448694e-01
1.072098045307697e-02	2.848885e-01	1.448712e-01
1.072098415421184e-02	2.848885e-01	1.448748e-01
1.072098678684192e-02	2.848885e-01	1.448773e-01
1.072098890215362e-02	2.848885e-01	1.448793e-01
1.072099060825115e-02	2.848885e-01	1.448810e-01
1.072099205633587e-02	2.848885e-01	1.448824e-01
1.072099331661476e-02	2.848885e-01	1.448836e-01
1.072099460108982e-02	2.848885e-01	1.448848e-01
1.072099565569764e-02	2.848885e-01	1.448858e-01
1.072099631084555e-02	2.848885e-01	1.448864e-01
1.072099713943761e-02	2.848885e-01	1.448872e-01
1.072099759390435e-02	2.848885e-01	1.448877e-01
1.072099806481160e-02	2.848885e-01	1.448881e-01
1.072099862887010e-02	2.848885e-01	1.448887e-01
1.072099949708787e-02	2.848885e-01	1.448895e-01
1.072100038552125e-02	2.848885e-01	1.448904e-01
1.072100152659169e-02	2.848885e-01	1.448915e-01
1.072100282144605e-02	2.848885e-01	1.448927e-01
1.072100460316740e-02	2.848885e-01	1.448944e-01
1.072100645362664e-02	2.848885e-01	1.448962e-01
1.072100850409464e-02	2.848885e-01	1.448982e-01
1.072101260503064e-02	2.848885e-01	1.449021e-01
1.072102071492262e-02	2.848885e-01	1.449099e-01
1.072103036143537e-02	2.848885e-01	1.449192e-01
1.072104256449735e-02	2.848885e-01	1.449309e-01
1.072105713288477e-02	2.848885e-01	1.449449e-01
1.072107453132241e-02	2.848885e-01	1.449617e-01
1.072109351143613e-02	2.848885e-01	1.449799e-01
1.072111240793759e-02	2.848885e-01	1.449981e-01
1.072113247674054e-02	2.848885e-01	1.450174e-01
1.072115537106502e-02	2.848885e-01	1.450394e-01
1.072116950852122e-02	2.848885e-01	1.450530e-01
1.072117819598437e-02	2.848885e-01	1.450613e-01
1.072118745256624e-02	2.848885e-01	1.450702e-01
1.072119610773043e-02	2.848885e-01	1.450786e-01
1.072120620309066e-02	2.848885e-01	1.450883e-01
1.072121604715249e-02	2.848885e-01	1.450977e-01
1.072122745333332e-02	2.848885e-01	1.451087e-01
1.072124014334061e-02	2.848885e-01	1.451209e-01
1.072125888672907e-02	2.848885e-01	1.451389e-01
1.072128308939187e-02	2.848885e-01	1.451622e-01
1.072132415528786e-02	2.848885e-01	1.452017e-01
1.072135743538810e-02	2.848885e-01	1.452337e-01
1.072139708391471e-02	2.848885e-01	1.452718e-01
1.072144077743004e-02	2.848885e-01	1.453138e-01
1.072150560109171e-02	2.848885e-01	1.453761e-01
1.072191789373804e-02	2.848885e-01	1.457726e-01
1.072407694121394e-02	2.848885e-01	1.478485e-01
1.072629515654797e-02	2.848885e-01	1.499814e-01
1.073002029758843e-02	2.848885e-01	1.535632e-01
1.073002743559323e-02	2.848885e-01	1.535700e-01
1.073004171160283e-02	2.848885e-01	1.535838e-01
1.073024157573723e-02	2.848885e-01	1.537759e-01
1.073046999189083e-02	2.848885e-01	1.539956e-01
1.073092682419804e-02	2.848885e-01	1.544348e-01
1.073112209961507e-02	2.848885e-01	1.546226e-01
1.073131737503209e-02	2.848885e-01	1.548103e-01
1.073151265044912e-02	2.848885e-01	1.549981e-01
1.073170792586615e-02	2.848885e-01	1.551859e-01
1.073190320128318e-02	2.848885e-01	1.553736e-01
1.073209847670021e-02	2.848885e-01	1.555614e-01
1.073229375211724e-02	2.848885e-01	1.557491e-01
1.073283529639781e-02	2.848885e-01	1.562698e-01
1.073286039041661e-02	2.848885e-01	1.562940e-01
1.073289537672350e-02	2.848885e-01	1.563276e-01
1.073290945343650e-02	2.848885e-01	1.563412e-01
1.073291892993419e-02	2.848885e-01	1.563503e-01
1.073292587550140e-02	2.848885e-01	1.563569e-01
1.073293240851255e-02	2.848885e-01	1.563632e-01
1.073293738864605e-02	2.848885e-01	1.563680e-01
1.073294310785451e-02	2.848885e-01	1.563735e-01
1.073294771518639e-02	2.848885e-01	1.563779e-01
1.073295291348932e-02	2.848885e-01	1.563829e-01
1.073295868808844e-02	2.848885e-01	1.563885e-01
1.073296609282282e-02	2.848885e-01	1.563956e-01
1.073297550554823e-02	2.848885e-01	1.564047e-01
1.073298972804088e-02	2.848885e-01	1.564183e-01
1.073300741588744e-02	2.848885e-01	1.564353e-01
1.073302707761420e-02	2.848885e-01	1.564543e-01
1.073304575716042e-02	2.848885e-01	1.564722e-01
1.073306551831145e-02	2.848885e-01	1.564912e-01
1.073308734490618e-02	2.848885e-01	1.565122e-01
1.073310219909068e-02	2.848885e-01	1.565265e-01
1.073311133946077e-02	2.848885e-01	1.565353e-01
1.073312079856106e-02	2.848885e-01	1.565444e-01
1.073313058015325e-02	2.848885e-01	1.565538e-01
1.073314129268044e-02	2.848885e-01	1.565641e-01
1.073315202646825e-02	2.848885e-01	1.565744e-01
1.073316307534659e-02	2.848885e-01	1.565850e-01
1.073317543042040e-02	2.848885e-01	1.565969e-01
1.073319022008536e-02	2.848885e-01	1.566111e-01
1.073321286286525e-02	2.848885e-01	1.566329e-01
1.073324761239883e-02	2.848885e-01	1.566663e-01
1.073327646475715e-02	2.848885e-01	1.566940e-01
1.073331013825592e-02	2.848885e-01	1.567264e-01
1.073334980621901e-02	2.848885e-01	1.567646e-01
1.073339860950813e-02	2.848885e-01	1.568115e-01
1.073348176016777e-02	2.848885e-01	1.568914e-01
1.073359759535555e-02	2.848885e-01	1.570028e-01
1.073371418599389e-02	2.848885e-01	1.571149e-01
1.073394736727057e-02	2.848885e-01	1.573391e-01
1.073425374974896e-02	2.848885e-01	1.576337e-01
1.073486651470573e-02	2.848885e-01	1.582229e-01
1.073545919380354e-02	2.848885e-01	1.587928e-01
1.073639218000785e-02	2.848885e-01	1.596899e-01
1.073745669915327e-02	2.848885e-01	1.607134e-01
1.073958573744411e-02	2.848885e-01	1.627605e-01
1.074301275309524e-02	2.848885e-01	1.660556e-01
1.074386950700802e-02	2.848885e-01	1.668794e-01
1.074558301483358e-02	2.848885e-01	1.685270e-01
1.074601139178998e-02	2.848885e-01	1.689389e-01
1.074708233418095e-02	2.848885e-01	1.699686e-01
1.074751071113735e-02	2.848885e-01	1.703805e-01
1.074836746505013e-02	2.848885e-01	1.712043e-01
1.074839423860990e-02	2.848885e-01	1.712300e-01
1.074844778572945e-02	2.848885e-01	1.712815e-01
1.074845277552980e-02	2.848885e-01	1.712863e-01
1.074846275513049e-02	2.848885e-01	1.712959e-01
1.074848271433186e-02	2.848885e-01	1.713151e-01
1.074852263273462e-02	2.848885e-01	1.713535e-01
1.074852388018471e-02	2.848885e-01	1.713547e-01
1.074852637508488e-02	2.848885e-01	1.713571e-01
1.074853136488522e-02	2.848885e-01	1.713619e-01
1.074854134448591e-02	2.848885e-01	1.713715e-01
1.074856130368729e-02	2.848885e-01	1.713907e-01
1.074856160215154e-02	2.848885e-01	1.713910e-01
1.074856219908005e-02	2.848885e-01	1.713915e-01
1.074856339293706e-02	2.848885e-01	1.713927e-01
1.074856578065108e-02	2.848885e-01	1.713950e-01
1.074856750019821e-02	2.848885e-01	1.713966e-01
1.074856894320778e-02	2.848885e-01	1.713980e-01
1.074857020539333e-02	2.848885e-01	1.713993e-01
1.074857140618843e-02	2.848885e-01	1.714004e-01
1.074857207711126e-02	2.848885e-01	1.714010e-01
1.074857279464151e-02	2.848885e-01	1.714017e-01
1.074857356077599e-02	2.848885e-01	1.714025e-01
1.074857406821863e-02	2.848885e-01	1.714030e-01
1.074857466603410e-02	2.848885e-01	1.714035e-01
1.074857527481804e-02	2.848885e-01	1.714041e-01
1.074857624683847e-02	2.848885e-01	1.714050e-01
1.074857728676333e-02	2.848885e-01	1.714060e-01
1.074857863148706e-02	2.848885e-01	1.714073e-01
1.074858016351691e-02	2.848885e-01	1.714088e-01
1.074858190088584e-02	2.848885e-01	1.714105e-01
1.074858375235670e-02	2.848885e-01	1.714123e-01
1.074858745529843e-02	2.848885e-01	1.714158e-01
1.074859486118190e-02	2.848885e-01	1.714229e-01
1.074860435557692e-02	2.848885e-01	1.714321e-01
1.074861581849811e-02	2.848885e-01	1.714431e-01
1.074862982931507e-02	2.848885e-01	1.714566e-01
1.074864717746117e-02	2.848885e-01	1.714732e-01
1.074866539736217e-02	2.848885e-01	1.714908e-01
1.074868457262533e-02	2.848885e-01	1.715092e-01
1.074870405363427e-02	2.848885e-01	1.715279e-01
1.074872631395015e-02	2.848885e-01	1.715494e-01
1.074874300602213e-02	2.848885e-01	1.715654e-01
1.074875270201159e-02	2.848885e-01	1.715747e-01
1.074876090331339e-02	2.848885e-01	1.715826e-01
1.074877007341049e-02	2.848885e-01	1.715914e-01
1.074877941567090e-02	2.848885e-01	1.716004e-01
1.074878970951803e-02	2.848885e-01	1.716103e-01
1.074880032917001e-02	2.848885e-01	1.716205e-01
1.074881228031724e-02	2.848885e-01	1.716320e-01
1.074882930544441e-02	2.848885e-01	1.716484e-01
1.074885168017323e-02	2.848885e-01	1.716699e-01
1.074888635531210e-02	2.848885e-01	1.717032e-01
1.074891945240609e-02	2.848885e-01	1.717350e-01
1.074895688979181e-02	2.848885e-01	1.717710e-01
1.074900020549068e-02	2.848885e-01	1.718127e-01
1.074905355186400e-02	2.848885e-01	1.718640e-01
1.074942252875045e-02	2.848885e-01	1.722188e-01
1.075018750049709e-02	2.848885e-01	1.729543e-01
